,From,To,Weight
2186,Guang Chen 0003,Qianqian Wang,1
2187,Guang Chen 0003,Si Li 0001,1
2188,Qianqian Wang,Si Li 0001,1
2189,Chenhao Xie 0002,Jiaqing Liang,1
2190,Chenhao Xie 0002,Lihan Chen,1
2191,Chenhao Xie 0002,Yanghua Xiao,1
2192,Jiaqing Liang,Lihan Chen,1
2193,Jiaqing Liang,Yanghua Xiao,1
2194,Lihan Chen,Yanghua Xiao,1
2195,Guangneng Hu,Qiang Yang 0001,1
2196,Guangneng Hu,Yu Zhang 0006,1
2197,Qiang Yang 0001,Yu Zhang 0006,1
2198,Benyou Wang,Dawei Song 0001,1
2199,Benyou Wang,Lipeng Zhang,1
2200,Benyou Wang,Peng Zhang 0002,1
2201,Benyou Wang,Zhan Su,1
2202,Dawei Song 0001,Lipeng Zhang,1
2203,Dawei Song 0001,Peng Zhang 0002,1
2204,Dawei Song 0001,Zhan Su,1
2205,Lipeng Zhang,Peng Zhang 0002,1
2206,Lipeng Zhang,Zhan Su,1
2207,Peng Zhang 0002,Zhan Su,1
2208,Arash Dargahi Nobari,Arian Askari,1
2209,Arash Dargahi Nobari,Faegheh Hasibi,1
2210,Arash Dargahi Nobari,Mahmood Neshati,1
2211,Arian Askari,Faegheh Hasibi,1
2212,Arian Askari,Mahmood Neshati,1
2213,Faegheh Hasibi,Mahmood Neshati,1
2214,Kee Siong Ng,Peter Christen,1
2215,Kee Siong Ng,Tania Churchill,1
2216,Kee Siong Ng,Yuhang Zhang,1
2217,Peter Christen,Tania Churchill,1
2218,Peter Christen,Yuhang Zhang,1
2219,Tania Churchill,Yuhang Zhang,1
2220,Harsh Kohli,Mithun Das Gupta,1
2221,Harsh Kohli,Niranjan Nayak,1
2222,Harsh Kohli,Parth Pathak,1
2223,Mithun Das Gupta,Niranjan Nayak,1
2224,Mithun Das Gupta,Parth Pathak,1
2225,Niranjan Nayak,Parth Pathak,1
2226,Chuan Chen 0001,Fanghua Ye,1
2227,Chuan Chen 0001,Zibin Zheng,1
2228,Fanghua Ye,Zibin Zheng,1
2229,Gautam Shroff,Lovekesh Vig,2
2230,Gautam Shroff,Mayur Patidar,1
2231,Gautam Shroff,Puneet Agarwal,2
2232,Lovekesh Vig,Mayur Patidar,1
2233,Lovekesh Vig,Puneet Agarwal,2
2234,Mayur Patidar,Puneet Agarwal,1
2235,Adit Krishnan,Aravind Sankar,1
2236,Aravind Sankar,Ashish Sharma,1
2237,Aravind Sankar,Hari Sundaram,1
2238,Dongjin Choi,Jinhong Jung,1
2239,Dongjin Choi,Jun-Gi Jang,1
2240,Dongjin Choi,U Kang,1
2241,Jinhong Jung,Jun-Gi Jang,1
2242,Jinhong Jung,U Kang,1
2243,Jun-Gi Jang,U Kang,1
2244,Jiajie Zhong,Jianming Lv,1
2245,Jiajie Zhong,Qing Li 0001,1
2246,Jiajie Zhong,Qinzhe Xiao,1
2247,Jiajie Zhong,Weihang Chen,1
2248,Jiajie Zhong,Zhenguo Yang,1
2249,Jianming Lv,Qing Li 0001,1
2250,Jianming Lv,Qinzhe Xiao,1
2251,Jianming Lv,Weihang Chen,1
2252,Jianming Lv,Zhenguo Yang,1
2253,Qing Li 0001,Qinzhe Xiao,1
2254,Qing Li 0001,Weihang Chen,1
2255,Qing Li 0001,Zhenguo Yang,1
2256,Qinzhe Xiao,Weihang Chen,1
2257,Qinzhe Xiao,Zhenguo Yang,1
2258,Weihang Chen,Zhenguo Yang,1
2259,Animesh Mukherjee 0001,Sanjukta Bhowmick,1
2260,Animesh Mukherjee 0001,Soumya Sarkar,1
2261,Sanjukta Bhowmick,Soumya Sarkar,1
2262,Bob van de Velde,Evangelos Kanoulas,1
2263,Bob van de Velde,Jasper Linmans,1
2264,Evangelos Kanoulas,Jasper Linmans,1
2265,Aixin Sun,Jianglei Han,1
2266,Aixin Sun,Ka Hian Goh,1
2267,Aixin Sun,Mohammad Akbari 0001,1
2268,Jianglei Han,Ka Hian Goh,1
2269,Jianglei Han,Mohammad Akbari 0001,1
2270,Ka Hian Goh,Mohammad Akbari 0001,1
2271,Alejandro Moreo Fernández,Andrea Esuli,1
2272,Alejandro Moreo Fernández,Fabrizio Sebastiani 0001,1
2273,Andrea Esuli,Fabrizio Sebastiani 0001,1
2274,Shuo Wang,Xiaofeng Meng 0001,1
2275,Dhruv Gupta 0002,Klaus Berberich,1
2276,Brit Youngmann,Gal Zeevi,1
2277,Brit Youngmann,Shay Gershtein,1
2278,Brit Youngmann,Tova Milo,1
2279,Gal Zeevi,Shay Gershtein,1
2280,Gal Zeevi,Tova Milo,1
2281,Shay Gershtein,Tova Milo,1
2282,Hai Jin 0001,Xiaodong Zhang,1
2283,Hai Jin 0001,Xiaofeng Ding,1
2284,Hai Jin 0001,Zhifeng Bao,1
2285,Xiaodong Zhang,Xiaofeng Ding,1
2286,Xiaodong Zhang,Zhifeng Bao,1
2287,Xiaofeng Ding,Zhifeng Bao,1
2288,Adam Jatowt,Antoine Doucet,1
2289,Adam Jatowt,Nina Tahmasebi,1
2290,Adam Jatowt,Ricardo Campos 0001,1
2291,Adam Jatowt,Sourav S. Bhowmick,1
2292,Antoine Doucet,Nina Tahmasebi,1
2293,Antoine Doucet,Ricardo Campos 0001,1
2294,Antoine Doucet,Sourav S. Bhowmick,1
2295,Nina Tahmasebi,Ricardo Campos 0001,1
2296,Nina Tahmasebi,Sourav S. Bhowmick,1
2297,Ricardo Campos 0001,Sourav S. Bhowmick,1
2298,Dingqi Yang,Philippe Cudré-Mauroux,1
2299,Dingqi Yang,Rana Hussein,1
2300,Philippe Cudré-Mauroux,Rana Hussein,1
2301,Huiyuan Chen,Jing Li 0002,1
2302,Francesco Gullo,Ilaria Bordino,1
2303,Daniel Deutch,Tova Milo,1
2304,Daniel Deutch,Yehonatan Ginzberg,1
2305,Tova Milo,Yehonatan Ginzberg,1
2306,Lijian Wan,Tingjian Ge,1
2307,David C. Anastasiu,Melody Moh,1
2308,David C. Anastasiu,Swapnil Gaikwad,1
2309,Melody Moh,Swapnil Gaikwad,1
2310,Frédérique Laforest,Julien Subercaze,1
2311,Frédérique Laforest,Tanguy Raynaud,1
2312,Julien Subercaze,Tanguy Raynaud,1
2313,Bin Liang,Fang Chen 0001,1
2314,Bin Liang,Yang Wang 0002,1
2315,Bin Liang,Zhidong Li,1
2316,Fang Chen 0001,Yang Wang 0002,3
2317,Fang Chen 0001,Zhidong Li,1
2318,Yang Wang 0002,Zhidong Li,1
2319,ChengXiang Zhai,Liangda Li,1
2320,ChengXiang Zhai,Shubhra Kanti Karmaker Santu,1
2321,ChengXiang Zhai,Yi Chang 0001,1
2322,Liangda Li,Shubhra Kanti Karmaker Santu,1
2323,Liangda Li,Yi Chang 0001,1
2324,Shubhra Kanti Karmaker Santu,Yi Chang 0001,1
2325,Charu C. Aggarwal,Jiliang Tang,1
2326,Charu C. Aggarwal,Tyler Derr,1
2327,Jiliang Tang,Tyler Derr,1
2328,Allan Hanbury,Guido Zuccon,1
2329,Allan Hanbury,João R. M. Palotti,1
2330,Guido Zuccon,João R. M. Palotti,1
2331,Alvaro A. A. Fernandes,Edward Abel,1
2332,Alvaro A. A. Fernandes,John A. Keane,1
2333,Alvaro A. A. Fernandes,Martin Koehler,1
2334,Alvaro A. A. Fernandes,Nikolaos Konstantinou 0001,1
2335,Alvaro A. A. Fernandes,Norman W. Paton,1
2336,Alvaro A. A. Fernandes,Nurzety A. Azuan,1
2337,Alvaro A. A. Fernandes,Suzanne M. Embury,1
2338,Edward Abel,John A. Keane,1
2339,Edward Abel,Martin Koehler,1
2340,Edward Abel,Nikolaos Konstantinou 0001,1
2341,Edward Abel,Norman W. Paton,1
2342,Edward Abel,Nurzety A. Azuan,1
2343,Edward Abel,Suzanne M. Embury,1
2344,John A. Keane,Martin Koehler,1
2345,John A. Keane,Nikolaos Konstantinou 0001,1
2346,John A. Keane,Norman W. Paton,1
2347,John A. Keane,Nurzety A. Azuan,1
2348,John A. Keane,Suzanne M. Embury,1
2349,Martin Koehler,Nikolaos Konstantinou 0001,1
2350,Martin Koehler,Norman W. Paton,1
2351,Martin Koehler,Nurzety A. Azuan,1
2352,Martin Koehler,Suzanne M. Embury,1
2353,Nikolaos Konstantinou 0001,Norman W. Paton,1
2354,Nikolaos Konstantinou 0001,Nurzety A. Azuan,1
2355,Nikolaos Konstantinou 0001,Suzanne M. Embury,1
2356,Norman W. Paton,Nurzety A. Azuan,1
2357,Norman W. Paton,Suzanne M. Embury,1
2358,Nurzety A. Azuan,Suzanne M. Embury,1
2359,Bo Li,Le Jia,1
2360,Daniel Deutch,Nave Frost,1
2361,Han-Gyu Kim,Ho-Jin Choi,1
2362,Han-Gyu Kim,Minsu Kwon,1
2363,Ho-Jin Choi,Minsu Kwon,1
2364,Chaomin Shen,Chenxiao Zhao,1
2365,Chaomin Shen,Guixu Zhang,1
2366,Chaomin Shen,Mixue Yu,1
2367,Chaomin Shen,Yaxin Peng,1
2368,Chenxiao Zhao,Guixu Zhang,1
2369,Chenxiao Zhao,Mixue Yu,1
2370,Chenxiao Zhao,Yaxin Peng,1
2371,Guixu Zhang,Mixue Yu,1
2372,Guixu Zhang,Yaxin Peng,1
2373,Mixue Yu,Yaxin Peng,1
2374,K. Selçuk Candan,Parth Nagarkar,1
2375,Diego Calvanese,Elem Güzel Kalayci,1
2376,Diego Calvanese,Tahir Emre Kalayci,1
2377,Diego Calvanese,Vladislav Ryzhikov,1
2378,Elem Güzel Kalayci,Guohui Xiao 0001,1
2379,Elem Güzel Kalayci,Tahir Emre Kalayci,1
2380,Elem Güzel Kalayci,Vladislav Ryzhikov,1
2381,Guohui Xiao 0001,Tahir Emre Kalayci,1
2382,Guohui Xiao 0001,Vladislav Ryzhikov,1
2383,Tahir Emre Kalayci,Vladislav Ryzhikov,1
2384,Deqing Wang,Fuzhen Zhuang,1
2385,Deqing Wang,Qing He 0003,1
2386,Deqing Wang,Zhao Zhang,1
2387,Deqing Wang,Zheng-Yu Niu,1
2388,Fuzhen Zhuang,Qing He 0003,2
2389,Fuzhen Zhuang,Zhao Zhang,1
2390,Fuzhen Zhuang,Zheng-Yu Niu,1
2391,Qing He 0003,Zhao Zhang,1
2392,Qing He 0003,Zheng-Yu Niu,1
2393,Zhao Zhang,Zheng-Yu Niu,1
2394,Chen Cai,Fang Chen 0001,1
2395,Chen Cai,Jie Xu 0008,1
2396,Chen Cai,Weihong Wang,1
2397,Chen Cai,Yang Wang 0002,1
2398,Fang Chen 0001,Jie Xu 0008,1
2399,Fang Chen 0001,Weihong Wang,1
2400,Jie Xu 0008,Weihong Wang,1
2401,Jie Xu 0008,Yang Wang 0002,1
2402,Weihong Wang,Yang Wang 0002,1
2403,Chaozhuo Li,Lei Zheng 0001,1
2404,Chaozhuo Li,Philip S. Yu,1
2405,Chaozhuo Li,Senzhang Wang,1
2406,Chaozhuo Li,Xiaoming Zhang 0001,1
2407,Chaozhuo Li,Zhoujun Li,1
2408,Lei Zheng 0001,Philip S. Yu,3
2409,Lei Zheng 0001,Senzhang Wang,1
2410,Lei Zheng 0001,Xiaoming Zhang 0001,1
2411,Lei Zheng 0001,Yanbo Liang,1
2412,Lei Zheng 0001,Zhoujun Li,1
2413,Philip S. Yu,Senzhang Wang,1
2414,Philip S. Yu,Xiaoming Zhang 0001,1
2415,Philip S. Yu,Yanbo Liang,1
2416,Philip S. Yu,Zhoujun Li,1
2417,Senzhang Wang,Xiaoming Zhang 0001,1
2418,Senzhang Wang,Yanbo Liang,1
2419,Senzhang Wang,Zhoujun Li,1
2420,Xiaoming Zhang 0001,Yanbo Liang,1
2421,Yanbo Liang,Zhoujun Li,1
2422,Anahita Hosseini,Majid Sarrafzadeh,1
2423,Anahita Hosseini,Ting Chen 0007,1
2424,Anahita Hosseini,Wenjun Wu,1
2425,Anahita Hosseini,Yizhou Sun,1
2426,Majid Sarrafzadeh,Ting Chen 0007,1
2427,Majid Sarrafzadeh,Wenjun Wu,1
2428,Majid Sarrafzadeh,Yizhou Sun,1
2429,Ting Chen 0007,Wenjun Wu,1
2430,Ting Chen 0007,Yizhou Sun,1
2431,Wenjun Wu,Yizhou Sun,1
2432,Guido Zuccon,Harrisen Scells,1
2433,Li-Pin Xiao,Po-Ruey Lei,1
2434,Li-Pin Xiao,Wen-Chih Peng,1
2435,Li-Pin Xiao,Yu Ting Wen,1
2436,Po-Ruey Lei,Wen-Chih Peng,1
2437,Po-Ruey Lei,Yu Ting Wen,1
2438,Wen-Chih Peng,Yu Ting Wen,1
2439,Jan Kristof Nidzwetzki,Ralf Hartmut Güting,1
2440,Heiner Stuckenschmidt,Melisachew Wudage Chekol,1
2441,Chengkai Li,Farahnaz Akrami,1
2442,Chengkai Li,Lingbing Guo,1
2443,Chengkai Li,Wei Hu,1
2444,Farahnaz Akrami,Lingbing Guo,1
2445,Farahnaz Akrami,Wei Hu,1
2446,Lingbing Guo,Wei Hu,1
2447,Bud Mishra,Daniele Ramazzotti,1
2448,Bud Mishra,Francesco Bonchi,1
2449,Bud Mishra,Francesco Gullo,1
2450,Daniele Ramazzotti,Francesco Bonchi,1
2451,Daniele Ramazzotti,Francesco Gullo,1
2452,Chen Gao,Tzu-Heng Lin,1
2453,Chen Gao,Yong Li 0008,1
2454,Tzu-Heng Lin,Yong Li 0008,1
2455,Feiping Nie 0001,Muhan Guo,1
2456,Feiping Nie 0001,Rui Zhang 0017,1
2457,Feiping Nie 0001,Xuelong Li,3
2458,Muhan Guo,Rui Zhang 0017,1
2459,Muhan Guo,Xuelong Li,1
2460,Rui Zhang 0017,Xuelong Li,1
2461,Haoli Bai,Irwin King,1
2462,Haoli Bai,Michael R. Lyu,1
2463,Haoli Bai,Zenglin Xu,1
2464,Haoli Bai,Zhuangbin Chen,1
2465,Irwin King,Zenglin Xu,1
2466,Irwin King,Zhuangbin Chen,1
2467,Michael R. Lyu,Zenglin Xu,1
2468,Michael R. Lyu,Zhuangbin Chen,1
2469,Zenglin Xu,Zhuangbin Chen,1
2470,Alexander Semenov,Denis Kotkov,1
2471,Alexander Semenov,Gaurav Pandey 0003,1
2472,Denis Kotkov,Gaurav Pandey 0003,1
2473,Dawei Yin,Hongshen Chen,2
2474,Dawei Yin,Shangsong Liang,1
2475,Dawei Yin,Wenqiang Lei,1
2476,Dawei Yin,Xisen Jin,1
2477,Dawei Yin,Yihong Zhao 0002,1
2478,Dawei Yin,Zhaochun Ren,2
2479,Hongshen Chen,Shangsong Liang,1
2480,Hongshen Chen,Wenqiang Lei,1
2481,Hongshen Chen,Xisen Jin,1
2482,Hongshen Chen,Yihong Zhao 0002,1
2483,Hongshen Chen,Zhaochun Ren,2
2484,Shangsong Liang,Wenqiang Lei,1
2485,Shangsong Liang,Xisen Jin,1
2486,Shangsong Liang,Yihong Zhao 0002,1
2487,Shangsong Liang,Zhaochun Ren,3
2488,Wenqiang Lei,Xisen Jin,1
2489,Wenqiang Lei,Yihong Zhao 0002,1
2490,Wenqiang Lei,Zhaochun Ren,1
2491,Xisen Jin,Yihong Zhao 0002,1
2492,Xisen Jin,Zhaochun Ren,1
2493,Yihong Zhao 0002,Zhaochun Ren,1
2494,Chao Zhang 0014,Jiaming Shen,3
2495,Chao Zhang 0014,Yu Meng 0001,1
2496,Jiaming Shen,Yu Meng 0001,1
2497,Jiawei Han 0001,Yu Meng 0001,1
2498,Lan Zhang,Lin Sun,1
2499,Lan Zhang,Xiaojun Ye,1
2500,Lin Sun,Xiaojun Ye,1
2501,Dong-Kyu Chae,Jin-Soo Kang,1
2502,Dong-Kyu Chae,Jung-Tae Lee,1
2503,Dong-Kyu Chae,Sang-Wook Kim,1
2504,Jin-Soo Kang,Jung-Tae Lee,1
2505,Jin-Soo Kang,Sang-Wook Kim,1
2506,Jung-Tae Lee,Sang-Wook Kim,1
2507,Daniel Kifer,Yu-Hsuan Kuo,1
2508,Daniel Kifer,Zhenhui Li,1
2509,Yu-Hsuan Kuo,Zhenhui Li,1
2510,Miao Fan,Mingming Sun,1
2511,Miao Fan,Ping Li 0001,1
2512,Miao Fan,Wutao Lin,1
2513,Miao Fan,Yue Feng,1
2514,Mingming Sun,Wutao Lin,1
2515,Ping Li 0001,Wutao Lin,1
2516,Wutao Lin,Yue Feng,1
2517,Byungkook Oh,Kyong-Ho Lee,1
2518,Byungkook Oh,Seungmin Seo,1
2519,Kyong-Ho Lee,Seungmin Seo,1
2520,Brit Youngmann,David Arkadir,1
2521,Brit Youngmann,Elad Yom-Tov,2
2522,Brit Youngmann,Liron I. Allerhand,1
2523,David Arkadir,Elad Yom-Tov,1
2524,David Arkadir,Liron I. Allerhand,1
2525,Elad Yom-Tov,Liron I. Allerhand,1
2526,Donald Metzler,Jiaming Shen,1
2527,Donald Metzler,Maryam Karimzadehgan,1
2528,Donald Metzler,Michael Bendersky,1
2529,Donald Metzler,Zhen Qin 0002,1
2530,Jiaming Shen,Maryam Karimzadehgan,1
2531,Jiaming Shen,Michael Bendersky,1
2532,Jiaming Shen,Zhen Qin 0002,1
2533,Maryam Karimzadehgan,Michael Bendersky,1
2534,Maryam Karimzadehgan,Zhen Qin 0002,1
2535,Michael Bendersky,Zhen Qin 0002,1
2536,Mouna Kacimi,Radityo Eko Prasojo,1
2537,Mouna Kacimi,Werner Nutt,1
2538,Radityo Eko Prasojo,Werner Nutt,1
2539,Wei Dong 0006,Wenli Ji,1
2540,Wei Dong 0006,Xing Gao,1
2541,Wei Dong 0006,Yao Deng,1
2542,Wei Dong 0006,Yongjun Li 0006,1
2543,Wenli Ji,Xing Gao,1
2544,Wenli Ji,Yao Deng,1
2545,Wenli Ji,Yongjun Li 0006,1
2546,Xing Gao,Yao Deng,1
2547,Xing Gao,Yongjun Li 0006,1
2548,Yao Deng,Yongjun Li 0006,1
2549,Dimitrios Tsoumakos,Ioannis Giannakopoulos,1
2550,Dimitrios Tsoumakos,Nectarios Koziris,1
2551,Ioannis Giannakopoulos,Nectarios Koziris,1
2552,Liang Chen 0001,Philip S. Yu,1
2553,Liang Chen 0001,Yang Liu,1
2554,Liang Chen 0001,Zibin Zheng,1
2555,Philip S. Yu,Yang Liu,1
2556,Philip S. Yu,Zibin Zheng,1
2557,Yang Liu,Zibin Zheng,1
2558,Hanghang Tong,Huan Liu,1
2559,Hanghang Tong,Liangyue Li,1
2560,Huan Liu,Liangyue Li,1
2561,Ebrahim Bagheri,Maryam Khodabakhsh,1
2562,Fattane Zarrinkalam,Maryam Khodabakhsh,1
2563,Hossein Fani,Maryam Khodabakhsh,1
2564,Craig Macdonald,Iadh Ounis,1
2565,Craig Macdonald,Jorge David Gonzalez Paule,1
2566,Craig Macdonald,Yashar Moshfeghi,1
2567,Iadh Ounis,Jorge David Gonzalez Paule,1
2568,Iadh Ounis,Yashar Moshfeghi,1
2569,Jorge David Gonzalez Paule,Yashar Moshfeghi,1
2570,Guandan Chen,Nan Xu,1
2571,Guandan Chen,Wenji Mao,1
2572,Nan Xu,Wenji Mao,1
2573,Dain Yap Liffman,Dileban Karunamoorthy,1
2574,Dain Yap Liffman,Ermyas Abebe,1
2575,Dain Yap Liffman,Ziyuan Wang,1
2576,Dileban Karunamoorthy,Ermyas Abebe,1
2577,Dileban Karunamoorthy,Ziyuan Wang,1
2578,Ermyas Abebe,Ziyuan Wang,1
2579,Jia Zhu,Min Yang 0007,1
2580,Jia Zhu,Qiang Qu,1
2581,Jia Zhu,Ying Shen,1
2582,Jia Zhu,Zhou Zhao,1
2583,Min Yang 0007,Qiang Qu,1
2584,Min Yang 0007,Ying Shen,1
2585,Min Yang 0007,Zhou Zhao,1
2586,Qiang Qu,Ying Shen,1
2587,Qiang Qu,Zhou Zhao,1
2588,Ying Shen,Zhou Zhao,1
2589,Conglong Li,David G. Andersen,1
2590,Conglong Li,Qiang Fu,1
2591,Conglong Li,Sameh Elnikety,1
2592,Conglong Li,Yuxiong He,1
2593,David G. Andersen,Qiang Fu,1
2594,David G. Andersen,Sameh Elnikety,1
2595,David G. Andersen,Yuxiong He,1
2596,Qiang Fu,Sameh Elnikety,1
2597,Qiang Fu,Yuxiong He,1
2598,Sameh Elnikety,Yuxiong He,1
2599,Aastha Jain,Hema Raghavan,1
2600,Aastha Jain,Kijung Shin,1
2601,Aastha Jain,Mahdi Shafiei,1
2602,Aastha Jain,Myunghwan Kim 0002,1
2603,Hema Raghavan,Kijung Shin,1
2604,Hema Raghavan,Mahdi Shafiei,1
2605,Hema Raghavan,Myunghwan Kim 0002,1
2606,Kijung Shin,Mahdi Shafiei,1
2607,Kijung Shin,Myunghwan Kim 0002,1
2608,Mahdi Shafiei,Myunghwan Kim 0002,1
2609,Alan Mislove,Christo Wilson,1
2610,Alan Mislove,Le Chen,1
2611,Alan Mislove,Shan Jiang 0008,1
2612,Christo Wilson,Le Chen,1
2613,Christo Wilson,Shan Jiang 0008,1
2614,Le Chen,Shan Jiang 0008,1
2615,Blase Ur,Miranda Wei,1
2616,Blase Ur,Panya Gupta,1
2617,Blase Ur,Sascha Fahl,1
2618,Blase Ur,Yasemin Acar,1
2619,Blase Ur,Yuxi Wu,1
2620,Miranda Wei,Panya Gupta,1
2621,Miranda Wei,Sascha Fahl,1
2622,Miranda Wei,Yasemin Acar,1
2623,Miranda Wei,Yuxi Wu,1
2624,Panya Gupta,Sascha Fahl,1
2625,Panya Gupta,Yasemin Acar,1
2626,Panya Gupta,Yuxi Wu,1
2627,Sascha Fahl,Yasemin Acar,1
2628,Sascha Fahl,Yuxi Wu,1
2629,Yasemin Acar,Yuxi Wu,1
2630,Yanen Li,Yang Yang 0008,1
2631,Yanen Li,Yizhou Sun,1
2632,Yanen Li,Yupeng Gu,1
2633,Yang Yang 0008,Yizhou Sun,1
2634,Yang Yang 0008,Yupeng Gu,1
2635,Yizhou Sun,Yupeng Gu,1
2636,Bernard J. Jansen,Haewoon Kwak,3
2637,Bernard J. Jansen,Jisun An,3
2638,Bernard J. Jansen,Joni Salminen,2
2639,Bernard J. Jansen,Soon-Gyo Jung,3
2640,Haewoon Kwak,Jisun An,4
2641,Haewoon Kwak,Joni Salminen,3
2642,Haewoon Kwak,Soon-Gyo Jung,4
2643,Jisun An,Joni Salminen,3
2644,Jisun An,Soon-Gyo Jung,4
2645,Joni Salminen,Soon-Gyo Jung,3
2646,Jure Leskovec,Tim Althoff,3
2647,Jure Leskovec,Zhiyuan Lin 0001,1
2648,Tim Althoff,Zhiyuan Lin 0001,1
2649,Ann Yuan,Deb Roy,1
2650,Ann Yuan,Martin Saveski,1
2651,Ann Yuan,Nabeel Gillani,1
2652,Ann Yuan,Soroush Vosoughi,1
2653,Deb Roy,Martin Saveski,1
2654,Deb Roy,Nabeel Gillani,1
2655,Deb Roy,Soroush Vosoughi,1
2656,Martin Saveski,Nabeel Gillani,1
2657,Martin Saveski,Soroush Vosoughi,1
2658,Nabeel Gillani,Soroush Vosoughi,1
2659,Chao Chen 0016,Dongsheng Li 0002,1
2660,Chao Chen 0016,Hansu Gu,1
2661,Chao Chen 0016,Li Shang,1
2662,Chao Chen 0016,Ning Gu,1
2663,Chao Chen 0016,Qin Lv,1
2664,Chao Chen 0016,Stephen M. Chu,1
2665,Chao Chen 0016,Tun Lu,1
2666,Dongsheng Li 0002,Hansu Gu,1
2667,Dongsheng Li 0002,Li Shang,1
2668,Dongsheng Li 0002,Ning Gu,1
2669,Dongsheng Li 0002,Qin Lv,1
2670,Dongsheng Li 0002,Stephen M. Chu,1
2671,Dongsheng Li 0002,Tun Lu,1
2672,Hansu Gu,Li Shang,1
2673,Hansu Gu,Ning Gu,1
2674,Hansu Gu,Qin Lv,1
2675,Hansu Gu,Stephen M. Chu,1
2676,Hansu Gu,Tun Lu,1
2677,Li Shang,Ning Gu,1
2678,Li Shang,Qin Lv,1
2679,Li Shang,Stephen M. Chu,1
2680,Li Shang,Tun Lu,1
2681,Ning Gu,Qin Lv,1
2682,Ning Gu,Stephen M. Chu,1
2683,Ning Gu,Tun Lu,1
2684,Qin Lv,Stephen M. Chu,1
2685,Qin Lv,Tun Lu,1
2686,Stephen M. Chu,Tun Lu,1
2687,Huoran Li,Qiaozhu Mei,1
2688,Huoran Li,Wei Ai,1
2689,Huoran Li,Xuan Lu,1
2690,Huoran Li,Xuanzhe Liu,1
2691,Huoran Li,Zhenpeng Chen,1
2692,Qiaozhu Mei,Wei Ai,1
2693,Qiaozhu Mei,Xuan Lu,1
2694,Qiaozhu Mei,Xuanzhe Liu,1
2695,Qiaozhu Mei,Zhenpeng Chen,1
2696,Wei Ai,Xuan Lu,1
2697,Wei Ai,Xuanzhe Liu,1
2698,Wei Ai,Zhenpeng Chen,1
2699,Xuan Lu,Xuanzhe Liu,1
2700,Xuan Lu,Zhenpeng Chen,1
2701,Xuanzhe Liu,Zhenpeng Chen,1
2702,Chantat Eksombatchai,Charles Sugnet,1
2703,Chantat Eksombatchai,Jerry Zitao Liu,1
2704,Chantat Eksombatchai,Jure Leskovec,1
2705,Chantat Eksombatchai,Mark Ulrich,1
2706,Chantat Eksombatchai,Pranav Jindal,1
2707,Chantat Eksombatchai,Rahul Sharma 0001,1
2708,Chantat Eksombatchai,Yuchen Liu,1
2709,Charles Sugnet,Jerry Zitao Liu,1
2710,Charles Sugnet,Jure Leskovec,1
2711,Charles Sugnet,Mark Ulrich,1
2712,Charles Sugnet,Pranav Jindal,1
2713,Charles Sugnet,Rahul Sharma 0001,1
2714,Charles Sugnet,Yuchen Liu,1
2715,Jerry Zitao Liu,Jure Leskovec,1
2716,Jerry Zitao Liu,Mark Ulrich,1
2717,Jerry Zitao Liu,Pranav Jindal,1
2718,Jerry Zitao Liu,Rahul Sharma 0001,1
2719,Jerry Zitao Liu,Yuchen Liu,1
2720,Jure Leskovec,Mark Ulrich,1
2721,Jure Leskovec,Pranav Jindal,1
2722,Jure Leskovec,Rahul Sharma 0001,1
2723,Jure Leskovec,Yuchen Liu,1
2724,Mark Ulrich,Pranav Jindal,1
2725,Mark Ulrich,Rahul Sharma 0001,1
2726,Mark Ulrich,Yuchen Liu,1
2727,Pranav Jindal,Rahul Sharma 0001,1
2728,Pranav Jindal,Yuchen Liu,1
2729,Rahul Sharma 0001,Yuchen Liu,1
2730,Hao Peng,Jianxin Li 0002,1
2731,Hao Peng,Lihong Wang,1
2732,Hao Peng,Mengjiao Bao,1
2733,Hao Peng,Qiang Yang 0001,1
2734,Hao Peng,Yangqiu Song,1
2735,Hao Peng,Yaopeng Liu,1
2736,Hao Peng,Yu He,1
2737,Jianxin Li 0002,Lihong Wang,1
2738,Jianxin Li 0002,Mengjiao Bao,1
2739,Jianxin Li 0002,Qiang Yang 0001,1
2740,Jianxin Li 0002,Yangqiu Song,1
2741,Jianxin Li 0002,Yaopeng Liu,1
2742,Jianxin Li 0002,Yu He,1
2743,Lihong Wang,Mengjiao Bao,1
2744,Lihong Wang,Qiang Yang 0001,1
2745,Lihong Wang,Yangqiu Song,1
2746,Lihong Wang,Yaopeng Liu,1
2747,Lihong Wang,Yu He,1
2748,Mengjiao Bao,Qiang Yang 0001,1
2749,Mengjiao Bao,Yangqiu Song,1
2750,Mengjiao Bao,Yaopeng Liu,1
2751,Mengjiao Bao,Yu He,1
2752,Qiang Yang 0001,Yangqiu Song,1
2753,Qiang Yang 0001,Yaopeng Liu,1
2754,Qiang Yang 0001,Yu He,1
2755,Yangqiu Song,Yaopeng Liu,1
2756,Yangqiu Song,Yu He,1
2757,Yaopeng Liu,Yu He,1
2758,Peifeng Yin,Wang-Chien Lee,1
2759,Peifeng Yin,Yusan Lin,1
2760,Wang-Chien Lee,Yusan Lin,1
2761,Dárlinton B. F. Carvalho,Felipe Viegas,1
2762,Dárlinton B. F. Carvalho,Fernando Mourão,1
2763,Dárlinton B. F. Carvalho,Leonardo C. da Rocha,1
