,From,To,Weight
89,Huiming Yi,Pengtao Yi,1
90,Huiming Yi,Shuying Liu,1
91,Huiming Yi,Sui Huang,1
92,Huiming Yi,Tiezheng Ge,1
93,Huiming Yi,Xiaoqiang Zhu,1
94,Huiming Yi,Yu Zhang,1
95,Huiming Yi,Zelin Hu,1
96,Huiming Yi,Zhiqiang Zhang 0011,1
97,Keyu Chen,Kun Gai,1
98,Keyu Chen,Liqin Zhao,1
99,Keyu Chen,Peng Sun,1
100,Keyu Chen,Pengtao Yi,1
101,Keyu Chen,Shuying Liu,1
102,Keyu Chen,Sui Huang,1
103,Keyu Chen,Tiezheng Ge,1
104,Keyu Chen,Xiaoqiang Zhu,1
105,Keyu Chen,Yu Zhang,1
106,Keyu Chen,Zelin Hu,1
107,Keyu Chen,Zhiqiang Zhang 0011,1
108,Kun Gai,Liqin Zhao,1
109,Kun Gai,Peng Sun,1
110,Kun Gai,Pengtao Yi,1
111,Kun Gai,Shuying Liu,1
112,Kun Gai,Sui Huang,1
113,Kun Gai,Tiezheng Ge,1
114,Kun Gai,Xiaoqiang Zhu,2
115,Kun Gai,Yu Zhang,1
116,Kun Gai,Zelin Hu,1
117,Kun Gai,Zhiqiang Zhang 0011,1
118,Liqin Zhao,Peng Sun,1
119,Liqin Zhao,Pengtao Yi,1
120,Liqin Zhao,Shuying Liu,1
121,Liqin Zhao,Sui Huang,1
122,Liqin Zhao,Tiezheng Ge,1
123,Liqin Zhao,Xiaoqiang Zhu,1
124,Liqin Zhao,Yu Zhang,1
125,Liqin Zhao,Zelin Hu,1
126,Liqin Zhao,Zhiqiang Zhang 0011,1
127,Peng Sun,Pengtao Yi,1
128,Peng Sun,Shuying Liu,1
129,Peng Sun,Sui Huang,1
130,Peng Sun,Tiezheng Ge,1
131,Peng Sun,Xiaoqiang Zhu,1
132,Peng Sun,Yu Zhang,1
133,Peng Sun,Zelin Hu,1
134,Peng Sun,Zhiqiang Zhang 0011,1
135,Pengtao Yi,Shuying Liu,1
136,Pengtao Yi,Sui Huang,1
137,Pengtao Yi,Tiezheng Ge,1
138,Pengtao Yi,Xiaoqiang Zhu,1
139,Pengtao Yi,Yu Zhang,1
140,Pengtao Yi,Zelin Hu,1
141,Pengtao Yi,Zhiqiang Zhang 0011,1
142,Shuying Liu,Sui Huang,1
143,Shuying Liu,Tiezheng Ge,1
144,Shuying Liu,Xiaoqiang Zhu,1
145,Shuying Liu,Yu Zhang,1
146,Shuying Liu,Zelin Hu,1
147,Shuying Liu,Zhiqiang Zhang 0011,1
148,Sui Huang,Tiezheng Ge,1
149,Sui Huang,Xiaoqiang Zhu,1
150,Sui Huang,Yu Zhang,1
151,Sui Huang,Zelin Hu,1
152,Sui Huang,Zhiqiang Zhang 0011,1
153,Tiezheng Ge,Xiaoqiang Zhu,1
154,Tiezheng Ge,Yu Zhang,1
155,Tiezheng Ge,Zelin Hu,1
156,Tiezheng Ge,Zhiqiang Zhang 0011,1
157,Xiaoqiang Zhu,Yu Zhang,1
158,Xiaoqiang Zhu,Zelin Hu,1
159,Xiaoqiang Zhu,Zhiqiang Zhang 0011,1
160,Yu Zhang,Zelin Hu,1
161,Yu Zhang,Zhiqiang Zhang 0011,1
162,Zelin Hu,Zhiqiang Zhang 0011,1
163,Claudio Lucchese,Maria Maistro,1
164,Claudio Lucchese,Nicola Ferro 0001,1
165,Claudio Lucchese,Raffaele Perego 0001,2
166,Maria Maistro,Nicola Ferro 0001,1
167,Maria Maistro,Raffaele Perego 0001,1
168,Nicola Ferro 0001,Raffaele Perego 0001,1
169,Gang Li,Hongmei Wang,1
170,Gang Li,Hongtao Wang 0002,1
171,Gang Li,Miao Zhao,1
172,Gang Li,Pan Su,1
173,Hongmei Wang,Hongtao Wang 0002,1
174,Hongmei Wang,Miao Zhao,1
175,Hongmei Wang,Pan Su,1
176,Hongtao Wang 0002,Miao Zhao,1
177,Hongtao Wang 0002,Pan Su,1
178,Miao Zhao,Pan Su,1
179,Fabio Crestani,Hamed Zamani,1
180,Fabio Crestani,Mohammad Aliannejadi,1
181,Fabio Crestani,W. Bruce Croft,1
182,Hamed Zamani,Mohammad Aliannejadi,1
183,Hamed Zamani,W. Bruce Croft,2
184,Mohammad Aliannejadi,W. Bruce Croft,1
185,Jiajun Li,Jun Wang 0012,1
186,Jiajun Li,Kan Ren,1
187,Jiajun Li,Shuhao Liu,1
188,Jiajun Li,Weinan Zhang 0001,1
189,Jiajun Li,Ya Zhang,1
190,Jiajun Li,Yong Yu 0001,1
191,Jiajun Li,Yuchen Fang,1
192,Jun Wang 0012,Kan Ren,1
193,Jun Wang 0012,Shuhao Liu,1
194,Jun Wang 0012,Weinan Zhang 0001,2
195,Jun Wang 0012,Ya Zhang,1
196,Jun Wang 0012,Yong Yu 0001,1
197,Jun Wang 0012,Yuchen Fang,1
198,Kan Ren,Shuhao Liu,1
199,Kan Ren,Weinan Zhang 0001,1
200,Kan Ren,Ya Zhang,1
201,Kan Ren,Yong Yu 0001,1
202,Kan Ren,Yuchen Fang,1
203,Shuhao Liu,Weinan Zhang 0001,1
204,Shuhao Liu,Ya Zhang,1
205,Shuhao Liu,Yong Yu 0001,1
206,Shuhao Liu,Yuchen Fang,1
207,Weinan Zhang 0001,Ya Zhang,1
208,Weinan Zhang 0001,Yong Yu 0001,1
209,Weinan Zhang 0001,Yuchen Fang,1
210,Ya Zhang,Yong Yu 0001,1
211,Ya Zhang,Yuchen Fang,1
212,Yong Yu 0001,Yuchen Fang,1
213,Chen Ma,Qinglong Wang,1
214,Chen Ma,Xue Liu 0001,1
215,Chen Ma,Yingxue Zhang,1
216,Qinglong Wang,Xue Liu 0001,1
217,Qinglong Wang,Yingxue Zhang,1
218,Xue Liu 0001,Yingxue Zhang,1
219,Axel-Cyrille Ngonga Ngomo,Michael Röder,1
220,Axel-Cyrille Ngonga Ngomo,Zafar Habeeb Syed,1
221,Michael Röder,Zafar Habeeb Syed,1
222,Falk Scholer,J. Shane Culpepper,1
223,Falk Scholer,Jaewon Kim,1
224,Falk Scholer,Tadele Tedla Damessie,1
225,J. Shane Culpepper,Jaewon Kim,1
226,J. Shane Culpepper,Tadele Tedla Damessie,1
227,Jaewon Kim,Tadele Tedla Damessie,1
228,Bo Hu,Cagri Ozcaglar,1
229,Bo Hu,Gungor Polatkan,1
230,Bo Hu,Hakan Inan,1
231,Bo Hu,Krishnaram Kenthapadi,1
232,Bo Hu,Qi Guo,1
233,Bo Hu,Rohan Ramanath,1
234,Bo Hu,Sahin Cem Geyik,1
235,Bo Hu,Xianren Wu,1
236,Cagri Ozcaglar,Gungor Polatkan,1
237,Cagri Ozcaglar,Hakan Inan,1
238,Cagri Ozcaglar,Krishnaram Kenthapadi,1
239,Cagri Ozcaglar,Qi Guo,1
240,Cagri Ozcaglar,Rohan Ramanath,1
241,Cagri Ozcaglar,Sahin Cem Geyik,1
242,Cagri Ozcaglar,Xianren Wu,1
243,Gungor Polatkan,Hakan Inan,1
244,Gungor Polatkan,Krishnaram Kenthapadi,1
245,Gungor Polatkan,Qi Guo,1
246,Gungor Polatkan,Rohan Ramanath,1
247,Gungor Polatkan,Sahin Cem Geyik,1
248,Gungor Polatkan,Xianren Wu,1
249,Hakan Inan,Krishnaram Kenthapadi,1
250,Hakan Inan,Qi Guo,1
251,Hakan Inan,Rohan Ramanath,1
252,Hakan Inan,Sahin Cem Geyik,1
253,Hakan Inan,Xianren Wu,1
254,Krishnaram Kenthapadi,Qi Guo,1
255,Krishnaram Kenthapadi,Rohan Ramanath,1
256,Krishnaram Kenthapadi,Sahin Cem Geyik,1
257,Krishnaram Kenthapadi,Xianren Wu,1
258,Qi Guo,Rohan Ramanath,1
259,Qi Guo,Sahin Cem Geyik,1
260,Qi Guo,Xianren Wu,1
261,Rohan Ramanath,Sahin Cem Geyik,1
262,Rohan Ramanath,Xianren Wu,1
263,Sahin Cem Geyik,Xianren Wu,1
264,Harrie Oosterhuis,Maarten de Rijke,1
265,Ardavan Afshar,Elizabeth Searles,1
266,Ardavan Afshar,Evangelos E. Papalexakis,1
267,Ardavan Afshar,Ioakeim Perros,1
268,Ardavan Afshar,Jimeng Sun,1
269,Ardavan Afshar,Joyce C. Ho,1
270,Elizabeth Searles,Evangelos E. Papalexakis,1
271,Elizabeth Searles,Ioakeim Perros,1
272,Elizabeth Searles,Jimeng Sun,1
273,Elizabeth Searles,Joyce C. Ho,1
274,Evangelos E. Papalexakis,Ioakeim Perros,2
275,Evangelos E. Papalexakis,Jimeng Sun,2
276,Evangelos E. Papalexakis,Joyce C. Ho,1
277,Ioakeim Perros,Jimeng Sun,2
278,Ioakeim Perros,Joyce C. Ho,1
279,Jimeng Sun,Joyce C. Ho,1
280,Begüm Demir,George Stamoulis,1
281,Begüm Demir,Konstantina Bereta,1
282,Begüm Demir,Manolis Koubarakis,1
283,Begüm Demir,Stefan Manegold,1
284,George Stamoulis,Konstantina Bereta,2
285,George Stamoulis,Manolis Koubarakis,2
286,George Stamoulis,Stefan Manegold,1
287,Konstantina Bereta,Manolis Koubarakis,3
288,Konstantina Bereta,Stefan Manegold,1
289,Manolis Koubarakis,Stefan Manegold,1
290,Aristides Gionis,Gianmarco De Francisci Morales,2
291,Aristides Gionis,Muhammad Anis Uddin Nasir,1
292,Aristides Gionis,Çigdem Aslay,1
293,Gianmarco De Francisci Morales,Muhammad Anis Uddin Nasir,1
294,Gianmarco De Francisci Morales,Çigdem Aslay,1
295,Muhammad Anis Uddin Nasir,Çigdem Aslay,1
296,Baichuan Zhang,Khalifeh AlJadda,1
297,Baichuan Zhang,Mohammad Al Hasan,1
298,Baichuan Zhang,Mohammed Korayem,1
299,Baichuan Zhang,Vachik S. Dave,1
300,Khalifeh AlJadda,Mohammad Al Hasan,1
301,Khalifeh AlJadda,Mohammed Korayem,1
302,Khalifeh AlJadda,Vachik S. Dave,1
303,Mohammad Al Hasan,Mohammed Korayem,1
304,Mohammad Al Hasan,Vachik S. Dave,1
305,Mohammed Korayem,Vachik S. Dave,1
306,Meng Meng,Ryan Smith,1
307,Meng Meng,Sahin Cem Geyik,1
308,Meng Meng,Vijay Dialani,1
309,Ryan Smith,Sahin Cem Geyik,1
310,Ryan Smith,Vijay Dialani,1
311,Sahin Cem Geyik,Vijay Dialani,1
312,Davide Martinenghi,Paolo Ciaccia,1
313,Alexander Borgida,Amélie Marian,1
314,Alexander Borgida,Varvara Kalokyri,1
315,Amélie Marian,Varvara Kalokyri,1
316,Massimo Melucci,Prayag Tiwari,1
317,Agma J. M. Traina,Caetano Traina Jr.,1
318,Agma J. M. Traina,Daniel de Oliveira 0001,1
319,Agma J. M. Traina,Gustavo Blanco,1
320,Agma J. M. Traina,Lucio F. D. Santos,1
321,Agma J. M. Traina,Marcos V. N. Bedo,1
322,Caetano Traina Jr.,Daniel de Oliveira 0001,1
323,Caetano Traina Jr.,Gustavo Blanco,1
324,Caetano Traina Jr.,Lucio F. D. Santos,1
325,Caetano Traina Jr.,Marcos V. N. Bedo,1
326,Daniel de Oliveira 0001,Gustavo Blanco,1
327,Daniel de Oliveira 0001,Lucio F. D. Santos,1
328,Daniel de Oliveira 0001,Marcos V. N. Bedo,1
329,Gustavo Blanco,Lucio F. D. Santos,1
330,Gustavo Blanco,Marcos V. N. Bedo,1
331,Lucio F. D. Santos,Marcos V. N. Bedo,1
332,Chen Luo,Cheng Cao,1
333,Chen Luo,James Caverlee,1
334,Chen Luo,Lu-An Tang,2
335,Chen Luo,Zhengzhang Chen,2
336,Chen Luo,Zhichun Li,2
337,Cheng Cao,James Caverlee,1
338,Cheng Cao,Lu-An Tang,2
339,Cheng Cao,Zhengzhang Chen,2
340,Cheng Cao,Zhichun Li,2
341,James Caverlee,Lu-An Tang,1
342,James Caverlee,Zhengzhang Chen,1
343,James Caverlee,Zhichun Li,1
344,Lu-An Tang,Zhengzhang Chen,3
345,Lu-An Tang,Zhichun Li,3
346,Zhengzhang Chen,Zhichun Li,3
347,Charles Nicholas,Edward Raff,1
348,Charles Nicholas,Jared Sylvester,1
349,Edward Raff,Jared Sylvester,2
350,Chengyao Chen,Wenjie Li 0002,2
351,Chengyao Chen,Zhitao Wang,2
352,Wenjie Li 0002,Zhitao Wang,2
353,Jiafeng Guo,Jiangwu Long,1
354,Jiafeng Guo,Khoi Duy Vo,1
355,Jiafeng Guo,Xiaofei Zhu,1
356,Jiangwu Long,Khoi Duy Vo,1
357,Jiangwu Long,Xiaofei Zhu,1
358,Khoi Duy Vo,Xiaofei Zhu,1
359,Chen Chen 0017,Weijie Zhu,1
360,Chen Chen 0017,Xiaoyang Wang 0002,1
361,Chen Chen 0017,Xuemin Lin 0001,1
362,Weijie Zhu,Xiaoyang Wang 0002,1
363,Weijie Zhu,Xuemin Lin 0001,1
364,Xiaoyang Wang 0002,Xuemin Lin 0001,1
365,Ahmed Navivala,Ebrahim Bagheri,1
366,Ahmed Navivala,Fattane Zarrinkalam,1
367,Ahmed Navivala,Hossein Fani,1
368,Ahmed Navivala,Negar Arabzadeh,1
369,Ebrahim Bagheri,Fattane Zarrinkalam,2
370,Ebrahim Bagheri,Hossein Fani,2
371,Ebrahim Bagheri,Negar Arabzadeh,1
372,Fattane Zarrinkalam,Hossein Fani,2
373,Fattane Zarrinkalam,Negar Arabzadeh,1
374,Hossein Fani,Negar Arabzadeh,1
375,Ee-Peng Lim,Meng-Fen Chiang,2
376,Ee-Peng Lim,Tuan-Anh Hoang,1
377,Ee-Peng Lim,Wang-Chien Lee,1
378,Meng-Fen Chiang,Tuan-Anh Hoang,1
379,Meng-Fen Chiang,Wang-Chien Lee,1
380,Tuan-Anh Hoang,Wang-Chien Lee,1
381,Fragkiskos D. Malliaros,Giannis Nikolentzos,1
382,Fragkiskos D. Malliaros,Michalis Vazirgiannis,1
383,Giannis Nikolentzos,Michalis Vazirgiannis,2
384,Chenliang Li,Cong Quan,1
385,Chenliang Li,Donghong Ji,1
386,Chenliang Li,Libing Wu,1
387,Cong Quan,Donghong Ji,1
388,Cong Quan,Libing Wu,1
389,Donghong Ji,Libing Wu,1
390,Christina Kirsch,Jian Zhang 0002,1
391,Christina Kirsch,Wei Liu 0007,1
392,Christina Kirsch,Yongshun Gong,1
393,Christina Kirsch,Yu Zheng,1
394,Christina Kirsch,Zhibin Li 0002,1
395,Jian Zhang 0002,Wei Liu 0007,1
396,Jian Zhang 0002,Yongshun Gong,1
397,Jian Zhang 0002,Yu Zheng,1
398,Jian Zhang 0002,Zhibin Li 0002,1
399,Wei Liu 0007,Yongshun Gong,1
400,Wei Liu 0007,Yu Zheng,1
401,Wei Liu 0007,Zhibin Li 0002,1
402,Yongshun Gong,Yu Zheng,1
403,Yongshun Gong,Zhibin Li 0002,1
404,Yu Zheng,Zhibin Li 0002,1
405,Jiafeng Guo,Jun Xu 0001,2
406,Jiafeng Guo,Xueqi Cheng,2
407,Jiafeng Guo,Yan Xiao,1
408,Jiafeng Guo,Yanyan Lan,2
409,Jun Xu 0001,Xueqi Cheng,2
410,Jun Xu 0001,Yan Xiao,1
411,Jun Xu 0001,Yanyan Lan,2
412,Xueqi Cheng,Yan Xiao,1
413,Xueqi Cheng,Yanyan Lan,2
414,Yan Xiao,Yanyan Lan,1
415,Irwin King,Michael R. Lyu,2
416,Irwin King,Yuxin Su,1
417,Michael R. Lyu,Yuxin Su,1
418,Dhruv Khattar,Manish Gupta 0001,2
419,Dhruv Khattar,Vaibhav Kumar,2
420,Dhruv Khattar,Vasudeva Varma,2
421,Manish Gupta 0001,Vaibhav Kumar,2
422,Manish Gupta 0001,Vasudeva Varma,2
423,Vaibhav Kumar,Vasudeva Varma,2
424,Naveen Nair,Pooja A,1
425,Naveen Nair,Rajeev Rastogi,1
426,Pooja A,Rajeev Rastogi,1
427,Liu Yang 0005,Qingyao Ai,1
428,Liu Yang 0005,W. Bruce Croft,1
429,Liu Yang 0005,Xu Chen 0017,1
430,Liu Yang 0005,Yongfeng Zhang,1
431,Qingyao Ai,W. Bruce Croft,2
432,Qingyao Ai,Xu Chen 0017,1
433,Qingyao Ai,Yongfeng Zhang,1
434,W. Bruce Croft,Xu Chen 0017,1
435,W. Bruce Croft,Yongfeng Zhang,1
436,Xu Chen 0017,Yongfeng Zhang,1
437,Cheng Cao,Kai Zhang 0001,1
438,Cheng Cao,Wei Cheng 0002,1
439,Cheng Cao,Ying Lin,1
440,Kai Zhang 0001,Lu-An Tang,1
441,Kai Zhang 0001,Wei Cheng 0002,2
442,Kai Zhang 0001,Ying Lin,1
443,Kai Zhang 0001,Zhengzhang Chen,1
444,Kai Zhang 0001,Zhichun Li,1
445,Lu-An Tang,Wei Cheng 0002,1
446,Lu-An Tang,Ying Lin,1
447,Wei Cheng 0002,Ying Lin,1
448,Wei Cheng 0002,Zhengzhang Chen,1
449,Wei Cheng 0002,Zhichun Li,1
450,Ying Lin,Zhengzhang Chen,1
451,Ying Lin,Zhichun Li,1
452,Min Zhang 0006,Shaoping Ma,5
453,Min Zhang 0006,Shaoyun Shi,1
454,Min Zhang 0006,Yiqun Liu 0001,5
455,Shaoping Ma,Shaoyun Shi,1
456,Shaoyun Shi,Yiqun Liu 0001,1
457,Chuanbiao Wen,Jiajing Zhu,1
458,Chuanbiao Wen,Shangming Yang,1
459,Chuanbiao Wen,Shuangqing Zhai,1
460,Chuanbiao Wen,Yongguo Liu,1
461,Chuanbiao Wen,Zhang Yi 0001,1
462,Jiajing Zhu,Shangming Yang,1
463,Jiajing Zhu,Shuangqing Zhai,1
464,Jiajing Zhu,Yongguo Liu,1
465,Jiajing Zhu,Zhang Yi 0001,1
466,Shangming Yang,Shuangqing Zhai,1
467,Shangming Yang,Yongguo Liu,1
468,Shangming Yang,Zhang Yi 0001,1
469,Shuangqing Zhai,Yongguo Liu,1
470,Shuangqing Zhai,Zhang Yi 0001,1
471,Yongguo Liu,Zhang Yi 0001,1
472,Hongning Wang,Parikshit Sondhi,1
473,Hongning Wang,Renqin Cai,1
474,Hongning Wang,Xueying Bai,1
475,Hongning Wang,Yuling Shi,1
476,Hongning Wang,Zhenrui Wang,1
477,Parikshit Sondhi,Renqin Cai,1
478,Parikshit Sondhi,Xueying Bai,1
479,Parikshit Sondhi,Yuling Shi,1
480,Parikshit Sondhi,Zhenrui Wang,1
481,Renqin Cai,Xueying Bai,1
482,Renqin Cai,Yuling Shi,1
483,Renqin Cai,Zhenrui Wang,1
484,Xueying Bai,Yuling Shi,1
485,Xueying Bai,Zhenrui Wang,1
486,Yuling Shi,Zhenrui Wang,1
487,Di Wang,Jie Liu 0001,1
488,Di Wang,Julian J. McAuley,1
489,Di Wang,Mengting Wan,1
490,Di Wang,Paul Bennett,1
491,Jie Liu 0001,Julian J. McAuley,1
492,Jie Liu 0001,Mengting Wan,1
493,Jie Liu 0001,Paul Bennett,1
494,Julian J. McAuley,Mengting Wan,2
495,Julian J. McAuley,Paul Bennett,1
496,Mengting Wan,Paul Bennett,1
497,Ariel Raviv,Irena Grabovitch-Zuyev,1
498,Ariel Raviv,Noa Avigdor-Elgrabli,1
499,Ariel Raviv,Roei Gelbhart,1
500,Irena Grabovitch-Zuyev,Noa Avigdor-Elgrabli,1
501,Irena Grabovitch-Zuyev,Roei Gelbhart,1
502,Noa Avigdor-Elgrabli,Roei Gelbhart,1
503,Byungju Kim,Christos Faloutsos,1
504,Byungju Kim,Dongha Lee,1
505,Byungju Kim,Hwanjo Yu,1
506,Byungju Kim,Jinoh Oh,1
507,Christos Faloutsos,Dongha Lee,1
508,Christos Faloutsos,Hwanjo Yu,1
509,Christos Faloutsos,Jinoh Oh,1
510,Dongha Lee,Hwanjo Yu,1
511,Dongha Lee,Jinoh Oh,1
512,Hwanjo Yu,Jinoh Oh,1
513,Guoliang Li 0001,Jianhua Feng,1
514,Guoliang Li 0001,Kaiyu Li,1
515,Guoliang Li 0001,San Kim,1
516,Jianhua Feng,Kaiyu Li,1
517,Jianhua Feng,San Kim,1
518,Kaiyu Li,San Kim,1
519,Jialu Wang,Ruijie Wang 0004,1
520,Jialu Wang,Weinan Zhang 0001,1
521,Jialu Wang,Xinbing Wang,1
522,Jialu Wang,Ye Zhang,1
523,Jialu Wang,Yuchen Yan,1
524,Jialu Wang,Yuting Jia,1
525,Ruijie Wang 0004,Weinan Zhang 0001,1
526,Ruijie Wang 0004,Xinbing Wang,1
527,Ruijie Wang 0004,Ye Zhang,1
528,Ruijie Wang 0004,Yuchen Yan,1
529,Ruijie Wang 0004,Yuting Jia,1
530,Weinan Zhang 0001,Xinbing Wang,1
531,Weinan Zhang 0001,Ye Zhang,1
532,Weinan Zhang 0001,Yuchen Yan,1
533,Weinan Zhang 0001,Yuting Jia,1
534,Xinbing Wang,Ye Zhang,1
535,Xinbing Wang,Yuchen Yan,1
536,Xinbing Wang,Yuting Jia,1
537,Ye Zhang,Yuchen Yan,1
538,Ye Zhang,Yuting Jia,1
539,Yuchen Yan,Yuting Jia,1
540,Jyun-Yu Jiang,Wei Wang 0010,1
541,Adit Krishnan,Ashish Sharma,2
542,Adit Krishnan,Hari Sundaram,2
543,Ashish Sharma,Hari Sundaram,2
544,Alfan Farizki Wicaksono,Alistair Moffat,1
545,Atsushi Otsuka,Hisako Asano,1
546,Atsushi Otsuka,Itsumi Saito,1
547,Atsushi Otsuka,Junji Tomita,1
548,Atsushi Otsuka,Kyosuke Nishida,1
549,Hisako Asano,Itsumi Saito,1
550,Hisako Asano,Junji Tomita,1
551,Hisako Asano,Kyosuke Nishida,1
552,Itsumi Saito,Junji Tomita,1
553,Itsumi Saito,Kyosuke Nishida,1
554,Junji Tomita,Kyosuke Nishida,1
555,Darío Garigliotti,Krisztian Balog,1
556,Chuhan Wu,Fangzhao Wu,2
557,Chuhan Wu,Junxin Liu,2
558,Fangzhao Wu,Junxin Liu,2
559,Alan Medlar,Dorota Glowacka,1
560,Chia-An Yu,Ching-Lun Tai,1
561,Chia-An Yu,Tak-Shing Chan,1
562,Chia-An Yu,Yi-Hsuan Yang,1
563,Ching-Lun Tai,Tak-Shing Chan,1
564,Ching-Lun Tai,Yi-Hsuan Yang,1
565,Tak-Shing Chan,Yi-Hsuan Yang,1
566,Danai Koutra,Haoming Shen,1
567,Danai Koutra,Mark Heimann,1
568,Danai Koutra,Tara Safavi,2
569,Haoming Shen,Mark Heimann,1
570,Haoming Shen,Tara Safavi,1
571,Mark Heimann,Tara Safavi,1
572,Bikram Sengupta,Peter Foltz,1
573,Bikram Sengupta,Renuka Sindhgatta,1
574,Bikram Sengupta,Smit Marvaniya,1
575,Bikram Sengupta,Swarnadeep Saha,1
576,Bikram Sengupta,Tejas I. Dhamecha,1
577,Peter Foltz,Renuka Sindhgatta,1
578,Peter Foltz,Smit Marvaniya,1
579,Peter Foltz,Swarnadeep Saha,1
580,Peter Foltz,Tejas I. Dhamecha,1
581,Renuka Sindhgatta,Smit Marvaniya,1
582,Renuka Sindhgatta,Swarnadeep Saha,1
583,Renuka Sindhgatta,Tejas I. Dhamecha,1
584,Smit Marvaniya,Swarnadeep Saha,1
585,Smit Marvaniya,Tejas I. Dhamecha,1
586,Swarnadeep Saha,Tejas I. Dhamecha,1
587,Caitlin Kuhlman,Diana Doherty,1
588,Caitlin Kuhlman,Elke A. Rundensteiner,1
589,Caitlin Kuhlman,Goutham Deva,1
590,Caitlin Kuhlman,Lane Harrison,1
591,Caitlin Kuhlman,Malika Nurbekova,1
592,Caitlin Kuhlman,MaryAnn Van Valkenburg,1
593,Caitlin Kuhlman,Zarni Phyo,1
594,Diana Doherty,Elke A. Rundensteiner,1
595,Diana Doherty,Goutham Deva,1
596,Diana Doherty,Lane Harrison,1
597,Diana Doherty,Malika Nurbekova,1
598,Diana Doherty,MaryAnn Van Valkenburg,1
599,Diana Doherty,Zarni Phyo,1
600,Elke A. Rundensteiner,Goutham Deva,1
601,Elke A. Rundensteiner,Lane Harrison,2
602,Elke A. Rundensteiner,Malika Nurbekova,1
