,From,To,Weight
8935,Renaud Rwemalika,Yves Le Traon,1
8936,Salah Ghamizi,Tegawendé F. Bissyandé,1
8937,Salah Ghamizi,Yves Le Traon,1
8938,Tegawendé F. Bissyandé,Yves Le Traon,1
8939,Fenglong Ma,Hongyan Bao,1
8940,Fenglong Ma,Jin Li,1
8941,Fenglong Ma,Xiangliang Zhang 0001,1
8942,Fenglong Ma,Yufei Han,1
8943,Fenglong Ma,Yun Shen,1
8944,Fenglong Ma,Yutong Wang,1
8945,Hongyan Bao,Jin Li,1
8946,Hongyan Bao,Xiangliang Zhang 0001,1
8947,Hongyan Bao,Yufei Han,1
8948,Hongyan Bao,Yun Shen,1
8949,Hongyan Bao,Yutong Wang,1
8950,Jin Li,Xiangliang Zhang 0001,1
8951,Jin Li,Yufei Han,1
8952,Jin Li,Yun Shen,1
8953,Jin Li,Yutong Wang,1
8954,Xiangliang Zhang 0001,Yufei Han,1
8955,Xiangliang Zhang 0001,Yun Shen,1
8956,Xiangliang Zhang 0001,Yutong Wang,1
8957,Yufei Han,Yun Shen,1
8958,Yufei Han,Yutong Wang,1
8959,Yun Shen,Yutong Wang,1
8960,Dheevatsa Mudigere,Hao-Jun Michael Shi,1
8961,Dheevatsa Mudigere,Jiyan Yang,1
8962,Dheevatsa Mudigere,Maxim Naumov,2
8963,Hao-Jun Michael Shi,Jiyan Yang,1
8964,Hao-Jun Michael Shi,Maxim Naumov,1
8965,Jiyan Yang,Maxim Naumov,1
8966,A. B. Siddique,Samet Oymak,1
8967,A. B. Siddique,Vagelis Hristidis,2
8968,Samet Oymak,Vagelis Hristidis,1
8969,Hongning Wang,Huazheng Wang,1
8970,Hongning Wang,Qingyun Wu,1
8971,Huazheng Wang,Qingyun Wu,1
8972,Alexander J. Smola,Jiarui Jin,1
8973,Alexander J. Smola,Jiarui Qin,1
8974,Alexander J. Smola,Kounianhua Du,1
8975,Alexander J. Smola,Weinan Zhang 0001,1
8976,Alexander J. Smola,Yong Yu 0001,1
8977,Alexander J. Smola,Yuchen Fang,1
8978,Alexander J. Smola,Zheng Zhang 0001,1
8979,Jiarui Jin,Jiarui Qin,1
8980,Jiarui Jin,Kounianhua Du,1
8981,Jiarui Jin,Weinan Zhang 0001,1
8982,Jiarui Jin,Yong Yu 0001,1
8983,Jiarui Jin,Yuchen Fang,1
8984,Jiarui Jin,Zheng Zhang 0001,1
8985,Jiarui Qin,Kounianhua Du,1
8986,Jiarui Qin,Weinan Zhang 0001,1
8987,Jiarui Qin,Yong Yu 0001,1
8988,Jiarui Qin,Yuchen Fang,1
8989,Jiarui Qin,Zheng Zhang 0001,1
8990,Kounianhua Du,Weinan Zhang 0001,1
8991,Kounianhua Du,Yong Yu 0001,1
8992,Kounianhua Du,Yuchen Fang,1
8993,Kounianhua Du,Zheng Zhang 0001,1
8994,Weinan Zhang 0001,Yuchen Fang,1
8995,Weinan Zhang 0001,Zheng Zhang 0001,1
8996,Yong Yu 0001,Yuchen Fang,1
8997,Yong Yu 0001,Zheng Zhang 0001,1
8998,Yuchen Fang,Zheng Zhang 0001,1
8999,Guixiang Ma,Philip S. Yu,1
9000,Guixiang Ma,Sihong Xie,1
9001,Guixiang Ma,Yingtong Dou,1
9002,Philip S. Yu,Sihong Xie,1
9003,Sihong Xie,Yingtong Dou,1
9004,Alex Fabrikant,Andrew Tomkins,1
9005,Alex Fabrikant,Fangzhou Xu,1
9006,Alex Fabrikant,James Cook,1
9007,Alex Fabrikant,Richard Barnes,1
9008,Alex Fabrikant,Senaka Buthpitiya,1
9009,Andrew Tomkins,Fangzhou Xu,1
9010,Andrew Tomkins,James Cook,1
9011,Andrew Tomkins,Richard Barnes,1
9012,Andrew Tomkins,Senaka Buthpitiya,1
9013,Fangzhou Xu,James Cook,1
9014,Fangzhou Xu,Richard Barnes,1
9015,Fangzhou Xu,Senaka Buthpitiya,1
9016,James Cook,Richard Barnes,1
9017,James Cook,Senaka Buthpitiya,1
9018,Richard Barnes,Senaka Buthpitiya,1
9019,Guy Francoeur,Petko Valtchev,1
9020,Guy Francoeur,Tomas Martin,1
9021,Petko Valtchev,Tomas Martin,1
9022,Colin Lockard,Hannaneh Hajishirzi,1
9023,Colin Lockard,Prashant Shiralkar,1
9024,Colin Lockard,Xin Luna Dong,1
9025,Hannaneh Hajishirzi,Prashant Shiralkar,1
9026,Hannaneh Hajishirzi,Xin Luna Dong,1
9027,Prashant Shiralkar,Xin Luna Dong,1
9028,Han Xu,Jiliang Tang,1
9029,Han Xu,Wei Jin,1
9030,Han Xu,Yaxin Li,1
9031,Jiliang Tang,Yaxin Li,1
9032,Wei Jin,Yaxin Li,1
9033,Daniel Zügner,Stephan Günnemann,1
9034,Ganzhao Yuan,Li Shen,1
9035,Ganzhao Yuan,Wei-Shi Zheng,1
9036,Li Shen,Wei-Shi Zheng,1
9037,Ana Sofia Gomes,Bernardo Branco,1
9038,Ana Sofia Gomes,João Tiago Ascensão,1
9039,Ana Sofia Gomes,Mariana S. C. Almeida,1
9040,Ana Sofia Gomes,Pedro Abreu,1
9041,Ana Sofia Gomes,Pedro Bizarro,1
9042,Bernardo Branco,João Tiago Ascensão,1
9043,Bernardo Branco,Mariana S. C. Almeida,1
9044,Bernardo Branco,Pedro Abreu,1
9045,Bernardo Branco,Pedro Bizarro,1
9046,João Tiago Ascensão,Mariana S. C. Almeida,1
9047,João Tiago Ascensão,Pedro Abreu,1
9048,João Tiago Ascensão,Pedro Bizarro,1
9049,Mariana S. C. Almeida,Pedro Abreu,1
9050,Mariana S. C. Almeida,Pedro Bizarro,1
9051,Pedro Abreu,Pedro Bizarro,1
9052,Burkay Gur,Catalin Tiseanu,1
9053,Burkay Gur,Michael Li,1
9054,Catalin Tiseanu,Michael Li,1
9055,Jian Luan,Tao Qin,1
9056,Jian Luan,Tie-Yan Liu,1
9057,Jian Luan,Xu Tan 0003,1
9058,Jian Luan,Yi Ren 0006,1
9059,Jian Luan,Zhou Zhao,1
9060,Tao Qin,Tie-Yan Liu,2
9061,Tao Qin,Xu Tan 0003,2
9062,Tao Qin,Yi Ren 0006,2
9063,Tao Qin,Zhou Zhao,1
9064,Tie-Yan Liu,Xu Tan 0003,2
9065,Tie-Yan Liu,Yi Ren 0006,2
9066,Tie-Yan Liu,Zhou Zhao,1
9067,Xu Tan 0003,Yi Ren 0006,2
9068,Xu Tan 0003,Zhou Zhao,1
9069,Yi Ren 0006,Zhou Zhao,1
9070,David Kaltenpoth,Jilles Vreeken,1
9071,David Kaltenpoth,Mario Boley,1
9072,David Kaltenpoth,Panagiotis Mandros,1
9073,Jilles Vreeken,Mario Boley,1
9074,Jilles Vreeken,Panagiotis Mandros,2
9075,Mario Boley,Panagiotis Mandros,1
9076,Hanzhi Wang,Junhao Gan,1
9077,Hanzhi Wang,Sibo Wang 0001,1
9078,Hanzhi Wang,Zengfeng Huang,1
9079,Hanzhi Wang,Zhewei Wei,1
9080,Junhao Gan,Sibo Wang 0001,1
9081,Junhao Gan,Zengfeng Huang,1
9082,Junhao Gan,Zhewei Wei,1
9083,Sibo Wang 0001,Zengfeng Huang,1
9084,Sibo Wang 0001,Zhewei Wei,1
9085,Zengfeng Huang,Zhewei Wei,1
9086,Reza Zafarani,Shengmin Jin,2
9087,Feng Yan 0001,Hai Li 0001,1
9088,Feng Yan 0001,Wei Wen,1
9089,Feng Yan 0001,Yiran Chen,1
9090,Hai Li 0001,Wei Wen,1
9091,Hai Li 0001,Yiran Chen,1
9092,Wei Wen,Yiran Chen,1
9093,Haicang Zhou,Shengzhong Zhang,1
9094,Haicang Zhou,Zengfeng Huang,1
9095,Haicang Zhou,Ziang Zhou,1
9096,Shengzhong Zhang,Zengfeng Huang,1
9097,Shengzhong Zhang,Ziang Zhou,1
9098,Zengfeng Huang,Ziang Zhou,1
9099,Jingbo Shang,Meng Jiang 0001,1
9100,Dongwon Lee,Fenglong Ma,1
9101,Dongwon Lee,Haeseung Seo,1
9102,Dongwon Lee,Limeng Cui,1
9103,Dongwon Lee,Maryam Tabar,1
9104,Dongwon Lee,Suhang Wang,1
9105,Fenglong Ma,Haeseung Seo,1
9106,Fenglong Ma,Limeng Cui,1
9107,Fenglong Ma,Maryam Tabar,1
9108,Fenglong Ma,Suhang Wang,1
9109,Haeseung Seo,Limeng Cui,1
9110,Haeseung Seo,Maryam Tabar,1
9111,Haeseung Seo,Suhang Wang,1
9112,Limeng Cui,Maryam Tabar,1
9113,Limeng Cui,Suhang Wang,1
9114,Maryam Tabar,Suhang Wang,1
9115,Nguyen Lu Dang Khoa,Raghavendra Chalapathy,1
9116,Nguyen Lu Dang Khoa,Sanjay Chawla,1
9117,Raghavendra Chalapathy,Sanjay Chawla,1
9118,Christopher R. King,Michael Avidan,1
9119,Christopher R. King,Muhan Zhang,1
9120,Christopher R. King,Yixin Chen,1
9121,Michael Avidan,Muhan Zhang,1
9122,Michael Avidan,Yixin Chen,1
9123,Muhan Zhang,Yixin Chen,1
9124,Miro Enev,Rachel Hu,1
9125,Miro Enev,Wenming Ye,1
9126,Rachel Hu,Wenming Ye,1
9127,Ashkan Aazami,Binlong Li,1
9128,Ashkan Aazami,Ebrahim Beyrami,1
9129,Ashkan Aazami,Jamie Pool,1
9130,Ashkan Aazami,Jayant Gupchup,1
9131,Ashkan Aazami,Jeff Rowland,1
9132,Ashkan Aazami,Johannes Gehrke,1
9133,Ashkan Aazami,Pritesh Kanani,1
9134,Ashkan Aazami,Ross Cutler,1
9135,Ashkan Aazami,Vishak Gopal,1
9136,Binlong Li,Ebrahim Beyrami,1
9137,Binlong Li,Jamie Pool,1
9138,Binlong Li,Jayant Gupchup,1
9139,Binlong Li,Jeff Rowland,1
9140,Binlong Li,Johannes Gehrke,1
9141,Binlong Li,Pritesh Kanani,1
9142,Binlong Li,Ross Cutler,1
9143,Binlong Li,Vishak Gopal,1
9144,Ebrahim Beyrami,Jamie Pool,1
9145,Ebrahim Beyrami,Jayant Gupchup,1
9146,Ebrahim Beyrami,Jeff Rowland,1
9147,Ebrahim Beyrami,Johannes Gehrke,1
9148,Ebrahim Beyrami,Pritesh Kanani,1
9149,Ebrahim Beyrami,Ross Cutler,1
9150,Ebrahim Beyrami,Vishak Gopal,1
9151,Jamie Pool,Jayant Gupchup,1
9152,Jamie Pool,Jeff Rowland,1
9153,Jamie Pool,Johannes Gehrke,1
9154,Jamie Pool,Pritesh Kanani,1
9155,Jamie Pool,Ross Cutler,1
9156,Jamie Pool,Vishak Gopal,1
9157,Jayant Gupchup,Jeff Rowland,1
9158,Jayant Gupchup,Johannes Gehrke,1
9159,Jayant Gupchup,Pritesh Kanani,1
9160,Jayant Gupchup,Ross Cutler,1
9161,Jayant Gupchup,Vishak Gopal,1
9162,Jeff Rowland,Johannes Gehrke,1
9163,Jeff Rowland,Pritesh Kanani,1
9164,Jeff Rowland,Ross Cutler,1
9165,Jeff Rowland,Vishak Gopal,1
9166,Johannes Gehrke,Pritesh Kanani,1
9167,Johannes Gehrke,Ross Cutler,1
9168,Johannes Gehrke,Vishak Gopal,1
9169,Pritesh Kanani,Ross Cutler,1
9170,Pritesh Kanani,Vishak Gopal,1
9171,Ross Cutler,Vishak Gopal,1
9172,Di Yin,Hongbo Deng,1
9173,Di Yin,Jiajun Chen,1
9174,Di Yin,Jiwei Tan,1
9175,Di Yin,Shujian Huang,1
9176,Di Yin,Zhe Zhang,1
9177,Hongbo Deng,Jiajun Chen,1
9178,Hongbo Deng,Jiwei Tan,1
9179,Hongbo Deng,Shujian Huang,1
9180,Hongbo Deng,Zhe Zhang,1
9181,Jiajun Chen,Jiwei Tan,1
9182,Jiajun Chen,Zhe Zhang,1
9183,Jiwei Tan,Shujian Huang,1
9184,Jiwei Tan,Zhe Zhang,1
9185,Shujian Huang,Zhe Zhang,1
9186,Donghyun Ahn,Hyunjoo Yang,1
9187,Donghyun Ahn,Jeasurk Yang,1
9188,Donghyun Ahn,Jihee Kim,1
9189,Donghyun Ahn,Meeyoung Cha,1
9190,Donghyun Ahn,Sangyoon Park,1
9191,Donghyun Ahn,Sungwon Han 0001,1
9192,Donghyun Ahn,Sungwon Park,1
9193,Donghyun Ahn,Susang Lee,1
9194,Hyunjoo Yang,Jeasurk Yang,1
9195,Hyunjoo Yang,Jihee Kim,1
9196,Hyunjoo Yang,Meeyoung Cha,1
9197,Hyunjoo Yang,Sangyoon Park,1
9198,Hyunjoo Yang,Sungwon Han 0001,1
9199,Hyunjoo Yang,Sungwon Park,1
9200,Hyunjoo Yang,Susang Lee,1
9201,Jeasurk Yang,Jihee Kim,1
9202,Jeasurk Yang,Meeyoung Cha,1
9203,Jeasurk Yang,Sangyoon Park,1
9204,Jeasurk Yang,Sungwon Han 0001,1
9205,Jeasurk Yang,Sungwon Park,1
9206,Jeasurk Yang,Susang Lee,1
9207,Jihee Kim,Meeyoung Cha,1
9208,Jihee Kim,Sangyoon Park,1
9209,Jihee Kim,Sungwon Han 0001,1
9210,Jihee Kim,Sungwon Park,1
9211,Jihee Kim,Susang Lee,1
9212,Meeyoung Cha,Sangyoon Park,1
9213,Meeyoung Cha,Sungwon Han 0001,2
9214,Meeyoung Cha,Sungwon Park,2
9215,Meeyoung Cha,Susang Lee,1
9216,Sangyoon Park,Sungwon Han 0001,1
9217,Sangyoon Park,Sungwon Park,1
9218,Sangyoon Park,Susang Lee,1
9219,Sungwon Han 0001,Sungwon Park,2
9220,Sungwon Han 0001,Susang Lee,1
9221,Sungwon Park,Susang Lee,1
9222,Andrey Kan,Chenwei Zhang,2
9223,Andrey Kan,Christos Faloutsos,3
9224,Andrey Kan,Jiawei Han 0001,2
9225,Andrey Kan,Tong Zhao,3
9226,Andrey Kan,Xin Luna Dong,3
9227,Andrey Kan,Yuning Mao,2
9228,Chenwei Zhang,Christos Faloutsos,2
9229,Chenwei Zhang,Jiawei Han 0001,2
9230,Chenwei Zhang,Tong Zhao,2
9231,Chenwei Zhang,Xin Luna Dong,2
9232,Chenwei Zhang,Yuning Mao,2
9233,Christos Faloutsos,Yuning Mao,2
9234,Jiawei Han 0001,Tong Zhao,2
9235,Tong Zhao,Yuning Mao,2
9236,Xin Luna Dong,Yuning Mao,2
9237,Jilles Vreeken,Jonas Fischer,1
9238,Andrew Zhai,Anqi Guo,1
9239,Andrew Zhai,Charles Rosenberg,2
9240,Andrew Zhai,Eileen Li,2
9241,Andrew Zhai,Eric Kim,2
9242,Andrew Zhai,Hao-Yu Wu,1
9243,Andrew Zhai,Kunlong Gu,2
9244,Andrew Zhai,Raymond Shiau,1
9245,Andrew Zhai,Yue Li Du,1
9246,Andrew Zhai,Zhiyuan Zhang,1
9247,Anqi Guo,Charles Rosenberg,1
9248,Anqi Guo,Eileen Li,1
9249,Anqi Guo,Eric Kim,1
9250,Anqi Guo,Hao-Yu Wu,1
9251,Anqi Guo,Kunlong Gu,1
9252,Anqi Guo,Raymond Shiau,1
9253,Anqi Guo,Yue Li Du,1
9254,Anqi Guo,Zhiyuan Zhang,1
9255,Charles Rosenberg,Eileen Li,1
9256,Charles Rosenberg,Eric Kim,1
9257,Charles Rosenberg,Hao-Yu Wu,1
9258,Charles Rosenberg,Kunlong Gu,1
9259,Charles Rosenberg,Raymond Shiau,1
9260,Charles Rosenberg,Yue Li Du,1
9261,Charles Rosenberg,Zhiyuan Zhang,1
9262,Eileen Li,Eric Kim,2
9263,Eileen Li,Hao-Yu Wu,1
9264,Eileen Li,Kunlong Gu,2
9265,Eileen Li,Raymond Shiau,1
9266,Eileen Li,Yue Li Du,1
9267,Eileen Li,Zhiyuan Zhang,1
9268,Eric Kim,Hao-Yu Wu,1
9269,Eric Kim,Kunlong Gu,2
9270,Eric Kim,Raymond Shiau,1
9271,Eric Kim,Yue Li Du,1
9272,Eric Kim,Zhiyuan Zhang,1
9273,Hao-Yu Wu,Kunlong Gu,1
9274,Hao-Yu Wu,Raymond Shiau,1
9275,Hao-Yu Wu,Yue Li Du,1
9276,Hao-Yu Wu,Zhiyuan Zhang,1
9277,Kunlong Gu,Raymond Shiau,1
9278,Kunlong Gu,Yue Li Du,1
9279,Kunlong Gu,Zhiyuan Zhang,1
9280,Raymond Shiau,Yue Li Du,1
9281,Raymond Shiau,Zhiyuan Zhang,1
9282,Yue Li Du,Zhiyuan Zhang,1
9283,Daheng Wang,Munira Syed,1
9284,Daheng Wang,Nitesh V. Chawla,1
9285,Daheng Wang,Oliver Conway,1
9286,Daheng Wang,Sriram Subramanian,1
9287,Daheng Wang,Vishal Juneja,1
9288,Meng Jiang 0001,Munira Syed,1
9289,Meng Jiang 0001,Oliver Conway,1
9290,Meng Jiang 0001,Sriram Subramanian,1
9291,Meng Jiang 0001,Vishal Juneja,1
9292,Munira Syed,Nitesh V. Chawla,1
9293,Munira Syed,Oliver Conway,1
9294,Munira Syed,Sriram Subramanian,1
9295,Munira Syed,Vishal Juneja,1
9296,Nitesh V. Chawla,Oliver Conway,1
9297,Nitesh V. Chawla,Sriram Subramanian,1
9298,Nitesh V. Chawla,Vishal Juneja,1
9299,Oliver Conway,Sriram Subramanian,1
9300,Oliver Conway,Vishal Juneja,1
9301,Sriram Subramanian,Vishal Juneja,1
9302,Cheng Yang 0002,Ganqu Cui,1
9303,Cheng Yang 0002,Jie Zhou 0024,1
9304,Cheng Yang 0002,Zhiyuan Liu 0001,1
9305,Ganqu Cui,Jie Zhou 0024,1
9306,Ganqu Cui,Zhiyuan Liu 0001,1
9307,Jie Zhou 0024,Zhiyuan Liu 0001,1
9308,Cyrus Cousins,Fabio Vandin,1
9309,Cyrus Cousins,Leonardo Pellegrina,1
9310,Cyrus Cousins,Matteo Riondato,1
9311,Fabio Vandin,Leonardo Pellegrina,1
9312,Fabio Vandin,Matteo Riondato,1
9313,Leonardo Pellegrina,Matteo Riondato,1
9314,Dong Li,Jing Gao,1
9315,Dong Li,Ruoming Jin,1
9316,Dong Li,Zhi Liu,1
9317,Jing Gao,Ruoming Jin,1
9318,Jing Gao,Zhi Liu,1
9319,Ruoming Jin,Zhi Liu,1
9320,Bin Gu,Victor S. Sheng,1
9321,Bin Gu,Wanli Shi,1
9322,Bin Gu,Xiang Li,2
9323,Victor S. Sheng,Wanli Shi,1
9324,Victor S. Sheng,Xiang Li,1
9325,Wanli Shi,Xiang Li,1
9326,Huimin Ren,Jun Luo 0007,1
9327,Huimin Ren,Menghai Pan,1
9328,Huimin Ren,Xun Zhou,1
9329,Huimin Ren,Yanhua Li,1
9330,Bryan Hooi,Kijung Shin,1
9331,Bryan Hooi,Manh Tuan Do,1
9332,Bryan Hooi,Se-eun Yoon,1
9333,Kijung Shin,Manh Tuan Do,1
9334,Manh Tuan Do,Se-eun Yoon,1
9335,Adam Henderson,Huan Liu 0001,1
9336,Adam Henderson,Liangjie Hong,1
9337,Adam Henderson,Ruocheng Guo,1
9338,Adam Henderson,Xiaoting Zhao,1
9339,Huan Liu 0001,Liangjie Hong,1
9340,Huan Liu 0001,Ruocheng Guo,1
9341,Huan Liu 0001,Xiaoting Zhao,1
9342,Liangjie Hong,Ruocheng Guo,1
9343,Liangjie Hong,Xiaoting Zhao,1
9344,Ruocheng Guo,Xiaoting Zhao,1
9345,Aidong Zhang,Liuyi Yao,1
9346,Aidong Zhang,Mengdi Huai,1
9347,Aidong Zhang,Renqin Cai,1
9348,Jianhui Sun,Liuyi Yao,1
9349,Jianhui Sun,Mengdi Huai,1
9350,Jianhui Sun,Renqin Cai,1
9351,Liuyi Yao,Mengdi Huai,1
9352,Liuyi Yao,Renqin Cai,1
9353,Mengdi Huai,Renqin Cai,1
9354,Hao Liu 0026,Huaibo Mei,1
9355,Hao Liu 0026,Xu Ma,1
9356,Hao Liu 0026,Yanjie Fu,1
9357,Hao Liu 0026,Ying Li,1
9358,Huaibo Mei,Hui Xiong 0001,1
9359,Huaibo Mei,Jingbo Zhou,1
9360,Huaibo Mei,Xu Ma,1
9361,Huaibo Mei,Yanjie Fu,1
9362,Huaibo Mei,Ying Li,1
9363,Hui Xiong 0001,Xu Ma,1
9364,Hui Xiong 0001,Yanjie Fu,1
9365,Hui Xiong 0001,Ying Li,1
9366,Jingbo Zhou,Xu Ma,1
9367,Jingbo Zhou,Yanjie Fu,1
9368,Jingbo Zhou,Ying Li,1
9369,Xu Ma,Yanjie Fu,1
9370,Xu Ma,Ying Li,1
9371,Yanjie Fu,Ying Li,1
9372,Jiayu Zhou,Liang Zhan,1
9373,Jiayu Zhou,Paul M. Thompson,1
9374,Jiayu Zhou,Qi Wang,1
9375,Liang Zhan,Paul M. Thompson,1
9376,Liang Zhan,Qi Wang,1
9377,Paul M. Thompson,Qi Wang,1
9378,Can Liu,Jiayu Tang,1
9379,Can Liu,Jinghua Feng,1
9380,Can Liu,Li Sun,1
9381,Can Liu,Qing He 0003,1
9382,Can Liu,Qiwei Zhong,1
9383,Can Liu,Wangli Lin,1
9384,Can Liu,Xiang Ao,1
9385,Jiayu Tang,Li Sun,1
9386,Jiayu Tang,Wangli Lin,1
9387,Jinghua Feng,Li Sun,1
9388,Jinghua Feng,Wangli Lin,1
9389,Li Sun,Qing He 0003,1
9390,Li Sun,Qiwei Zhong,1
9391,Li Sun,Wangli Lin,1
9392,Li Sun,Xiang Ao,1
9393,Qing He 0003,Wangli Lin,1
9394,Qiwei Zhong,Wangli Lin,1
9395,Wangli Lin,Xiang Ao,1
9396,Chengxi Zang,Fei Wang,3
9397,Ardavan Afshar,Chao Zhang 0014,1
9398,Ardavan Afshar,Jimeng Sun,1
9399,Ardavan Afshar,Joyce C. Ho,1
9400,Ardavan Afshar,Kejing Yin,1
9401,Ardavan Afshar,William K. Cheung,1
9402,Chao Zhang 0014,Jimeng Sun,2
9403,Chao Zhang 0014,Joyce C. Ho,1
9404,Chao Zhang 0014,Kejing Yin,1
9405,Chao Zhang 0014,William K. Cheung,1
9406,Jimeng Sun,Joyce C. Ho,1
9407,Jimeng Sun,Kejing Yin,1
9408,Jimeng Sun,William K. Cheung,1
9409,Joyce C. Ho,Kejing Yin,1
9410,Joyce C. Ho,William K. Cheung,1
9411,Kejing Yin,William K. Cheung,1
9412,Andreas Argyriou,Chieh-Han Wu,1
9413,Andreas Argyriou,Iris Shen,1
9414,Andreas Argyriou,Jianxun Lian,1
9415,Andreas Argyriou,Le Zhang,1
9416,Andreas Argyriou,Miguel González-Fierro,1
9417,Andreas Argyriou,Tao Wu,1
9418,Chieh-Han Wu,Iris Shen,1
9419,Chieh-Han Wu,Jianxun Lian,1
9420,Chieh-Han Wu,Le Zhang,1
9421,Chieh-Han Wu,Miguel González-Fierro,1
9422,Chieh-Han Wu,Tao Wu,1
9423,Iris Shen,Jianxun Lian,1
9424,Iris Shen,Le Zhang,1
9425,Iris Shen,Miguel González-Fierro,1
9426,Iris Shen,Tao Wu,1
9427,Jianxun Lian,Le Zhang,1
9428,Jianxun Lian,Miguel González-Fierro,1
9429,Jianxun Lian,Tao Wu,1
9430,Le Zhang,Miguel González-Fierro,1
9431,Le Zhang,Tao Wu,1
9432,Miguel González-Fierro,Tao Wu,1
9433,Jack Xin,Jiancheng Lyu,1
9434,Jack Xin,Shuai Zhang 0009,1
9435,Jack Xin,Yingyong Qi,1
9436,Jiancheng Lyu,Shuai Zhang 0009,1
9437,Jiancheng Lyu,Yingyong Qi,1
9438,Shuai Zhang 0009,Yingyong Qi,1
9439,Jing Gao,Liuyi Yao,1
9440,Jing Gao,Peng Cui 0001,1
9441,Jing Gao,Sheng Li 0001,1
9442,Jing Gao,Yaliang Li,1
9443,Jing Gao,Zheyan Shen,1
9444,Jing Gao,Zhixuan Chu,1
9445,Liuyi Yao,Peng Cui 0001,1
9446,Liuyi Yao,Sheng Li 0001,1
9447,Liuyi Yao,Yaliang Li,1
9448,Liuyi Yao,Zheyan Shen,1
9449,Liuyi Yao,Zhixuan Chu,1
9450,Peng Cui 0001,Sheng Li 0001,1
9451,Peng Cui 0001,Yaliang Li,1
9452,Peng Cui 0001,Zheyan Shen,3
9453,Peng Cui 0001,Zhixuan Chu,1
9454,Sheng Li 0001,Yaliang Li,1
9455,Sheng Li 0001,Zheyan Shen,1
9456,Yaliang Li,Zheyan Shen,1
9457,Yaliang Li,Zhixuan Chu,1
9458,Zheyan Shen,Zhixuan Chu,1
9459,Hang Lei,Longjun Cai,1
9460,Hang Lei,Yin Zhao,1
9461,Longjun Cai,Yin Zhao,1
9462,Chunyan Miao,Ke Wang,1
9463,Chunyan Miao,Yue Wang,1
9464,Ke Wang,Yue Wang,1
9465,Chang Zhou,Hongxia Yang,3
9466,Chang Zhou,Jianxin Ma,1
9467,Chang Zhou,Peng Cui 0001,1
9468,Chang Zhou,Wenwu Zhu 0001,1
9469,Chang Zhou,Xin Wang 0019,1
9470,Hongxia Yang,Jianxin Ma,2
9471,Hongxia Yang,Peng Cui 0001,2
9472,Hongxia Yang,Wenwu Zhu 0001,1
9473,Hongxia Yang,Xin Wang 0019,1
9474,Jianxin Ma,Peng Cui 0001,2
9475,Jianxin Ma,Wenwu Zhu 0001,1
9476,Jianxin Ma,Xin Wang 0019,1
9477,Peng Cui 0001,Wenwu Zhu 0001,1
9478,Peng Cui 0001,Xin Wang 0019,1
9479,Wenwu Zhu 0001,Xin Wang 0019,1
9480,Andreas Grammenos,Apinan Hasthanasombat,1
9481,Andreas Grammenos,Cecilia Mascolo,1
9482,Andreas Grammenos,Chloë Brown,1
9483,Andreas Grammenos,Dimitris Spathis,1
9484,Andreas Grammenos,Jagmohan Chauhan,1
9485,Andreas Grammenos,Jing Han,1
9486,Andreas Grammenos,Pietro Cicuta,1
9487,Andreas Grammenos,Tong Xia,1
9488,Apinan Hasthanasombat,Cecilia Mascolo,1
9489,Apinan Hasthanasombat,Chloë Brown,1
9490,Apinan Hasthanasombat,Dimitris Spathis,1
9491,Apinan Hasthanasombat,Jagmohan Chauhan,1
9492,Apinan Hasthanasombat,Jing Han,1
9493,Apinan Hasthanasombat,Pietro Cicuta,1
9494,Apinan Hasthanasombat,Tong Xia,1
9495,Cecilia Mascolo,Chloë Brown,1
9496,Cecilia Mascolo,Dimitris Spathis,1
9497,Cecilia Mascolo,Jagmohan Chauhan,1
9498,Cecilia Mascolo,Jing Han,1
9499,Cecilia Mascolo,Pietro Cicuta,1
9500,Cecilia Mascolo,Tong Xia,1
9501,Chloë Brown,Dimitris Spathis,1
9502,Chloë Brown,Jagmohan Chauhan,1
9503,Chloë Brown,Jing Han,1
9504,Chloë Brown,Pietro Cicuta,1
9505,Chloë Brown,Tong Xia,1
9506,Dimitris Spathis,Jagmohan Chauhan,1
9507,Dimitris Spathis,Jing Han,1
9508,Dimitris Spathis,Pietro Cicuta,1
9509,Dimitris Spathis,Tong Xia,1
9510,Jagmohan Chauhan,Jing Han,1
9511,Jagmohan Chauhan,Pietro Cicuta,1
9512,Jagmohan Chauhan,Tong Xia,1
9513,Jing Han,Pietro Cicuta,1
9514,Jing Han,Tong Xia,1
9515,Pietro Cicuta,Tong Xia,1
9516,Anton Zhernov,Dan A. Calian,1
9517,Anton Zhernov,Ivan Lobov,1
9518,Anton Zhernov,Krishnamurthy (Dj) Dvijotham,1
9519,Anton Zhernov,Michelle Gong,1
9520,Anton Zhernov,Natarajan Chandrashekar,1
9521,Anton Zhernov,Timothy A. Mann,1
9522,Dan A. Calian,Ivan Lobov,1
9523,Dan A. Calian,Krishnamurthy (Dj) Dvijotham,1
9524,Dan A. Calian,Michelle Gong,1
9525,Dan A. Calian,Natarajan Chandrashekar,1
9526,Dan A. Calian,Timothy A. Mann,1
9527,Ivan Lobov,Krishnamurthy (Dj) Dvijotham,1
9528,Ivan Lobov,Michelle Gong,1
9529,Ivan Lobov,Natarajan Chandrashekar,1
9530,Ivan Lobov,Timothy A. Mann,1
