,From,To,Weight
4675,Le Song,Yanming Fang,1
4676,Le Song,Yuan Qi 0001,1
4677,Shuang Li 0002,Xiaofu Chang,1
4678,Shuang Li 0002,Xuqin Liu,1
4679,Shuang Li 0002,Yanming Fang,1
4680,Shuang Li 0002,Yuan Qi 0001,1
4681,Xiaofu Chang,Xuqin Liu,1
4682,Xiaofu Chang,Yanming Fang,1
4683,Xiaofu Chang,Yuan Qi 0001,1
4684,Xuqin Liu,Yanming Fang,1
4685,Xuqin Liu,Yuan Qi 0001,1
4686,Hanxiong Chen,Jiaxin Mao,1
4687,Hanxiong Chen,Min Zhang,1
4688,Hanxiong Chen,Shaoyun Shi,1
4689,Hanxiong Chen,Weizhi Ma,1
4690,Hanxiong Chen,Yongfeng Zhang,1
4691,Jiaxin Mao,Min Zhang,1
4692,Jiaxin Mao,Shaoyun Shi,1
4693,Jiaxin Mao,Yongfeng Zhang,1
4694,Min Zhang,Shaoyun Shi,1
4695,Min Zhang,Weizhi Ma,1
4696,Min Zhang,Yongfeng Zhang,1
4697,Shaoyun Shi,Weizhi Ma,1
4698,Shaoyun Shi,Yongfeng Zhang,1
4699,Weizhi Ma,Yongfeng Zhang,1
4700,Fernando Benjamín Pérez Maurera,Lorenzo Saule,1
4701,Fernando Benjamín Pérez Maurera,Mario Scriminaci,1
4702,Fernando Benjamín Pérez Maurera,Maurizio Ferrari Dacrema,1
4703,Fernando Benjamín Pérez Maurera,Paolo Cremonesi,1
4704,Lorenzo Saule,Mario Scriminaci,1
4705,Lorenzo Saule,Maurizio Ferrari Dacrema,1
4706,Lorenzo Saule,Paolo Cremonesi,1
4707,Mario Scriminaci,Maurizio Ferrari Dacrema,1
4708,Mario Scriminaci,Paolo Cremonesi,1
4709,Long Sha,Pengyu Hong,1
4710,Long Sha,Tong Yang,1
4711,Pengyu Hong,Tong Yang,1
4712,Caihua Shan,Leong Hou U,1
4713,Caihua Shan,Nikos Mamoulis,1
4714,Caihua Shan,Reynold Cheng,1
4715,Leong Hou U,Nikos Mamoulis,1
4716,Leong Hou U,Reynold Cheng,1
4717,Nikos Mamoulis,Reynold Cheng,1
4718,Byron Choi,Grace Lai-Hung Wong,1
4719,Byron Choi,Guozhong Li,1
4720,Byron Choi,Kwok-Pan Chun,1
4721,Byron Choi,Shiwen Li,1
4722,Byron Choi,Sourav S. Bhowmick,1
4723,Grace Lai-Hung Wong,Guozhong Li,1
4724,Grace Lai-Hung Wong,Kwok-Pan Chun,1
4725,Grace Lai-Hung Wong,Shiwen Li,1
4726,Grace Lai-Hung Wong,Sourav S. Bhowmick,1
4727,Guozhong Li,Kwok-Pan Chun,1
4728,Guozhong Li,Shiwen Li,1
4729,Guozhong Li,Sourav S. Bhowmick,1
4730,Kwok-Pan Chun,Shiwen Li,1
4731,Kwok-Pan Chun,Sourav S. Bhowmick,1
4732,Shiwen Li,Sourav S. Bhowmick,1
4733,Alicia M. Sheill,Catherine Foley,1
4734,Alicia M. Sheill,Cogan Shimizu,1
4735,Alicia M. Sheill,Dean Rehberger,1
4736,Alicia M. Sheill,Duncan Tarr,1
4737,Alicia M. Sheill,Lu Zhou,1
4738,Alicia M. Sheill,Pascal Hitzler,1
4739,Alicia M. Sheill,Seila Gonzalez Estrecha,1
4740,Catherine Foley,Cogan Shimizu,1
4741,Catherine Foley,Dean Rehberger,1
4742,Catherine Foley,Duncan Tarr,1
4743,Catherine Foley,Lu Zhou,1
4744,Catherine Foley,Pascal Hitzler,1
4745,Catherine Foley,Seila Gonzalez Estrecha,1
4746,Cogan Shimizu,Dean Rehberger,1
4747,Cogan Shimizu,Duncan Tarr,1
4748,Cogan Shimizu,Lu Zhou,1
4749,Cogan Shimizu,Pascal Hitzler,1
4750,Cogan Shimizu,Seila Gonzalez Estrecha,1
4751,Dean Rehberger,Duncan Tarr,1
4752,Dean Rehberger,Lu Zhou,1
4753,Dean Rehberger,Pascal Hitzler,1
4754,Dean Rehberger,Seila Gonzalez Estrecha,1
4755,Duncan Tarr,Lu Zhou,1
4756,Duncan Tarr,Pascal Hitzler,1
4757,Duncan Tarr,Seila Gonzalez Estrecha,1
4758,Lu Zhou,Seila Gonzalez Estrecha,1
4759,Pascal Hitzler,Seila Gonzalez Estrecha,1
4760,Fei Cai,Fei Sun 0001,1
4761,Fei Cai,Pengjie Ren,1
4762,Fei Sun 0001,Maarten de Rijke,1
4763,Fei Sun 0001,Pengjie Ren,1
4764,Fei Sun 0001,Wanyu Chen,1
4765,Maarten de Rijke,Pengjie Ren,1
4766,Pengjie Ren,Wanyu Chen,1
4767,Bo Cheng 0001,Haina Tang,1
4768,Bo Cheng 0001,Hao Yang,1
4769,Bo Cheng 0001,Ruiqiang Liu,1
4770,Bo Cheng 0001,Shuai Zhao 0001,1
4771,Bo Cheng 0001,Taoyu Li,1
4772,Haina Tang,Hao Yang,1
4773,Haina Tang,Ruiqiang Liu,1
4774,Haina Tang,Shuai Zhao 0001,1
4775,Haina Tang,Taoyu Li,1
4776,Hao Yang,Ruiqiang Liu,1
4777,Hao Yang,Shuai Zhao 0001,1
4778,Hao Yang,Taoyu Li,1
4779,Ruiqiang Liu,Shuai Zhao 0001,1
4780,Ruiqiang Liu,Taoyu Li,1
4781,Shuai Zhao 0001,Taoyu Li,1
4782,Hanghang Tong,Si Zhang,4
4783,Bo Wang,Haocheng Wang,1
4784,Bo Wang,Hongyu Liu,1
4785,Bo Wang,Ruifang He,1
4786,Haocheng Wang,Hongyu Liu,1
4787,Haocheng Wang,Ruifang He,1
4788,Hongyu Liu,Ruifang He,1
4789,Jun Seok Lee,Sang-Wook Kim,1
4790,Jun Seok Lee,Won-Yong Shin,1
4791,Jun Seok Lee,Yoonsuk Kang,1
4792,Sang-Wook Kim,Won-Yong Shin,1
4793,Sang-Wook Kim,Yoonsuk Kang,1
4794,Won-Yong Shin,Yoonsuk Kang,1
4795,Chelsea J.-T. Ju,Jyun-Yu Jiang,1
4796,Chelsea J.-T. Ju,Wei Wang 0010,1
4797,Chelsea J.-T. Ju,Zeyu Li,1
4798,Jyun-Yu Jiang,Wei Wang 0010,4
4799,Jyun-Yu Jiang,Zeyu Li,1
4800,Wei Wang 0010,Zeyu Li,1
4801,Chuchen Deng,Daheng Wang,1
4802,Chuchen Deng,Kaifeng Yu,1
4803,Chuchen Deng,Meng Jiang 0001,1
4804,Chuchen Deng,Tianwen Jiang,1
4805,Chuchen Deng,Tong Zhao 0003,1
4806,Daheng Wang,Kaifeng Yu,1
4807,Daheng Wang,Meng Jiang 0001,2
4808,Daheng Wang,Tianwen Jiang,1
4809,Daheng Wang,Tong Zhao 0003,1
4810,Kaifeng Yu,Meng Jiang 0001,1
4811,Kaifeng Yu,Tianwen Jiang,1
4812,Kaifeng Yu,Tong Zhao 0003,1
4813,Meng Jiang 0001,Tianwen Jiang,1
4814,Meng Jiang 0001,Tong Zhao 0003,2
4815,Tianwen Jiang,Tong Zhao 0003,1
4816,Aoying Zhou,Dawei Cheng,1
4817,Aoying Zhou,Fangzhou Yang,1
4818,Aoying Zhou,Mengzhen Fan,1
4819,Aoying Zhou,Siqiang Luo,1
4820,Aoying Zhou,Weining Qian,1
4821,Aoying Zhou,Yifeng Luo,1
4822,Dawei Cheng,Fangzhou Yang,1
4823,Dawei Cheng,Mengzhen Fan,1
4824,Dawei Cheng,Siqiang Luo,1
4825,Dawei Cheng,Weining Qian,1
4826,Dawei Cheng,Yifeng Luo,1
4827,Fangzhou Yang,Mengzhen Fan,1
4828,Fangzhou Yang,Siqiang Luo,1
4829,Fangzhou Yang,Weining Qian,1
4830,Fangzhou Yang,Yifeng Luo,1
4831,Mengzhen Fan,Siqiang Luo,1
4832,Mengzhen Fan,Weining Qian,1
4833,Mengzhen Fan,Yifeng Luo,1
4834,Siqiang Luo,Weining Qian,1
4835,Siqiang Luo,Yifeng Luo,1
4836,Weining Qian,Yifeng Luo,1
4837,Dai Quoc Nguyen,Dat Quoc Nguyen,1
4838,Dai Quoc Nguyen,Dinh Phung,1
4839,Dai Quoc Nguyen,Tu Dinh Nguyen,1
4840,Dat Quoc Nguyen,Dinh Phung,1
4841,Dat Quoc Nguyen,Tu Dinh Nguyen,1
4842,Dinh Phung,Tu Dinh Nguyen,1
4843,Saad Aloteibi,Stephen Clark,1
4844,Michael N. Gubanov,Rituparna Khan,4
4845,Anastasia Giachanou,Paolo Rosso,1
4846,Jatin Mandav,Manjira Sinha,1
4847,Jatin Mandav,Tirthankar Dasgupta,1
4848,Manjira Sinha,Tirthankar Dasgupta,1
4849,Hongtai Cao,Kevin Chen-Chuan Chang,1
4850,Hongtai Cao,Matin Najafi,1
4851,Hongtai Cao,Reynold Cheng,1
4852,Hongtai Cao,Xiaodong Li 0009,1
4853,Hongtai Cao,Xiaolin Han,1
4854,Kevin Chen-Chuan Chang,Matin Najafi,1
4855,Kevin Chen-Chuan Chang,Reynold Cheng,1
4856,Kevin Chen-Chuan Chang,Xiaodong Li 0009,1
4857,Kevin Chen-Chuan Chang,Xiaolin Han,1
4858,Matin Najafi,Reynold Cheng,1
4859,Matin Najafi,Xiaodong Li 0009,1
4860,Matin Najafi,Xiaolin Han,1
4861,Reynold Cheng,Xiaodong Li 0009,1
4862,Reynold Cheng,Xiaolin Han,1
4863,Xiaodong Li 0009,Xiaolin Han,1
4864,Alexander Nus,Arnon Dagan,1
4865,Alexander Nus,Dafna Shahaf,1
4866,Alexander Nus,David Tsurel,1
4867,Alexander Nus,Ido Guy,1
4868,Alexander Nus,Michael Doron,1
4869,Arnon Dagan,Dafna Shahaf,1
4870,Arnon Dagan,David Tsurel,1
4871,Arnon Dagan,Ido Guy,1
4872,Arnon Dagan,Michael Doron,1
4873,Dafna Shahaf,David Tsurel,1
4874,Dafna Shahaf,Ido Guy,1
4875,Dafna Shahaf,Michael Doron,1
4876,David Tsurel,Ido Guy,1
4877,David Tsurel,Michael Doron,1
4878,Ido Guy,Michael Doron,1
4879,Hiroyuki Kitagawa,Komal Mariam,1
4880,Hiroyuki Kitagawa,Kyoung-Sook Kim,1
4881,Hiroyuki Kitagawa,Salman Ahmed Shaikh,1
4882,Komal Mariam,Kyoung-Sook Kim,1
4883,Komal Mariam,Salman Ahmed Shaikh,1
4884,Kyoung-Sook Kim,Salman Ahmed Shaikh,1
4885,Chenyi Zhuang,Guannan Zhang,2
4886,Chenyi Zhuang,Jinjie Gu,2
4887,Chenyi Zhuang,Xiao-Fan Niu,1
4888,Chenyi Zhuang,Yixiang Mu,1
4889,Chenyi Zhuang,Yize Tan,2
4890,Chenyi Zhuang,Zhining Liu 0001,2
4891,Guannan Zhang,Jinjie Gu,2
4892,Guannan Zhang,Xiao-Fan Niu,1
4893,Guannan Zhang,Yixiang Mu,1
4894,Guannan Zhang,Yize Tan,2
4895,Guannan Zhang,Zhining Liu 0001,2
4896,Jinjie Gu,Xiao-Fan Niu,1
4897,Jinjie Gu,Yixiang Mu,1
4898,Jinjie Gu,Yize Tan,2
4899,Jinjie Gu,Zhining Liu 0001,2
4900,Xiao-Fan Niu,Yixiang Mu,1
4901,Xiao-Fan Niu,Yize Tan,1
4902,Xiao-Fan Niu,Zhining Liu 0001,1
4903,Yixiang Mu,Yize Tan,1
4904,Yixiang Mu,Zhining Liu 0001,1
4905,Yize Tan,Zhining Liu 0001,2
4906,Mohit Wadhwa,Ramanujam Madhavan,1
4907,Chang Gao,Chengjie Sun,1
4908,Chang Gao,Lei Lin 0001,1
4909,Chang Gao,Lili Shan,1
4910,Chang Gao,Mingjiang Wang,1
4911,Chengjie Sun,Lei Lin 0001,1
4912,Chengjie Sun,Lili Shan,1
4913,Chengjie Sun,Mingjiang Wang,1
4914,Lei Lin 0001,Lili Shan,1
4915,Lei Lin 0001,Mingjiang Wang,1
4916,Lili Shan,Mingjiang Wang,1
4917,Pengfei Wei,Tze-Yun Leong,1
4918,Pengfei Wei,Yiping Ke,1
4919,Pengfei Wei,Zhiqiang Xu,1
4920,Tze-Yun Leong,Yiping Ke,1
4921,Tze-Yun Leong,Zhiqiang Xu,1
4922,Yiping Ke,Zhiqiang Xu,1
4923,Jiafeng Guo,Ruqing Zhang,2
4924,Jiafeng Guo,Yixing Fan,2
4925,Ruqing Zhang,Xueqi Cheng,2
4926,Ruqing Zhang,Yanyan Lan,2
4927,Ruqing Zhang,Yixing Fan,2
4928,Xueqi Cheng,Yixing Fan,2
4929,Yanyan Lan,Yixing Fan,2
4930,Bo Chen,Dong Wang,1
4931,Bo Chen,Ruiming Tang,1
4932,Bo Chen,Wei Guo,1
4933,Bo Chen,Xin Xin,1
4934,Bo Chen,Xiuqiang He,1
4935,Bo Chen,Yue Ding,1
4936,Dong Wang,Ruiming Tang,1
4937,Dong Wang,Wei Guo,1
4938,Dong Wang,Xin Xin,1
4939,Dong Wang,Xiuqiang He,1
4940,Dong Wang,Yue Ding,1
4941,Ruiming Tang,Xin Xin,1
4942,Ruiming Tang,Yue Ding,1
4943,Wei Guo,Xin Xin,1
4944,Wei Guo,Xiuqiang He,2
4945,Wei Guo,Yue Ding,1
4946,Xin Xin,Xiuqiang He,1
4947,Xin Xin,Yue Ding,1
4948,Xiuqiang He,Yue Ding,1
4949,Dakshak Keerthi Chandra,Jennifer Leopold,1
4950,Dakshak Keerthi Chandra,Pengyang Wang,1
4951,Dakshak Keerthi Chandra,Yanjie Fu,1
4952,Jennifer Leopold,Pengyang Wang,1
4953,Jennifer Leopold,Yanjie Fu,1
4954,Pengyang Wang,Yanjie Fu,3
4955,Falk Scholer,Valeria Bolotova,1
4956,Falk Scholer,Vladislav Blinov,1
4957,Falk Scholer,Yukun Zheng,1
4958,Mark Sanderson,Valeria Bolotova,1
4959,Mark Sanderson,Vladislav Blinov,1
4960,Mark Sanderson,Yukun Zheng,1
4961,Valeria Bolotova,Vladislav Blinov,1
4962,Valeria Bolotova,W. Bruce Croft,1
4963,Valeria Bolotova,Yukun Zheng,1
4964,Vladislav Blinov,W. Bruce Croft,1
4965,Vladislav Blinov,Yukun Zheng,1
4966,W. Bruce Croft,Yukun Zheng,1
4967,Cong Xu,Jianliang Gao,1
4968,Cong Xu,Jianxin Wang,1
4969,Cong Xu,Xiaoting Ying,1
4970,Cong Xu,Zhao Li,1
4971,Jianliang Gao,Jianxin Wang,1
4972,Jianliang Gao,Xiaoting Ying,1
4973,Jianliang Gao,Zhao Li,1
4974,Jianxin Wang,Xiaoting Ying,1
4975,Jianxin Wang,Zhao Li,1
4976,Xiaoting Ying,Zhao Li,1
4977,Amir Krause,Sara Cohen,1
4978,Jiayue Zhang,Jun Guo 0002,1
4979,Jiayue Zhang,Weiran Xu,1
4980,Jiayue Zhang,Yansong Liu,1
4981,Jiayue Zhang,Yuanyuan Qi,1
4982,Jun Guo 0002,Weiran Xu,1
4983,Jun Guo 0002,Yansong Liu,1
4984,Jun Guo 0002,Yuanyuan Qi,1
4985,Weiran Xu,Yansong Liu,1
4986,Weiran Xu,Yuanyuan Qi,1
4987,Yansong Liu,Yuanyuan Qi,1
4988,Kyuseok Shim,Woohwan Jung,1
4989,Deepak P 0001,Joemon M. Jose,1
4990,Deepak P 0001,Sanil V,1
4991,Joemon M. Jose,Sanil V,1
4992,Jiafeng Guo,Lixin Su,1
4993,Lixin Su,Ruqing Zhang,1
4994,Lixin Su,Xueqi Cheng,1
4995,Lixin Su,Yanyan Lan,1
4996,Lixin Su,Yixing Fan,1
4997,Hao Wang,Luwei Yang,1
4998,Hao Wang,Wen Jiang,1
4999,Hao Wang,Yi Hu,1
5000,Hao Wang,Yi Wei,1
5001,Hao Wang,Zhibo Xiao,1
5002,Luwei Yang,Wen Jiang,1
5003,Luwei Yang,Yi Hu,1
5004,Luwei Yang,Yi Wei,1
5005,Luwei Yang,Zhibo Xiao,1
5006,Wen Jiang,Yi Hu,1
5007,Wen Jiang,Yi Wei,1
5008,Wen Jiang,Zhibo Xiao,1
5009,Yi Hu,Yi Wei,1
5010,Yi Hu,Zhibo Xiao,1
5011,Yi Wei,Zhibo Xiao,1
5012,Gong Cheng 0001,Jun Wang,1
5013,Gong Cheng 0001,Kalpa Gunaratna,1
5014,Jun Wang,Kalpa Gunaratna,1
5015,Guanyi Mou,Kyumin Lee,1
5016,Guanyi Mou,Pengyi Ye,1
5017,Kyumin Lee,Pengyi Ye,1
5018,Craig MacDonald,Iadh Ounis,1
5019,Craig MacDonald,Xi Wang 0012,1
5020,Iadh Ounis,Xi Wang 0012,1
5021,Carlos R. Rivero,Iti Bansal,1
5022,Carlos R. Rivero,Sudhanshu Tiwari,1
5023,Iti Bansal,Sudhanshu Tiwari,1
5024,Harald Sack,Heiko Paulheim,1
5025,Harald Sack,Mehwish Alam,1
5026,Harald Sack,Pascal Hitzler,1
5027,Harald Sack,Paul Groth,1
5028,Harald Sack,Volker Tresp,1
5029,Heiko Paulheim,Mehwish Alam,1
5030,Heiko Paulheim,Pascal Hitzler,1
5031,Heiko Paulheim,Paul Groth,1
5032,Heiko Paulheim,Volker Tresp,1
5033,Mehwish Alam,Pascal Hitzler,1
5034,Mehwish Alam,Paul Groth,1
5035,Mehwish Alam,Volker Tresp,1
5036,Pascal Hitzler,Paul Groth,1
5037,Pascal Hitzler,Volker Tresp,1
5038,Paul Groth,Volker Tresp,1
5039,Jinhe Shi,Yi Chen 0001,2
5040,Chenghan Huang,Lili Wang,1
5041,Chenghan Huang,Soroush Vosoughi,1
5042,Chenghan Huang,Ying Lu,1
5043,Lili Wang,Soroush Vosoughi,1
5044,Lili Wang,Ying Lu,1
5045,Soroush Vosoughi,Ying Lu,1
5046,Evangelos Kanoulas,Jie Zou,1
5047,Evangelos Kanoulas,Yiqun Liu 0001,1
5048,Jie Zou,Yiqun Liu 0001,1
5049,Albert No,Hojung Nam,1
5050,Albert No,Hyojung Paik,1
5051,Albert No,Mark Stevenson,1
5052,Albert No,Sunyong Yoo,1
5053,Hojung Nam,Hyojung Paik,1
5054,Hojung Nam,Mark Stevenson,1
5055,Hojung Nam,Sunyong Yoo,1
5056,Hyojung Paik,Mark Stevenson,1
5057,Hyojung Paik,Sunyong Yoo,1
5058,Mark Stevenson,Sunyong Yoo,1
5059,Baode Fan,Peng Song 0002,1
5060,Chao Huang,Peng Song 0002,1
5061,Junyu Dong,Peng Song 0002,1
5062,Peng Song 0002,Yanwei Yu,1
5063,Peng Song 0002,Zhijun Liu,1
5064,Jieming Zhu,Jincai Lai,1
5065,Jieming Zhu,Jinyang Liu,1
5066,Jieming Zhu,Liang Chen,1
5067,Jieming Zhu,Weiqi Li,1
5068,Jieming Zhu,Xiuqiang He,1
5069,Jieming Zhu,Zibin Zheng,1
5070,Jincai Lai,Jinyang Liu,1
5071,Jincai Lai,Liang Chen,1
5072,Jincai Lai,Weiqi Li,1
5073,Jincai Lai,Xiuqiang He,2
5074,Jincai Lai,Zibin Zheng,1
5075,Jinyang Liu,Liang Chen,1
5076,Jinyang Liu,Weiqi Li,1
5077,Jinyang Liu,Xiuqiang He,1
5078,Jinyang Liu,Zibin Zheng,1
5079,Liang Chen,Weiqi Li,1
5080,Liang Chen,Xiuqiang He,1
5081,Liang Chen,Zibin Zheng,1
5082,Weiqi Li,Xiuqiang He,1
5083,Weiqi Li,Zibin Zheng,1
5084,Xiuqiang He,Zibin Zheng,1
5085,Changsheng Xu,Jun Hu,1
5086,Changsheng Xu,Quan Fang,1
5087,Changsheng Xu,Shengsheng Qian,1
5088,Changsheng Xu,Yanfei Han,1
5089,Jun Hu,Quan Fang,1
5090,Jun Hu,Shengsheng Qian,1
5091,Jun Hu,Yanfei Han,1
5092,Quan Fang,Shengsheng Qian,1
5093,Quan Fang,Yanfei Han,1
5094,Shengsheng Qian,Yanfei Han,1
5095,Danai Koutra,Fatemeh Vahedian,1
5096,Danai Koutra,Xiyuan Chen,1
5097,Fatemeh Vahedian,Mark Heimann,1
5098,Fatemeh Vahedian,Xiyuan Chen,1
5099,Mark Heimann,Xiyuan Chen,1
5100,Marwa Essam,Tamer Elsayed,1
5101,Cansu Sen,Elke A. Rundensteiner,3
5102,Cansu Sen,Thomas Hartvigsen,3
5103,Cansu Sen,Xiangnan Kong,3
5104,Elke A. Rundensteiner,Thomas Hartvigsen,3
5105,Elke A. Rundensteiner,Xiangnan Kong,5
5106,Thomas Hartvigsen,Xiangnan Kong,3
5107,Gang Wang,Trent G. Marbach,1
5108,Gang Wang,Wenxiu Fang,1
5109,Gang Wang,Xiaoguang Liu 0001,1
5110,Trent G. Marbach,Wenxiu Fang,1
5111,Trent G. Marbach,Xiaoguang Liu 0001,1
5112,Wenxiu Fang,Xiaoguang Liu 0001,1
5113,Fernando Jiménez,Hiram Ponce,1
5114,Fernando Jiménez,Lourdes Martínez-Villaseñor,1
5115,Fernando Jiménez,Luis Miralles-Pechuán,1
5116,Hiram Ponce,Lourdes Martínez-Villaseñor,1
5117,Hiram Ponce,Luis Miralles-Pechuán,1
5118,Lourdes Martínez-Villaseñor,Luis Miralles-Pechuán,1
5119,Manisha Verma,Narayan Bhamidipati,1
5120,Narayan Bhamidipati,Shaunak Mishra,1
5121,Narayan Bhamidipati,Wei Wang 0010,1
5122,Narayan Bhamidipati,Yichao Zhou,1
5123,Cao Xiao,Jimeng Sun,5
5124,Cao Xiao,Junyi Gao,2
5125,Cao Xiao,Lucas M. Glass,2
5126,Cao Xiao,Wen Tang,1
5127,Cao Xiao,Yasha Wang,1
5128,Jimeng Sun,Junyi Gao,2
5129,Jimeng Sun,Lucas M. Glass,2
5130,Jimeng Sun,Wen Tang,1
5131,Jimeng Sun,Yasha Wang,1
5132,Junyi Gao,Lucas M. Glass,2
5133,Junyi Gao,Wen Tang,1
5134,Junyi Gao,Yasha Wang,1
5135,Lucas M. Glass,Wen Tang,1
5136,Lucas M. Glass,Yasha Wang,1
5137,Wen Tang,Yasha Wang,1
5138,Martin Degeling,Norbert Pohlmann,1
5139,Martin Degeling,Thorsten Holz,1
5140,Martin Degeling,Tobias Urban,1
5141,Norbert Pohlmann,Thorsten Holz,1
5142,Norbert Pohlmann,Tobias Urban,1
5143,Thorsten Holz,Tobias Urban,1
5144,Hui Lu,Jun Luo 0007,1
5145,Hui Lu,Mingzhou Yang,1
5146,Hui Lu,Xun Zhou,1
5147,Hui Lu,Yanhua Li,1
5148,Hui Lu,Zhihong Tian,1
5149,Jun Luo 0007,Mingzhou Yang,1
5150,Jun Luo 0007,Xun Zhou,4
5151,Jun Luo 0007,Yanhua Li,4
5152,Jun Luo 0007,Zhihong Tian,1
5153,Mingzhou Yang,Xun Zhou,1
5154,Mingzhou Yang,Yanhua Li,1
5155,Mingzhou Yang,Zhihong Tian,1
5156,Xun Zhou,Yanhua Li,4
5157,Xun Zhou,Zhihong Tian,1
5158,Yanhua Li,Zhihong Tian,1
5159,Huafeng Liu,Jian Yu,1
5160,Huafeng Liu,Jiaqi Wang,1
5161,Huafeng Liu,Jingxuan Wen,1
5162,Huafeng Liu,Lin Xiao,1
5163,Huafeng Liu,Liping Jing,1
5164,Huafeng Liu,Xiaoyi Sun,1
5165,Huafeng Liu,Zhicheng Wu,1
5166,Jian Yu,Jiaqi Wang,1
5167,Jian Yu,Jingxuan Wen,1
5168,Jian Yu,Lin Xiao,1
5169,Jian Yu,Liping Jing,1
5170,Jian Yu,Xiaoyi Sun,1
5171,Jian Yu,Zhicheng Wu,1
5172,Jiaqi Wang,Jingxuan Wen,1
5173,Jiaqi Wang,Lin Xiao,1
5174,Jiaqi Wang,Liping Jing,1
5175,Jiaqi Wang,Xiaoyi Sun,1
5176,Jiaqi Wang,Zhicheng Wu,1
5177,Jingxuan Wen,Lin Xiao,1
5178,Jingxuan Wen,Liping Jing,1
5179,Jingxuan Wen,Xiaoyi Sun,1
5180,Jingxuan Wen,Zhicheng Wu,1
5181,Lin Xiao,Liping Jing,1
5182,Lin Xiao,Xiaoyi Sun,1
5183,Lin Xiao,Zhicheng Wu,1
5184,Liping Jing,Xiaoyi Sun,1
5185,Liping Jing,Zhicheng Wu,1
5186,Xiaoyi Sun,Zhicheng Wu,1
5187,Alvis Logins,Yuchen Li 0001,1
5188,Panagiotis Karras,Yuchen Li 0001,1
5189,Gota Morishita,Komei Fujita,1
5190,Gota Morishita,Masashi Shibata,1
5191,Gota Morishita,Shota Yasui,1
5192,Komei Fujita,Masashi Shibata,1
5193,Komei Fujita,Shota Yasui,1
5194,Masashi Shibata,Shota Yasui,1
5195,Christof Naumzik,Stefan Feuerriegel,2
5196,Chong Chen,Min Zhang 0006,1
5197,Chong Chen,Shaoping Ma,1
5198,Chong Chen,Weizhi Ma,1
5199,Chong Chen,Yiqun Liu 0001,1
5200,Antoine Vastel,Martin Lopatka,1
5201,Antoine Vastel,Pierre Laperdrix,1
5202,Antoine Vastel,Romain Rouvoy,1
5203,Antoine Vastel,Vikas Mishra,1
5204,Antoine Vastel,Walter Rudametkin,1
5205,Martin Lopatka,Pierre Laperdrix,1
5206,Martin Lopatka,Romain Rouvoy,1
5207,Martin Lopatka,Vikas Mishra,1
5208,Martin Lopatka,Walter Rudametkin,2
5209,Pierre Laperdrix,Romain Rouvoy,1
5210,Pierre Laperdrix,Vikas Mishra,1
5211,Pierre Laperdrix,Walter Rudametkin,1
5212,Romain Rouvoy,Vikas Mishra,1
5213,Romain Rouvoy,Walter Rudametkin,1
5214,Vikas Mishra,Walter Rudametkin,1
5215,Andrey Gusev,Jiajing Xu,1
5216,Daling Wang,Shi Feng,1
5217,Daling Wang,Wei Gao,1
5218,Daling Wang,Weichao Wang,1
5219,Daling Wang,Yifei Zhang 0003,1
5220,Shi Feng,Wei Gao,1
5221,Shi Feng,Weichao Wang,1
5222,Shi Feng,Yifei Zhang 0003,1
5223,Wei Gao,Weichao Wang,1
5224,Wei Gao,Yifei Zhang 0003,1
5225,Weichao Wang,Yifei Zhang 0003,1
5226,Chenyi Zhou,Di Wu,1
5227,Chenyi Zhou,Gregory Dudek,1
5228,Chenyi Zhou,Hang Li,1
5229,Chenyi Zhou,Xi Chen,1
5230,Chenyi Zhou,Xue Liu,1
5231,Di Wu,Gregory Dudek,1
5232,Di Wu,Hang Li,1
5233,Di Wu,Xi Chen,1
5234,Di Wu,Xue Liu,1
5235,Gregory Dudek,Hang Li,1
5236,Gregory Dudek,Xi Chen,1
5237,Gregory Dudek,Xue Liu,1
5238,Hang Li,Xi Chen,1
5239,Hang Li,Xue Liu,1
5240,Xi Chen,Xue Liu,1
5241,Han Zhao 0002,Honglei Zhuang,1
5242,Han Zhao 0002,Nirav Shah,1
5243,Han Zhao 0002,Rema Padman,1
5244,Han Zhao 0002,Wen Wang,1
5245,Honglei Zhuang,Nirav Shah,1
5246,Honglei Zhuang,Rema Padman,1
5247,Honglei Zhuang,Wen Wang,1
5248,Nirav Shah,Rema Padman,1
5249,Nirav Shah,Wen Wang,1
5250,Rema Padman,Wen Wang,1
5251,Farhan Khawar,Leonard K. M. Poon,1
5252,Farhan Khawar,Nevin L. Zhang,1
5253,Leonard K. M. Poon,Nevin L. Zhang,1
5254,Kang G. Shin,Suining He,2
5255,Dapeng Liu,Feiyang Pan,1
5256,Dapeng Liu,Lei Xiao,1
5257,Dapeng Liu,Min Lu,1
5258,Dapeng Liu,Pingzhong Tang,1
5259,Dapeng Liu,Qing He 0003,1
5260,Dapeng Liu,Xiang Ao,1
5261,Feiyang Pan,Lei Xiao,1
5262,Feiyang Pan,Min Lu,1
5263,Feiyang Pan,Pingzhong Tang,1
5264,Feiyang Pan,Qing He 0003,1
5265,Feiyang Pan,Xiang Ao,1
5266,Lei Xiao,Min Lu,1
5267,Lei Xiao,Pingzhong Tang,1
5268,Lei Xiao,Qing He 0003,1
5269,Lei Xiao,Xiang Ao,1
5270,Min Lu,Pingzhong Tang,1
5271,Min Lu,Qing He 0003,1
5272,Min Lu,Xiang Ao,1
