,From,To,Weight
4495,John-Mark Agosta,Mario Inchiosa,1
4496,John-Mark Agosta,Mengyue Zhao,1
4497,John-Mark Agosta,Robert Horton,1
4498,John-Mark Agosta,Srini Kumar,1
4499,Mario Inchiosa,Mengyue Zhao,1
4500,Mario Inchiosa,Robert Horton,1
4501,Mario Inchiosa,Srini Kumar,1
4502,Mengyue Zhao,Robert Horton,1
4503,Mengyue Zhao,Srini Kumar,1
4504,Robert Horton,Srini Kumar,1
4505,Eric P. Xing,Fangshan Wang,1
4506,Eric P. Xing,Guilin Li,1
4507,Eric P. Xing,Qirong Ho,1
4508,Eric P. Xing,Qiuling Pan,1
4509,Eric P. Xing,Shikai Liu,1
4510,Eric P. Xing,Yinyan Tan,1
4511,Eric P. Xing,Zhe Fan,1
4512,Eric P. Xing,Zhengbing Li,1
4513,Fangshan Wang,Guilin Li,1
4514,Fangshan Wang,Qirong Ho,1
4515,Fangshan Wang,Qiuling Pan,1
4516,Fangshan Wang,Shikai Liu,1
4517,Fangshan Wang,Yinyan Tan,1
4518,Fangshan Wang,Zhe Fan,1
4519,Fangshan Wang,Zhengbing Li,1
4520,Guilin Li,Qirong Ho,1
4521,Guilin Li,Qiuling Pan,1
4522,Guilin Li,Shikai Liu,1
4523,Guilin Li,Yinyan Tan,1
4524,Guilin Li,Zhe Fan,1
4525,Guilin Li,Zhengbing Li,1
4526,Qirong Ho,Qiuling Pan,1
4527,Qirong Ho,Shikai Liu,1
4528,Qirong Ho,Yinyan Tan,1
4529,Qirong Ho,Zhe Fan,1
4530,Qirong Ho,Zhengbing Li,1
4531,Qiuling Pan,Shikai Liu,1
4532,Qiuling Pan,Yinyan Tan,1
4533,Qiuling Pan,Zhe Fan,1
4534,Qiuling Pan,Zhengbing Li,1
4535,Shikai Liu,Yinyan Tan,1
4536,Shikai Liu,Zhe Fan,1
4537,Shikai Liu,Zhengbing Li,1
4538,Yinyan Tan,Zhe Fan,1
4539,Yinyan Tan,Zhengbing Li,1
4540,Zhe Fan,Zhengbing Li,1
4541,Dong Yu,Haijing Wang,1
4542,Dong Yu,J. C. Mao,1
4543,Dong Yu,Jian Jiao 0007,1
4544,Dong Yu,T. Ryan Hoens,1
4545,Dong Yu,Ying Shan,1
4546,Haijing Wang,J. C. Mao,1
4547,Haijing Wang,Jian Jiao 0007,1
4548,Haijing Wang,T. Ryan Hoens,1
4549,Haijing Wang,Ying Shan,1
4550,J. C. Mao,Jian Jiao 0007,1
4551,J. C. Mao,T. Ryan Hoens,1
4552,J. C. Mao,Ying Shan,1
4553,Jian Jiao 0007,T. Ryan Hoens,1
4554,Jian Jiao 0007,Ying Shan,1
4555,T. Ryan Hoens,Ying Shan,1
4556,Haichuan Yang,Ji Liu 0002,1
4557,Haichuan Yang,Ryohei Fujimaki,1
4558,Haichuan Yang,Yukitaka Kusumura,1
4559,Ji Liu 0002,Ryohei Fujimaki,1
4560,Ji Liu 0002,Yukitaka Kusumura,1
4561,Ryohei Fujimaki,Yukitaka Kusumura,1
4562,Chengxi Zang,Christos Faloutsos,1
4563,Chengxi Zang,Peng Cui 0001,1
4564,Han Liu 0001,Houping Xiao,1
4565,Han Liu 0001,Jing Gao 0004,1
4566,Han Liu 0001,Lu Su,1
4567,Han Liu 0001,Shiyu Wang,1
4568,Han Liu 0001,Zhaoran Wang,1
4569,Houping Xiao,Shiyu Wang,1
4570,Houping Xiao,Zhaoran Wang,1
4571,Jing Gao 0004,Shiyu Wang,1
4572,Jing Gao 0004,Zhaoran Wang,1
4573,Lu Su,Shiyu Wang,1
4574,Lu Su,Zhaoran Wang,1
4575,Shiyu Wang,Zhaoran Wang,1
4576,Aidong Zhang,Fenglong Ma,1
4577,Aidong Zhang,Houping Xiao,1
4578,Aidong Zhang,Jing Gao 0004,1
4579,Aidong Zhang,Lu Su,1
4580,Aidong Zhang,Qi Li 0012,1
4581,Aidong Zhang,Yunlong Feng,1
4582,Fenglong Ma,Yunlong Feng,1
4583,Houping Xiao,Yunlong Feng,1
4584,Jing Gao 0004,Yunlong Feng,1
4585,Lu Su,Yunlong Feng,1
4586,Qi Li 0012,Yunlong Feng,1
4587,Achla Marathe,Alla Rozovskaya,1
4588,Achla Marathe,Andy Doyle,1
4589,Achla Marathe,Anil Vullikanti,1
4590,Achla Marathe,Chang-Tien Lu,1
4591,Achla Marathe,David Mares,1
4592,Achla Marathe,Dipak K. Gupta,1
4593,Achla Marathe,Graham Katz,1
4594,Achla Marathe,Jaime Arredondo,1
4595,Achla Marathe,Jose Cadena,1
4596,Achla Marathe,Kristen Maria Summers,1
4597,Achla Marathe,Liang Zhao 0002,1
4598,Achla Marathe,Naren Ramakrishnan,1
4599,Achla Marathe,Nathan Self,1
4600,Achla Marathe,Parang Saraf,1
4601,Achla Marathe,Patrick Butler,1
4602,Achla Marathe,Rupinder Paul Khandpur,1
4603,Achla Marathe,Sathappan Muthiah,1
4604,Alla Rozovskaya,Andy Doyle,1
4605,Alla Rozovskaya,Anil Vullikanti,1
4606,Alla Rozovskaya,Chang-Tien Lu,1
4607,Alla Rozovskaya,David Mares,1
4608,Alla Rozovskaya,Dipak K. Gupta,1
4609,Alla Rozovskaya,Graham Katz,1
4610,Alla Rozovskaya,Jaime Arredondo,1
4611,Alla Rozovskaya,Jose Cadena,1
4612,Alla Rozovskaya,Kristen Maria Summers,1
4613,Alla Rozovskaya,Liang Zhao 0002,1
4614,Alla Rozovskaya,Naren Ramakrishnan,1
4615,Alla Rozovskaya,Nathan Self,1
4616,Alla Rozovskaya,Parang Saraf,1
4617,Alla Rozovskaya,Patrick Butler,1
4618,Alla Rozovskaya,Rupinder Paul Khandpur,1
4619,Alla Rozovskaya,Sathappan Muthiah,1
4620,Andy Doyle,Anil Vullikanti,1
4621,Andy Doyle,Chang-Tien Lu,1
4622,Andy Doyle,David Mares,1
4623,Andy Doyle,Dipak K. Gupta,1
4624,Andy Doyle,Graham Katz,1
4625,Andy Doyle,Jaime Arredondo,1
4626,Andy Doyle,Jose Cadena,1
4627,Andy Doyle,Kristen Maria Summers,1
4628,Andy Doyle,Liang Zhao 0002,1
4629,Andy Doyle,Naren Ramakrishnan,1
4630,Andy Doyle,Nathan Self,1
4631,Andy Doyle,Parang Saraf,1
4632,Andy Doyle,Patrick Butler,1
4633,Andy Doyle,Rupinder Paul Khandpur,1
4634,Andy Doyle,Sathappan Muthiah,1
4635,Anil Vullikanti,Chang-Tien Lu,1
4636,Anil Vullikanti,David Mares,1
4637,Anil Vullikanti,Dipak K. Gupta,1
4638,Anil Vullikanti,Graham Katz,1
4639,Anil Vullikanti,Jaime Arredondo,1
4640,Anil Vullikanti,Jose Cadena,1
4641,Anil Vullikanti,Kristen Maria Summers,1
4642,Anil Vullikanti,Liang Zhao 0002,1
4643,Anil Vullikanti,Naren Ramakrishnan,1
4644,Anil Vullikanti,Nathan Self,1
4645,Anil Vullikanti,Parang Saraf,1
4646,Anil Vullikanti,Patrick Butler,1
4647,Anil Vullikanti,Rupinder Paul Khandpur,1
4648,Anil Vullikanti,Sathappan Muthiah,1
4649,Chang-Tien Lu,David Mares,1
4650,Chang-Tien Lu,Dipak K. Gupta,1
4651,Chang-Tien Lu,Graham Katz,1
4652,Chang-Tien Lu,Jaime Arredondo,1
4653,Chang-Tien Lu,Jose Cadena,1
4654,Chang-Tien Lu,Kristen Maria Summers,1
4655,Chang-Tien Lu,Nathan Self,1
4656,Chang-Tien Lu,Parang Saraf,1
4657,Chang-Tien Lu,Patrick Butler,1
4658,Chang-Tien Lu,Rupinder Paul Khandpur,1
4659,Chang-Tien Lu,Sathappan Muthiah,1
4660,David Mares,Dipak K. Gupta,1
4661,David Mares,Graham Katz,1
4662,David Mares,Jaime Arredondo,1
4663,David Mares,Jose Cadena,1
4664,David Mares,Kristen Maria Summers,1
4665,David Mares,Liang Zhao 0002,1
4666,David Mares,Naren Ramakrishnan,1
4667,David Mares,Nathan Self,1
4668,David Mares,Parang Saraf,1
4669,David Mares,Patrick Butler,1
4670,David Mares,Rupinder Paul Khandpur,1
4671,David Mares,Sathappan Muthiah,1
4672,Dipak K. Gupta,Graham Katz,1
4673,Dipak K. Gupta,Jaime Arredondo,1
4674,Dipak K. Gupta,Jose Cadena,1
4675,Dipak K. Gupta,Kristen Maria Summers,1
4676,Dipak K. Gupta,Liang Zhao 0002,1
4677,Dipak K. Gupta,Naren Ramakrishnan,1
4678,Dipak K. Gupta,Nathan Self,1
4679,Dipak K. Gupta,Parang Saraf,1
4680,Dipak K. Gupta,Patrick Butler,1
4681,Dipak K. Gupta,Rupinder Paul Khandpur,1
4682,Dipak K. Gupta,Sathappan Muthiah,1
4683,Graham Katz,Jaime Arredondo,1
4684,Graham Katz,Jose Cadena,1
4685,Graham Katz,Kristen Maria Summers,1
4686,Graham Katz,Liang Zhao 0002,1
4687,Graham Katz,Naren Ramakrishnan,1
4688,Graham Katz,Nathan Self,1
4689,Graham Katz,Parang Saraf,1
4690,Graham Katz,Patrick Butler,1
4691,Graham Katz,Rupinder Paul Khandpur,1
4692,Graham Katz,Sathappan Muthiah,1
4693,Jaime Arredondo,Jose Cadena,1
4694,Jaime Arredondo,Kristen Maria Summers,1
4695,Jaime Arredondo,Liang Zhao 0002,1
4696,Jaime Arredondo,Naren Ramakrishnan,1
4697,Jaime Arredondo,Nathan Self,1
4698,Jaime Arredondo,Parang Saraf,1
4699,Jaime Arredondo,Patrick Butler,1
4700,Jaime Arredondo,Rupinder Paul Khandpur,1
4701,Jaime Arredondo,Sathappan Muthiah,1
4702,Jose Cadena,Kristen Maria Summers,1
4703,Jose Cadena,Liang Zhao 0002,1
4704,Jose Cadena,Naren Ramakrishnan,1
4705,Jose Cadena,Nathan Self,1
4706,Jose Cadena,Parang Saraf,1
4707,Jose Cadena,Patrick Butler,1
4708,Jose Cadena,Rupinder Paul Khandpur,1
4709,Jose Cadena,Sathappan Muthiah,1
4710,Kristen Maria Summers,Liang Zhao 0002,1
4711,Kristen Maria Summers,Naren Ramakrishnan,1
4712,Kristen Maria Summers,Nathan Self,1
4713,Kristen Maria Summers,Parang Saraf,1
4714,Kristen Maria Summers,Patrick Butler,1
4715,Kristen Maria Summers,Rupinder Paul Khandpur,1
4716,Kristen Maria Summers,Sathappan Muthiah,1
4717,Liang Zhao 0002,Nathan Self,1
4718,Liang Zhao 0002,Parang Saraf,1
4719,Liang Zhao 0002,Patrick Butler,1
4720,Liang Zhao 0002,Rupinder Paul Khandpur,1
4721,Liang Zhao 0002,Sathappan Muthiah,1
4722,Naren Ramakrishnan,Nathan Self,1
4723,Naren Ramakrishnan,Patrick Butler,1
4724,Naren Ramakrishnan,Rupinder Paul Khandpur,1
4725,Nathan Self,Parang Saraf,1
4726,Nathan Self,Patrick Butler,1
4727,Nathan Self,Rupinder Paul Khandpur,1
4728,Nathan Self,Sathappan Muthiah,1
4729,Parang Saraf,Patrick Butler,1
4730,Parang Saraf,Rupinder Paul Khandpur,1
4731,Parang Saraf,Sathappan Muthiah,1
4732,Patrick Butler,Rupinder Paul Khandpur,1
4733,Patrick Butler,Sathappan Muthiah,1
4734,Rupinder Paul Khandpur,Sathappan Muthiah,1
4735,Catherine Coffey,Edward Choi,1
4736,Catherine Coffey,Elizabeth Searles,1
4737,Catherine Coffey,James Bost,1
4738,Catherine Coffey,Javier Tejedor-Sojo,1
4739,Catherine Coffey,Jimeng Sun,1
4740,Catherine Coffey,Michael Thompson,1
4741,Catherine Coffey,Mohammad Taha Bahadori,1
4742,Edward Choi,Elizabeth Searles,1
4743,Edward Choi,James Bost,1
4744,Edward Choi,Javier Tejedor-Sojo,1
4745,Edward Choi,Jimeng Sun,1
4746,Edward Choi,Michael Thompson,1
4747,Edward Choi,Mohammad Taha Bahadori,1
4748,Elizabeth Searles,James Bost,1
4749,Elizabeth Searles,Javier Tejedor-Sojo,1
4750,Elizabeth Searles,Jimeng Sun,1
4751,Elizabeth Searles,Michael Thompson,1
4752,Elizabeth Searles,Mohammad Taha Bahadori,1
4753,James Bost,Javier Tejedor-Sojo,1
4754,James Bost,Jimeng Sun,1
4755,James Bost,Michael Thompson,1
4756,James Bost,Mohammad Taha Bahadori,1
4757,Javier Tejedor-Sojo,Jimeng Sun,1
4758,Javier Tejedor-Sojo,Michael Thompson,1
4759,Javier Tejedor-Sojo,Mohammad Taha Bahadori,1
4760,Jimeng Sun,Michael Thompson,1
4761,Michael Thompson,Mohammad Taha Bahadori,1
4762,Caroline Lo,Dan Frankowski,1
4763,Caroline Lo,Jure Leskovec,1
4764,Dan Frankowski,Jure Leskovec,1
4765,Lei Han 0001,Xiu-Feng Wan,1
4766,Tong Zhang 0001,Xiu-Feng Wan,1
4767,Xiu-Feng Wan,Yu Zhang 0006,1
4768,Emine Yilmaz,Evangelos Kanoulas,1
4769,Emine Yilmaz,Shangsong Liang,1
4770,Evangelos Kanoulas,Shangsong Liang,1
4771,Erfan Tavakoli,Le Song,1
4772,Erfan Tavakoli,Manuel Gomez-Rodriguez,1
4773,Erfan Tavakoli,Mehrdad Farajtabar,1
4774,Erfan Tavakoli,Mohammad Reza Karimi,1
4775,Le Song,Mehrdad Farajtabar,1
4776,Le Song,Mohammad Reza Karimi,1
4777,Manuel Gomez-Rodriguez,Mehrdad Farajtabar,1
4778,Manuel Gomez-Rodriguez,Mohammad Reza Karimi,1
4779,Mehrdad Farajtabar,Mohammad Reza Karimi,1
4780,Ananth Grama,Mehmet Koyutürk,1
4781,Ananth Grama,Mustafa Coskun,1
4782,Mehmet Koyutürk,Mustafa Coskun,1
4783,Corina Graif,Daniel Kifer,1
4784,Corina Graif,Hongjian Wang 0002,1
4785,Corina Graif,Zhenhui Li,1
4786,Daniel Kifer,Hongjian Wang 0002,1
4787,Daniel Kifer,Zhenhui Li,1
4788,Hongjian Wang 0002,Zhenhui Li,1
4789,Ganzhao Yuan,Yin Yang 0001,1
4790,Ganzhao Yuan,Zhenjie Zhang,1
4791,Ganzhao Yuan,Zhifeng Hao,1
4792,Yin Yang 0001,Zhenjie Zhang,1
4793,Yin Yang 0001,Zhifeng Hao,1
4794,Zhenjie Zhang,Zhifeng Hao,1
4795,Daixin Wang,Peng Cui 0001,1
4796,Daixin Wang,Wenwu Zhu 0001,1
4797,Bin Liu 0020,Chuanren Liu,1
4798,Bin Liu 0020,Hui Xiong 0001,1
4799,Bin Liu 0020,Meng Qu,1
4800,Bin Liu 0020,Yanchi Liu,1
4801,Chuanren Liu,Meng Qu,1
4802,Chuanren Liu,Yanchi Liu,1
4803,Hui Xiong 0001,Meng Qu,1
4804,Hui Xiong 0001,Yanchi Liu,1
4805,Meng Qu,Yanchi Liu,1
4806,De-Nian Yang,Hui-Ju Hung,1
4807,De-Nian Yang,Jian Pei,1
4808,De-Nian Yang,Liang-Hao Huang,1
4809,Hong-Han Shuai,Hui-Ju Hung,1
4810,Hong-Han Shuai,Jian Pei,1
4811,Hong-Han Shuai,Liang-Hao Huang,1
4812,Hui-Ju Hung,Jian Pei,1
4813,Hui-Ju Hung,Liang-Hao Huang,1
4814,Hui-Ju Hung,Ming-Syan Chen,1
4815,Hui-Ju Hung,Wang-Chien Lee,1
4816,Jian Pei,Liang-Hao Huang,1
4817,Jian Pei,Ming-Syan Chen,1
4818,Jian Pei,Wang-Chien Lee,1
4819,Liang-Hao Huang,Ming-Syan Chen,1
4820,Liang-Hao Huang,Wang-Chien Lee,1
4821,Carlos Guestrin,Marco Túlio Ribeiro,1
4822,Carlos Guestrin,Sameer Singh 0001,1
4823,Marco Túlio Ribeiro,Sameer Singh 0001,1
4824,Ahmad Mahmoody,Charalampos E. Tsourakakis,1
4825,Ahmad Mahmoody,Eli Upfal,1
4826,Charalampos E. Tsourakakis,Eli Upfal,1
4827,Nanyu Chen,Ya Xu,1
4828,Dhruv Arya,Jia Li,1
4829,Dhruv Arya,Shakti Sinha,1
4830,Dhruv Arya,Viet Ha-Thuc,1
4831,Jia Li,Shakti Sinha,1
4832,Jia Li,Viet Ha-Thuc,1
4833,Shakti Sinha,Viet Ha-Thuc,1
4834,Aristides Gionis,Eric Malmi,1
4835,Aristides Gionis,Hannu Toivonen,1
4836,Aristides Gionis,Pyry Takala,1
4837,Aristides Gionis,Tapani Raiko,1
4838,Eric Malmi,Hannu Toivonen,1
4839,Eric Malmi,Pyry Takala,1
4840,Eric Malmi,Tapani Raiko,1
4841,Hannu Toivonen,Pyry Takala,1
4842,Hannu Toivonen,Tapani Raiko,1
4843,Pyry Takala,Tapani Raiko,1
4844,Carlos Castillo 0001,Francesco Bonchi,1
4845,Carlos Castillo 0001,Sara Hajian,1
4846,Francesco Bonchi,Sara Hajian,1
4847,Enhong Chen,Fangshuang Tang,1
4848,Enhong Chen,Yanjie Fu,1
4849,Fangshuang Tang,Hengshu Zhu,1
4850,Fangshuang Tang,Hui Xiong 0001,1
4851,Fangshuang Tang,Qi Liu 0003,1
4852,Fangshuang Tang,Yanjie Fu,1
4853,Fangshuang Tang,Yong Ge,1
4854,Hengshu Zhu,Yanjie Fu,1
4855,Hui Xiong 0001,Yanjie Fu,1
4856,Hui Xiong 0001,Yong Ge,1
4857,Qi Liu 0003,Yanjie Fu,1
4858,Yanjie Fu,Yong Ge,1
4859,Inci M. Baytas,Jianpeng Xu,1
4860,Inci M. Baytas,Jiayu Zhou,1
4861,Inci M. Baytas,Kaixiang Lin,1
4862,Inci M. Baytas,Shuiwang Ji,1
4863,Jianpeng Xu,Jiayu Zhou,2
4864,Jianpeng Xu,Kaixiang Lin,1
4865,Jianpeng Xu,Shuiwang Ji,1
4866,Jiayu Zhou,Kaixiang Lin,1
4867,Jiayu Zhou,Shuiwang Ji,1
4868,Kaixiang Lin,Shuiwang Ji,1
4869,Guanfeng Liang,Hsiao-Ping Tseng,1
4870,Guanfeng Liang,Ravi Kiran Holur Vijay,1
4871,Guanfeng Liang,Rupesh Gupta,1
4872,Guanfeng Liang,Rómer Rosales,1
4873,Guanfeng Liang,Xiaoyu Chen,1
4874,Hsiao-Ping Tseng,Ravi Kiran Holur Vijay,1
4875,Hsiao-Ping Tseng,Rupesh Gupta,1
4876,Hsiao-Ping Tseng,Rómer Rosales,1
4877,Hsiao-Ping Tseng,Xiaoyu Chen,1
4878,Ravi Kiran Holur Vijay,Rupesh Gupta,1
4879,Ravi Kiran Holur Vijay,Rómer Rosales,1
4880,Ravi Kiran Holur Vijay,Xiaoyu Chen,1
4881,Rupesh Gupta,Rómer Rosales,1
4882,Rupesh Gupta,Xiaoyu Chen,1
4883,Rómer Rosales,Xiaoyu Chen,1
4884,Hasan Poonawala,Laura Wynter,1
4885,Hasan Poonawala,Sambit Sahu,1
4886,Hasan Poonawala,Sebastien Blandin,1
4887,Hasan Poonawala,Vinay Kolar,1
4888,Laura Wynter,Sambit Sahu,1
4889,Laura Wynter,Sebastien Blandin,1
4890,Laura Wynter,Vinay Kolar,1
4891,Sambit Sahu,Sebastien Blandin,1
4892,Sambit Sahu,Vinay Kolar,1
4893,Sebastien Blandin,Vinay Kolar,1
4894,Chaoran Cheng,Guofei Jiang,1
4895,Chaoran Cheng,Haifeng Chen,1
4896,Chaoran Cheng,Jieping Ye,1
4897,Chaoran Cheng,Kai Zhang 0001,1
4898,Chaoran Cheng,Shandian Zhe,1
4899,Chaoran Cheng,Yuan Qi 0001,1
4900,Chaoran Cheng,Zhengzhang Chen,1
4901,Chaoran Cheng,Zhi Wei,1
4902,Guofei Jiang,Jieping Ye,1
4903,Guofei Jiang,Shandian Zhe,1
4904,Guofei Jiang,Yuan Qi 0001,1
4905,Guofei Jiang,Zhi Wei,1
4906,Haifeng Chen,Jieping Ye,1
4907,Haifeng Chen,Shandian Zhe,1
4908,Haifeng Chen,Yuan Qi 0001,1
4909,Haifeng Chen,Zhi Wei,1
4910,Jieping Ye,Kai Zhang 0001,1
4911,Jieping Ye,Shandian Zhe,1
4912,Jieping Ye,Yuan Qi 0001,1
4913,Jieping Ye,Zhengzhang Chen,1
4914,Jieping Ye,Zhi Wei,1
4915,Kai Zhang 0001,Shandian Zhe,1
4916,Kai Zhang 0001,Yuan Qi 0001,1
4917,Kai Zhang 0001,Zhi Wei,1
4918,Shandian Zhe,Yuan Qi 0001,1
4919,Shandian Zhe,Zhengzhang Chen,1
4920,Shandian Zhe,Zhi Wei,1
4921,Yuan Qi 0001,Zhengzhang Chen,1
4922,Yuan Qi 0001,Zhi Wei,1
4923,Zhengzhang Chen,Zhi Wei,1
4924,Arun Shankar Iyer,J. Saketha Nath,1
4925,Arun Shankar Iyer,Sunita Sarawagi,1
4926,J. Saketha Nath,Sunita Sarawagi,1
4927,Boris Chidlovskii,Gabriela Csurka,1
4928,Boris Chidlovskii,Stéphane Clinchant,1
4929,Gabriela Csurka,Stéphane Clinchant,1
4930,Chang Xu 0002,Chao Xu 0006,1
4931,Chang Xu 0002,Dacheng Tao,1
4932,Chao Xu 0006,Dacheng Tao,1
4933,Changsung Kang,Chikashi Nobata,1
4934,Changsung Kang,Hongbo Deng,1
4935,Changsung Kang,Jean-Marc Langlois,1
4936,Changsung Kang,Jianhui Chen,1
4937,Changsung Kang,Mianwei Zhou,1
4938,Changsung Kang,Tim Daly Jr.,1
4939,Changsung Kang,Yuening Hu,1
4940,Chikashi Nobata,Dawei Yin,1
4941,Chikashi Nobata,Hongbo Deng,1
4942,Chikashi Nobata,Hua Ouyang,1
4943,Chikashi Nobata,Jean-Marc Langlois,1
4944,Chikashi Nobata,Jianhui Chen,1
4945,Chikashi Nobata,Jiliang Tang,1
4946,Chikashi Nobata,Mianwei Zhou,1
4947,Chikashi Nobata,Tim Daly Jr.,1
4948,Chikashi Nobata,Yuening Hu,1
4949,Dawei Yin,Hongbo Deng,1
4950,Dawei Yin,Jean-Marc Langlois,1
4951,Dawei Yin,Jianhui Chen,1
4952,Dawei Yin,Mianwei Zhou,1
4953,Dawei Yin,Tim Daly Jr.,1
4954,Dawei Yin,Yuening Hu,1
4955,Hongbo Deng,Hua Ouyang,1
4956,Hongbo Deng,Jean-Marc Langlois,1
4957,Hongbo Deng,Jianhui Chen,1
4958,Hongbo Deng,Jiliang Tang,1
4959,Hongbo Deng,Mianwei Zhou,1
4960,Hongbo Deng,Tim Daly Jr.,1
4961,Hongbo Deng,Yuening Hu,1
4962,Hua Ouyang,Jean-Marc Langlois,1
4963,Hua Ouyang,Jianhui Chen,1
4964,Hua Ouyang,Mianwei Zhou,1
4965,Hua Ouyang,Tim Daly Jr.,1
4966,Hua Ouyang,Yuening Hu,1
4967,Jean-Marc Langlois,Jianhui Chen,1
4968,Jean-Marc Langlois,Jiliang Tang,1
4969,Jean-Marc Langlois,Mianwei Zhou,1
4970,Jean-Marc Langlois,Tim Daly Jr.,1
4971,Jean-Marc Langlois,Yi Chang 0001,1
4972,Jean-Marc Langlois,Yuening Hu,1
4973,Jianhui Chen,Jiliang Tang,1
4974,Jianhui Chen,Mianwei Zhou,1
4975,Jianhui Chen,Tim Daly Jr.,1
4976,Jianhui Chen,Yi Chang 0001,1
4977,Jianhui Chen,Yuening Hu,1
4978,Jiliang Tang,Mianwei Zhou,1
4979,Jiliang Tang,Tim Daly Jr.,1
4980,Jiliang Tang,Yuening Hu,1
4981,Mianwei Zhou,Tim Daly Jr.,1
4982,Mianwei Zhou,Yi Chang 0001,2
4983,Mianwei Zhou,Yuening Hu,1
4984,Tim Daly Jr.,Yi Chang 0001,1
4985,Tim Daly Jr.,Yuening Hu,1
4986,Yi Chang 0001,Yuening Hu,1
4987,Cédric Archambeau,Jim C. Huang,1
4988,Cédric Archambeau,Rodolphe Jenatton,1
4989,Jim C. Huang,Rodolphe Jenatton,1
4990,Bo Zhao 0001,Qi Li 0012,1
4991,Bo Zhao 0001,Wei Fan 0001,1
4992,Jiawei Han 0001,Qi Li 0012,1
4993,Jiawei Han 0001,Wei Fan 0001,1
4994,Qi Li 0012,Wei Fan 0001,1
4995,Fujio Toriumi,Hirotaka Kawazu,1
4996,Fujio Toriumi,Ichiro Fukuda,1
4997,Fujio Toriumi,Kazuya Wada,1
4998,Fujio Toriumi,Masanori Takano,1
4999,Hirotaka Kawazu,Ichiro Fukuda,1
5000,Hirotaka Kawazu,Kazuya Wada,1
5001,Hirotaka Kawazu,Masanori Takano,1
5002,Ichiro Fukuda,Kazuya Wada,1
5003,Ichiro Fukuda,Masanori Takano,1
5004,Kazuya Wada,Masanori Takano,1
5005,Chuanren Liu,Jingyuan Yang,1
5006,Chuanren Liu,March Liao,1
5007,Chuanren Liu,Mingfei Teng,1
5008,Hui Xiong 0001,March Liao,1
5009,Hui Xiong 0001,Mingfei Teng,1
5010,Jingyuan Yang,March Liao,1
5011,Jingyuan Yang,Mingfei Teng,1
5012,March Liao,Mingfei Teng,1
5013,Aviv Segev,Seung-Woo Choi,1
5014,Boel Nelson,Tomas Olovsson,1
5015,Amarnath Gupta,Kevin Coakley,1
5016,Amarnath Gupta,Subhasis Dasgupta,1
5017,Kevin Coakley,Subhasis Dasgupta,1
5018,Alessandro D'Anca,Charles M. Doutriaux,1
5019,Alessandro D'Anca,Cosimo Palazzo,1
5020,Alessandro D'Anca,Davide Salomoni,1
5021,Alessandro D'Anca,Dean N. Williams,1
5022,Alessandro D'Anca,Donatello Elia,1
5023,Alessandro D'Anca,Germán Moltó,1
5024,Alessandro D'Anca,Giacinto Donvito,1
5025,Alessandro D'Anca,Giovanni Aloisio,1
5026,Alessandro D'Anca,Ignacio Blanquer,1
5027,Alessandro D'Anca,J. Boutte,1
5028,Alessandro D'Anca,Marcin Plóciennik,1
5029,Alessandro D'Anca,Marco Fargetta,1
5030,Alessandro D'Anca,Michal Owsiak,1
5031,Alessandro D'Anca,Miguel Caballer,1
5032,Alessandro D'Anca,Mário David,1
5033,Alessandro D'Anca,Riccardo Bruno,1
5034,Alessandro D'Anca,Roberto Barbera,1
5035,Alessandro D'Anca,Sandro Fiore,1
5036,Alessandro D'Anca,Tomasz Zok,1
5037,Alessandro D'Anca,V. Anantharaj,1
5038,Alessandro D'Anca,Z. Shaheen,1
5039,Charles M. Doutriaux,Cosimo Palazzo,1
5040,Charles M. Doutriaux,Davide Salomoni,1
5041,Charles M. Doutriaux,Dean N. Williams,1
5042,Charles M. Doutriaux,Donatello Elia,1
5043,Charles M. Doutriaux,Germán Moltó,1
5044,Charles M. Doutriaux,Giacinto Donvito,1
5045,Charles M. Doutriaux,Giovanni Aloisio,1
5046,Charles M. Doutriaux,Ignacio Blanquer,1
5047,Charles M. Doutriaux,J. Boutte,1
5048,Charles M. Doutriaux,Marcin Plóciennik,1
5049,Charles M. Doutriaux,Marco Fargetta,1
5050,Charles M. Doutriaux,Michal Owsiak,1
5051,Charles M. Doutriaux,Miguel Caballer,1
5052,Charles M. Doutriaux,Mário David,1
5053,Charles M. Doutriaux,Riccardo Bruno,1
5054,Charles M. Doutriaux,Roberto Barbera,1
5055,Charles M. Doutriaux,Sandro Fiore,1
5056,Charles M. Doutriaux,Tomasz Zok,1
5057,Charles M. Doutriaux,V. Anantharaj,1
5058,Charles M. Doutriaux,Z. Shaheen,1
5059,Cosimo Palazzo,Davide Salomoni,1
5060,Cosimo Palazzo,Dean N. Williams,1
5061,Cosimo Palazzo,Donatello Elia,1
5062,Cosimo Palazzo,Germán Moltó,1
5063,Cosimo Palazzo,Giacinto Donvito,1
5064,Cosimo Palazzo,Giovanni Aloisio,1
5065,Cosimo Palazzo,Ignacio Blanquer,1
5066,Cosimo Palazzo,J. Boutte,1
5067,Cosimo Palazzo,Marcin Plóciennik,1
5068,Cosimo Palazzo,Marco Fargetta,1
5069,Cosimo Palazzo,Michal Owsiak,1
5070,Cosimo Palazzo,Miguel Caballer,1
5071,Cosimo Palazzo,Mário David,1
5072,Cosimo Palazzo,Riccardo Bruno,1
