,From,To,Weight
69,Jiawei Han 0001,Xin Cao 0001,1
70,Jiawei Han 0001,Xinhe Geng,1
71,Jingbo Shang,Quan Yuan 0001,1
72,Jingbo Shang,Xin Cao 0001,1
73,Jingbo Shang,Xinhe Geng,1
74,Quan Yuan 0001,Xin Cao 0001,1
75,Quan Yuan 0001,Xinhe Geng,1
76,Xin Cao 0001,Xinhe Geng,1
77,Daniel Cory,Gang Xiao,1
78,Daniel Cory,Jock D. Mackinlay,1
79,Daniel Cory,Michael J. Cafarella,1
80,Daniel Cory,Richard Wesley,1
81,Daniel Cory,Sasha Dadiomov,1
82,Daniel Cory,Zhe Chen,1
83,Gang Xiao,Jock D. Mackinlay,1
84,Gang Xiao,Michael J. Cafarella,1
85,Gang Xiao,Richard Wesley,1
86,Gang Xiao,Sasha Dadiomov,1
87,Gang Xiao,Zhe Chen,1
88,Jock D. Mackinlay,Michael J. Cafarella,1
89,Jock D. Mackinlay,Richard Wesley,1
90,Jock D. Mackinlay,Sasha Dadiomov,1
91,Jock D. Mackinlay,Zhe Chen,1
92,Michael J. Cafarella,Richard Wesley,1
93,Michael J. Cafarella,Sasha Dadiomov,1
94,Michael J. Cafarella,Zhe Chen,1
95,Richard Wesley,Sasha Dadiomov,1
96,Richard Wesley,Zhe Chen,1
97,Sasha Dadiomov,Zhe Chen,1
98,Alexander Keller 0003,Fei Chiang,1
99,Alexander Keller 0003,Jaroslaw Szlichta,1
100,Alexander Keller 0003,Lukasz Golab,1
101,Alexander Keller 0003,Sridevi Baskaran,1
102,Fei Chiang,Jaroslaw Szlichta,1
103,Fei Chiang,Lukasz Golab,1
104,Fei Chiang,Sridevi Baskaran,1
105,Jaroslaw Szlichta,Lukasz Golab,1
106,Jaroslaw Szlichta,Sridevi Baskaran,1
107,Lukasz Golab,Sridevi Baskaran,1
108,Baichuan Zhang,Mohammad Al Hasan,1
109,Boyan Xu,Bryan Keating,1
110,Boyan Xu,Hoang Dung Vu,1
111,Boyan Xu,Kaige Yang,1
112,Boyan Xu,Kok-Soon Chai,1
113,Boyan Xu,Nurislam Tursynbek,1
114,Boyan Xu,Xiaoyan Yang,1
115,Boyan Xu,Zhenjie Zhang,1
116,Bryan Keating,Hoang Dung Vu,1
117,Bryan Keating,Kaige Yang,1
118,Bryan Keating,Kok-Soon Chai,1
119,Bryan Keating,Nurislam Tursynbek,1
120,Bryan Keating,Xiaoyan Yang,1
121,Bryan Keating,Zhenjie Zhang,1
122,Hoang Dung Vu,Kaige Yang,1
123,Hoang Dung Vu,Kok-Soon Chai,1
124,Hoang Dung Vu,Nurislam Tursynbek,1
125,Hoang Dung Vu,Xiaoyan Yang,1
126,Hoang Dung Vu,Zhenjie Zhang,1
127,Kaige Yang,Kok-Soon Chai,1
128,Kaige Yang,Nurislam Tursynbek,1
129,Kaige Yang,Xiaoyan Yang,1
130,Kaige Yang,Zhenjie Zhang,1
131,Kok-Soon Chai,Nurislam Tursynbek,1
132,Kok-Soon Chai,Xiaoyan Yang,1
133,Kok-Soon Chai,Zhenjie Zhang,1
134,Nurislam Tursynbek,Xiaoyan Yang,1
135,Nurislam Tursynbek,Zhenjie Zhang,1
136,Xiaoyan Yang,Zhenjie Zhang,1
137,Harsh Dani,Huan Liu 0001,1
138,Harsh Dani,Jiliang Tang,1
139,Harsh Dani,Jundong Li,1
140,Harsh Dani,Xia Hu,1
141,Harsh Dani,Yi Chang 0001,1
142,Huan Liu 0001,Jiliang Tang,3
143,Huan Liu 0001,Jundong Li,2
144,Huan Liu 0001,Xia Hu,4
145,Huan Liu 0001,Yi Chang 0001,1
146,Jiliang Tang,Jundong Li,2
147,Jiliang Tang,Xia Hu,1
148,Jiliang Tang,Yi Chang 0001,3
149,Jundong Li,Xia Hu,1
150,Jundong Li,Yi Chang 0001,2
151,Xia Hu,Yi Chang 0001,1
152,André Luiz da Costa Carvalho,Fernando Anglada Lores,1
153,André Luiz da Costa Carvalho,Marco Cristo,1
154,André Luiz da Costa Carvalho,Maria da Graça Campos Pimentel,1
155,André Luiz da Costa Carvalho,Raíza Hanada,1
156,Fernando Anglada Lores,Marco Cristo,1
157,Fernando Anglada Lores,Maria da Graça Campos Pimentel,1
158,Fernando Anglada Lores,Raíza Hanada,1
159,Marco Cristo,Maria da Graça Campos Pimentel,1
160,Marco Cristo,Raíza Hanada,1
161,Maria da Graça Campos Pimentel,Raíza Hanada,1
162,Chunjing Xiao,Sujatha Das Gollapalli,1
163,Chunjing Xiao,Xiaoli Li 0001,1
164,Chunjing Xiao,Xiaoqing Liu,1
165,Chunjing Xiao,Yaocheng Chang,1
166,Chunjing Xiao,Yuxiang Zhang,1
167,Sujatha Das Gollapalli,Xiaoli Li 0001,1
168,Sujatha Das Gollapalli,Xiaoqing Liu,1
169,Sujatha Das Gollapalli,Yaocheng Chang,1
170,Sujatha Das Gollapalli,Yuxiang Zhang,1
171,Xiaoli Li 0001,Xiaoqing Liu,1
172,Xiaoli Li 0001,Yaocheng Chang,1
173,Xiaoli Li 0001,Yuxiang Zhang,1
174,Xiaoqing Liu,Yaocheng Chang,1
175,Xiaoqing Liu,Yuxiang Zhang,1
176,Yaocheng Chang,Yuxiang Zhang,1
177,Jungyun Seo,Sunjae Kwon,1
178,Jungyun Seo,Youngjoong Ko,1
179,Sunjae Kwon,Youngjoong Ko,1
180,Aixin Sun,Chenliang Li,1
181,Aixin Sun,Jialong Han,2
182,Aixin Sun,Minh C. Phan,1
183,Aixin Sun,Yi Tay,1
184,Chenliang Li,Jialong Han,1
185,Chenliang Li,Minh C. Phan,1
186,Chenliang Li,Yi Tay,1
187,Jialong Han,Minh C. Phan,1
188,Jialong Han,Yi Tay,1
189,Minh C. Phan,Yi Tay,2
190,Adit Krishnan,Aravind Sankar,1
191,Adit Krishnan,Jiawei Han 0001,1
192,Adit Krishnan,Shi Zhi,1
193,Aravind Sankar,Jiawei Han 0001,1
194,Aravind Sankar,Shi Zhi,1
195,Jiawei Han 0001,Shi Zhi,2
196,Jian Cheng 0001,Jiaxiang Wu,1
197,Jian Cheng 0001,Lu Bai 0001,1
198,Jian Cheng 0001,Qinghao Hu,1
199,Jian Cheng 0001,Yifan Zhang 0001,1
200,Jiaxiang Wu,Lu Bai 0001,1
201,Jiaxiang Wu,Qinghao Hu,1
202,Jiaxiang Wu,Yifan Zhang 0001,1
203,Lu Bai 0001,Qinghao Hu,1
204,Lu Bai 0001,Yifan Zhang 0001,1
205,Qinghao Hu,Yifan Zhang 0001,1
206,Endong Zhu,Fu Lee Wang,1
207,Endong Zhu,Haoran Xie 0001,1
208,Endong Zhu,Jian Yin 0001,1
209,Endong Zhu,Yanghui Rao,1
210,Endong Zhu,Yuwei Liu,1
211,Fu Lee Wang,Haoran Xie 0001,1
212,Fu Lee Wang,Jian Yin 0001,1
213,Fu Lee Wang,Yanghui Rao,1
214,Fu Lee Wang,Yuwei Liu,1
215,Haoran Xie 0001,Jian Yin 0001,1
216,Haoran Xie 0001,Yanghui Rao,1
217,Haoran Xie 0001,Yuwei Liu,1
218,Jian Yin 0001,Yanghui Rao,1
219,Jian Yin 0001,Yuwei Liu,1
220,Yanghui Rao,Yuwei Liu,1
221,Chenchen Xu,Lizhen Qu,1
222,Chenchen Xu,Qing Wang 0002,1
223,Chenchen Xu,Qiongkai Xu,1
224,Lizhen Qu,Qing Wang 0002,1
225,Lizhen Qu,Qiongkai Xu,1
226,Qing Wang 0002,Qiongkai Xu,1
227,Bernardo Cuenca Grau,Egor V. Kostylev,1
228,Bernardo Cuenca Grau,Evgeny Kharlamov,1
229,Bernardo Cuenca Grau,Evgeny Sherkhonov,1
230,Bernardo Cuenca Grau,Ian Horrocks,1
231,Bernardo Cuenca Grau,Luca Giacomelli,1
232,Egor V. Kostylev,Evgeny Kharlamov,1
233,Egor V. Kostylev,Evgeny Sherkhonov,1
234,Egor V. Kostylev,Ian Horrocks,1
235,Egor V. Kostylev,Luca Giacomelli,1
236,Evgeny Kharlamov,Evgeny Sherkhonov,1
237,Evgeny Kharlamov,Ian Horrocks,4
238,Evgeny Kharlamov,Luca Giacomelli,1
239,Evgeny Sherkhonov,Ian Horrocks,1
240,Evgeny Sherkhonov,Luca Giacomelli,1
241,Ian Horrocks,Luca Giacomelli,1
242,Alfons Kemper,Dimitri Vorona,1
243,Alfons Kemper,Linnea Passing,1
244,Alfons Kemper,Maximilian E. Schüle,1
245,Alfons Kemper,Nina Hubig,1
246,Alfons Kemper,Thomas Neumann 0001,1
247,Dimitri Vorona,Linnea Passing,1
248,Dimitri Vorona,Maximilian E. Schüle,1
249,Dimitri Vorona,Nina Hubig,1
250,Dimitri Vorona,Thomas Neumann 0001,1
251,Linnea Passing,Maximilian E. Schüle,1
252,Linnea Passing,Nina Hubig,1
253,Linnea Passing,Thomas Neumann 0001,1
254,Maximilian E. Schüle,Nina Hubig,1
255,Maximilian E. Schüle,Thomas Neumann 0001,1
256,Nina Hubig,Thomas Neumann 0001,1
257,Binxuan Huang,Kathleen M. Carley,1
258,Binxuan Huang,Wei Wei 0019,1
259,Binxuan Huang,Yan Zhang,1
260,Binxuan Huang,Yu Zhang 0044,1
261,Kathleen M. Carley,Wei Wei 0019,1
262,Kathleen M. Carley,Yan Zhang,1
263,Kathleen M. Carley,Yu Zhang 0044,1
264,Wei Wei 0019,Yan Zhang,1
265,Wei Wei 0019,Yu Zhang 0044,1
266,Yan Zhang,Yu Zhang 0044,1
267,Gaurav Baruah,Jimmy Lin,1
268,Gaurav Baruah,Richard McCreadie,1
269,Jimmy Lin,Richard McCreadie,1
270,Bingsheng He,Chiew Tong Lau,1
271,Bingsheng He,Xiaoli Du,1
272,Bingsheng He,Xuntao Cheng,1
273,Chiew Tong Lau,Xiaoli Du,1
274,Chiew Tong Lau,Xuntao Cheng,1
275,Xiaoli Du,Xuntao Cheng,1
276,Jianbo Ye,Min Yang 0007,1
277,Jianbo Ye,Wei Xu,1
278,Jianbo Ye,Wei Zhao,1
279,Jianbo Ye,Yabing Feng,1
280,Jianbo Ye,Yu Qiao 0001,1
281,Jianbo Ye,Zhou Zhao,1
282,Min Yang 0007,Wei Xu,1
283,Min Yang 0007,Wei Zhao,1
284,Min Yang 0007,Yabing Feng,1
285,Min Yang 0007,Yu Qiao 0001,1
286,Min Yang 0007,Zhou Zhao,2
287,Wei Xu,Wei Zhao,1
288,Wei Xu,Yabing Feng,1
289,Wei Xu,Yu Qiao 0001,1
290,Wei Xu,Zhou Zhao,1
291,Wei Zhao,Yabing Feng,1
292,Wei Zhao,Yu Qiao 0001,1
293,Wei Zhao,Zhou Zhao,1
294,Yabing Feng,Yu Qiao 0001,1
295,Yabing Feng,Zhou Zhao,1
296,Yu Qiao 0001,Zhou Zhao,1
297,Ermyas Abebe,Hoang Tam Vo,1
298,Ermyas Abebe,Lenin Mehedy,1
299,Ermyas Abebe,Mukesh K. Mohania,1
300,Hoang Tam Vo,Lenin Mehedy,1
301,Hoang Tam Vo,Mukesh K. Mohania,1
302,Lenin Mehedy,Mukesh K. Mohania,1
303,Manish Shukla 0001,Sachin Lodha,1
304,Manish Shukla 0001,Sutapa Mondal,1
305,Sachin Lodha,Sutapa Mondal,1
306,Arun V. Sathanur,Cliff A. Joslyn,1
307,Arun V. Sathanur,Sumit Purohit,1
308,Arun V. Sathanur,Sutanay Choudhury,1
309,Cliff A. Joslyn,Sumit Purohit,1
310,Cliff A. Joslyn,Sutanay Choudhury,1
311,Sumit Purohit,Sutanay Choudhury,2
312,Hui Wang 0030,Irwin King,1
313,Hui Wang 0030,Jiajun Cheng,1
314,Hui Wang 0030,Jiani Zhang 0001,1
315,Hui Wang 0030,Shenglin Zhao,1
316,Hui Wang 0030,Xin Zhang 0018,1
317,Irwin King,Jiajun Cheng,1
318,Irwin King,Jiani Zhang 0001,2
319,Irwin King,Shenglin Zhao,1
320,Irwin King,Xin Zhang 0018,1
321,Jiajun Cheng,Jiani Zhang 0001,1
322,Jiajun Cheng,Shenglin Zhao,1
323,Jiajun Cheng,Xin Zhang 0018,1
324,Jiani Zhang 0001,Shenglin Zhao,1
325,Jiani Zhang 0001,Xin Zhang 0018,1
326,Shenglin Zhao,Xin Zhang 0018,1
327,Anthony K. H. Tung,Beibei Zhang,1
328,Anthony K. H. Tung,Jisong Yang,1
329,Anthony K. H. Tung,Qi Liu,1
330,Anthony K. H. Tung,Weilong Huang,1
331,Anthony K. H. Tung,Xiaoli Wang,1
332,Anthony K. H. Tung,Yixuan Tang,1
333,Beibei Zhang,Jisong Yang,1
334,Beibei Zhang,Qi Liu,1
335,Beibei Zhang,Weilong Huang,1
336,Beibei Zhang,Xiaoli Wang,1
337,Beibei Zhang,Yixuan Tang,1
338,Jisong Yang,Qi Liu,1
339,Jisong Yang,Weilong Huang,1
340,Jisong Yang,Xiaoli Wang,1
341,Jisong Yang,Yixuan Tang,1
342,Qi Liu,Weilong Huang,1
343,Qi Liu,Xiaoli Wang,1
344,Qi Liu,Yixuan Tang,1
345,Weilong Huang,Xiaoli Wang,1
346,Weilong Huang,Yixuan Tang,1
347,Xiaoli Wang,Yixuan Tang,1
348,Mohammad Hossein Namaki,Peng Lin,2
349,Mohammad Hossein Namaki,Qi Song,1
350,Mohammad Hossein Namaki,Tingjian Ge,1
351,Mohammad Hossein Namaki,Yinghui Wu,2
352,Peng Lin,Qi Song,1
353,Peng Lin,Tingjian Ge,1
354,Peng Lin,Yinghui Wu,2
355,Qi Song,Tingjian Ge,1
356,Qi Song,Yinghui Wu,1
357,Tingjian Ge,Yinghui Wu,1
358,Lili Mou,Zhao Meng,1
359,Lili Mou,Zhi Jin,1
360,Zhao Meng,Zhi Jin,1
361,Inderjit S. Dhillon,Joyce Jiyoung Whang,1
362,Ali Anaissi,Nguyen Lu Dang Khoa,1
363,Ali Anaissi,Yang Wang,1
364,Nguyen Lu Dang Khoa,Yang Wang,1
365,Jaehyuk Cha,Sang-Wook Kim,1
366,Jaehyuk Cha,Wan D. Bae,1
367,Jaehyuk Cha,Yong-Yeon Jo,1
368,Jaehyuk Cha,Yoonsuk Kang,1
369,Sang-Wook Kim,Wan D. Bae,1
370,Sang-Wook Kim,Yong-Yeon Jo,1
371,Sang-Wook Kim,Yoonsuk Kang,1
372,Wan D. Bae,Yong-Yeon Jo,1
373,Wan D. Bae,Yoonsuk Kang,1
374,Yong-Yeon Jo,Yoonsuk Kang,1
375,Ahmed El Kholy,Ahmed Hassan Awadallah,1
376,Ahmed El Kholy,Emine Yilmaz,1
377,Ahmed El Kholy,Imed Zitouni,1
378,Ahmed El Kholy,Madian Khabsa,1
379,Ahmed El Kholy,Milad Shokouhi,1
380,Ahmed El Kholy,Rishabh Mehrotra,1
381,Ahmed Hassan Awadallah,Emine Yilmaz,1
382,Ahmed Hassan Awadallah,Imed Zitouni,2
383,Ahmed Hassan Awadallah,Madian Khabsa,2
384,Ahmed Hassan Awadallah,Milad Shokouhi,1
385,Ahmed Hassan Awadallah,Rishabh Mehrotra,1
386,Emine Yilmaz,Imed Zitouni,1
387,Emine Yilmaz,Madian Khabsa,1
388,Emine Yilmaz,Milad Shokouhi,1
389,Emine Yilmaz,Rishabh Mehrotra,2
390,Imed Zitouni,Madian Khabsa,1
391,Imed Zitouni,Milad Shokouhi,1
392,Imed Zitouni,Rishabh Mehrotra,1
393,Madian Khabsa,Milad Shokouhi,1
394,Madian Khabsa,Rishabh Mehrotra,1
395,Milad Shokouhi,Rishabh Mehrotra,1
396,Behrooz Mansouri,Farhad Oroumchian,1
397,Behrooz Mansouri,Maseud Rahgozar,1
398,Behrooz Mansouri,Mohammad Sadegh Zahedi,1
399,Behrooz Mansouri,Ricardo Campos 0001,1
400,Farhad Oroumchian,Maseud Rahgozar,1
401,Farhad Oroumchian,Mohammad Sadegh Zahedi,1
402,Farhad Oroumchian,Ricardo Campos 0001,1
403,Maseud Rahgozar,Mohammad Sadegh Zahedi,1
404,Maseud Rahgozar,Ricardo Campos 0001,1
405,Mohammad Sadegh Zahedi,Ricardo Campos 0001,1
406,David Hahn,Felix Naumann,1
407,David Hahn,Marius Walter,1
408,David Hahn,Sebastian Kruse 0001,1
409,Felix Naumann,Marius Walter,1
410,Felix Naumann,Sebastian Kruse 0001,1
411,Marius Walter,Sebastian Kruse 0001,1
412,Jing Li,Jun Ma 0001,1
413,Jing Li,Pengjie Ren,1
414,Jing Li,Tao Lian,1
415,Jing Li,Zhaochun Ren,1
416,Jing Li,Zhumin Chen,1
417,Jun Ma 0001,Pengjie Ren,1
418,Jun Ma 0001,Tao Lian,1
419,Jun Ma 0001,Zhaochun Ren,1
420,Jun Ma 0001,Zhumin Chen,1
421,Pengjie Ren,Tao Lian,1
422,Pengjie Ren,Zhaochun Ren,1
423,Pengjie Ren,Zhumin Chen,1
424,Tao Lian,Zhaochun Ren,1
425,Tao Lian,Zhumin Chen,1
426,Zhaochun Ren,Zhumin Chen,1
427,Chenguang Wang,Haoran Li 0003,1
428,Chenguang Wang,Jiawei Han 0001,1
429,Chenguang Wang,Ming Zhang 0004,1
430,Chenguang Wang,Yangqiu Song,1
431,Chenguang Wang,Yizhou Sun,1
432,Haoran Li 0003,Jiawei Han 0001,1
433,Haoran Li 0003,Ming Zhang 0004,1
434,Haoran Li 0003,Yangqiu Song,1
435,Haoran Li 0003,Yizhou Sun,1
436,Jiawei Han 0001,Ming Zhang 0004,2
437,Jiawei Han 0001,Yangqiu Song,1
438,Jiawei Han 0001,Yizhou Sun,1
439,Ming Zhang 0004,Yangqiu Song,1
440,Ming Zhang 0004,Yizhou Sun,1
441,Yangqiu Song,Yizhou Sun,1
442,Ameet Talwalkar,Ariyam Das,1
443,Ameet Talwalkar,Ishan Upadhyaya,1
444,Ameet Talwalkar,Xiangrui Meng,1
445,Ariyam Das,Ishan Upadhyaya,1
446,Ariyam Das,Xiangrui Meng,1
447,Ishan Upadhyaya,Xiangrui Meng,1
448,Xian Teng,Xidao Wen,1
449,Xian Teng,Yu-Ru Lin,1
450,Xidao Wen,Yu-Ru Lin,1
451,Andrew Yates,Luca Soldaini,1
452,Andrew Yates,Nazli Goharian,1
453,Luca Soldaini,Nazli Goharian,1
454,Chenliang Li,Qiang Chen,1
455,Chenliang Li,Wenjie Li 0002,1
456,Qiang Chen,Wenjie Li 0002,1
457,Dongyan Zhao 0001,Jeffrey Xu Yu,1
458,Dongyan Zhao 0001,Lei Zou 0001,1
459,Dongyan Zhao 0001,Shuo Han,1
460,Jeffrey Xu Yu,Lei Zou 0001,2
461,Jeffrey Xu Yu,Shuo Han,1
462,Lei Zou 0001,Shuo Han,1
463,Hong Gao 0001,Hongzhi Wang 0001,1
464,Hong Gao 0001,Jianzhong Li 0001,2
465,Hong Gao 0001,Xiangying Chen,1
466,Hong Gao 0001,Xiaoou Ding,1
467,Hongzhi Wang 0001,Jianzhong Li 0001,1
468,Hongzhi Wang 0001,Xiangying Chen,1
469,Hongzhi Wang 0001,Xiaoou Ding,1
470,Jianzhong Li 0001,Xiangying Chen,1
471,Jianzhong Li 0001,Xiaoou Ding,1
472,Xiangying Chen,Xiaoou Ding,1
473,Xiangnan Kong,Yangyong Zhu,1
474,Xiangnan Kong,Yao Zhang 0009,1
475,Xiangnan Kong,Yun Xiong,1
476,Yangyong Zhu,Yao Zhang 0009,1
477,Yangyong Zhu,Yun Xiong,1
478,Yao Zhang 0009,Yun Xiong,1
479,Björn Buchhold,Hannah Bast,1
480,Sara Mumtaz,Xiaoyang Wang,1
481,Arif Arman,Farhana Murtaza Choudhury,1
482,Arif Arman,Kaysar Abdullah,1
483,Arif Arman,Mohammed Eunus Ali,1
484,Farhana Murtaza Choudhury,Kaysar Abdullah,1
485,Farhana Murtaza Choudhury,Mohammed Eunus Ali,1
486,Kaysar Abdullah,Mohammed Eunus Ali,1
487,Liangzhen Xia,Minlan Yu,1
488,Liangzhen Xia,Nesreen K. Ahmed,1
489,Liangzhen Xia,Nick G. Duffield,1
490,Liangzhen Xia,Yunhong Xu,1
491,Minlan Yu,Nesreen K. Ahmed,1
492,Minlan Yu,Nick G. Duffield,1
493,Minlan Yu,Yunhong Xu,1
494,Nesreen K. Ahmed,Nick G. Duffield,1
495,Nesreen K. Ahmed,Yunhong Xu,1
496,Nick G. Duffield,Yunhong Xu,1
497,Harrie Oosterhuis,Maarten de Rijke,2
498,Shuiwang Ji,Xia Hu,1
499,Erees Queen B. Macabebe,Felan Carlo C. Garcia,1
500,Binghui Wang,Meng Pang,1
501,Binghui Wang,Risheng Liu,1
502,Binghui Wang,Yiu-ming Cheung,1
503,Meng Pang,Risheng Liu,1
504,Meng Pang,Yiu-ming Cheung,1
505,Risheng Liu,Yiu-ming Cheung,1
506,Hongwei Wang 0004,Jia Wang,1
507,Hongwei Wang 0004,Jiannong Cao 0001,1
508,Hongwei Wang 0004,Miao Zhao,1
509,Hongwei Wang 0004,Minyi Guo,1
510,Jia Wang,Jiannong Cao 0001,1
511,Jia Wang,Miao Zhao,1
512,Jia Wang,Minyi Guo,1
513,Jiannong Cao 0001,Miao Zhao,1
514,Jiannong Cao 0001,Minyi Guo,1
515,Miao Zhao,Minyi Guo,1
516,Hongjian Wang 0002,Zhenhui Li,1
517,Ayush Patwari,Dan Goldwasser,1
518,Ayush Patwari,Saurabh Bagchi,1
519,Dan Goldwasser,Saurabh Bagchi,1
520,Ee-Peng Lim,Wen-Haw Chong,2
521,Bo Xu 0009,Hongfei Lin,1
522,Bo Xu 0009,Kan Xu,1
523,Bo Xu 0009,Yuan Lin 0001,1
524,Hongfei Lin,Kan Xu,1
525,Hongfei Lin,Yuan Lin 0001,1
526,Kan Xu,Yuan Lin 0001,1
527,Bai Long,Enhong Chen,1
528,Bai Long,Haiping Ma,1
529,Bai Long,Qi Liu 0003,1
530,Bai Long,Zai Huang,1
531,Bai Long,Zhen Pan,1
532,Enhong Chen,Haiping Ma,1
533,Enhong Chen,Qi Liu 0003,3
534,Enhong Chen,Zai Huang,1
535,Enhong Chen,Zhen Pan,1
536,Haiping Ma,Qi Liu 0003,1
537,Haiping Ma,Zai Huang,1
538,Haiping Ma,Zhen Pan,1
539,Qi Liu 0003,Zai Huang,1
540,Qi Liu 0003,Zhen Pan,1
541,Zai Huang,Zhen Pan,1
542,Leong Hou U,Siyuan Wu,1
543,Leong Hou U,Sourav S. Bhowmick,1
544,Leong Hou U,Wolfgang Gatterbauer,1
545,Siyuan Wu,Sourav S. Bhowmick,1
546,Siyuan Wu,Wolfgang Gatterbauer,1
547,Sourav S. Bhowmick,Wolfgang Gatterbauer,1
548,Enrique Alfonseca,Mostafa Dehghani 0001,1
549,Enrique Alfonseca,Pascal Fleury,1
550,Enrique Alfonseca,Sascha Rothe,1
551,Mostafa Dehghani 0001,Pascal Fleury,1
552,Mostafa Dehghani 0001,Sascha Rothe,1
553,Pascal Fleury,Sascha Rothe,1
554,Evgeny Kharlamov,Gulnar Mehdi,2
555,Evgeny Kharlamov,Guohui Xiao 0001,2
556,Evgeny Kharlamov,Mikhail Roshchin,2
557,Evgeny Kharlamov,Ognjen Savkovic,2
558,Evgeny Kharlamov,Rafael Peñaloza,1
559,Gulnar Mehdi,Guohui Xiao 0001,2
560,Gulnar Mehdi,Ian Horrocks,2
561,Gulnar Mehdi,Mikhail Roshchin,2
562,Gulnar Mehdi,Ognjen Savkovic,2
563,Gulnar Mehdi,Rafael Peñaloza,1
564,Guohui Xiao 0001,Ian Horrocks,2
565,Guohui Xiao 0001,Mikhail Roshchin,2
566,Guohui Xiao 0001,Ognjen Savkovic,2
567,Guohui Xiao 0001,Rafael Peñaloza,1
568,Ian Horrocks,Mikhail Roshchin,2
569,Ian Horrocks,Ognjen Savkovic,2
570,Ian Horrocks,Rafael Peñaloza,1
571,Mikhail Roshchin,Ognjen Savkovic,2
572,Mikhail Roshchin,Rafael Peñaloza,1
573,Ognjen Savkovic,Rafael Peñaloza,1
574,Mukul Gupta,Pradeep Kumar 0001,1
575,Mukul Gupta,Rajhans Mishra,1
576,Pradeep Kumar 0001,Rajhans Mishra,1
577,Mong-Li Lee,Wee-Yong Lim,1
578,Mong-Li Lee,Wynne Hsu,1
579,Wee-Yong Lim,Wynne Hsu,1
580,H. T. Kung 0001,Miriam Cha,1
581,H. T. Kung 0001,Youngjune Gwon,1
582,Miriam Cha,Youngjune Gwon,1
583,Chang-Tien Lu,Gang Wang 0011,1
584,Chang-Tien Lu,Naren Ramakrishnan,2
