,From,To,Weight
2353,Gautam Das 0001,Md Farhadur Rahman,1
2354,Gautam Das 0001,Nick Koudas,1
2355,Md Farhadur Rahman,Nick Koudas,1
2356,Ashish Goel,David Marn,1
2357,Ashish Goel,Kamesh Munagala,1
2358,Ashish Goel,Nikhil Garg,1
2359,Ashish Goel,Vijay Kamble,1
2360,David Marn,Kamesh Munagala,1
2361,David Marn,Nikhil Garg,1
2362,David Marn,Vijay Kamble,1
2363,Kamesh Munagala,Nikhil Garg,1
2364,Kamesh Munagala,Vijay Kamble,1
2365,Nikhil Garg,Vijay Kamble,1
2366,Anthony Kim,Mohammad Mahdian,1
2367,Anthony Kim,Santiago R. Balseiro,1
2368,Anthony Kim,Vahab S. Mirrokni,1
2369,Mohammad Mahdian,Santiago R. Balseiro,1
2370,Mohammad Mahdian,Vahab S. Mirrokni,1
2371,Santiago R. Balseiro,Vahab S. Mirrokni,1
2372,Alex Libov,Ariel Raviv,2
2373,Alex Libov,David Carmel,2
2374,Alex Libov,Liane Lewin-Eytan,2
2375,Alex Libov,Yoelle Maarek,2
2376,Ariel Raviv,David Carmel,2
2377,Ariel Raviv,Liane Lewin-Eytan,2
2378,Ariel Raviv,Yoelle Maarek,2
2379,David Carmel,Liane Lewin-Eytan,2
2380,David Carmel,Yoelle Maarek,2
2381,Liane Lewin-Eytan,Yoelle Maarek,2
2382,Enrico Mariconti,Gianluca Stringhini,1
2383,Enrico Mariconti,Jeremiah Onaolapo,1
2384,Enrico Mariconti,Manuel Egele,1
2385,Enrico Mariconti,Nick Nikiforakis,1
2386,Enrico Mariconti,Nicolas Nikiforou,1
2387,Enrico Mariconti,Syed Sharique Ahmad,1
2388,Gianluca Stringhini,Jeremiah Onaolapo,2
2389,Gianluca Stringhini,Manuel Egele,1
2390,Gianluca Stringhini,Nick Nikiforakis,1
2391,Gianluca Stringhini,Nicolas Nikiforou,1
2392,Gianluca Stringhini,Syed Sharique Ahmad,1
2393,Jeremiah Onaolapo,Manuel Egele,1
2394,Jeremiah Onaolapo,Nick Nikiforakis,1
2395,Jeremiah Onaolapo,Nicolas Nikiforou,1
2396,Jeremiah Onaolapo,Syed Sharique Ahmad,1
2397,Manuel Egele,Nick Nikiforakis,1
2398,Manuel Egele,Nicolas Nikiforou,1
2399,Manuel Egele,Syed Sharique Ahmad,1
2400,Nick Nikiforakis,Nicolas Nikiforou,1
2401,Nick Nikiforakis,Syed Sharique Ahmad,1
2402,Nicolas Nikiforou,Syed Sharique Ahmad,1
2403,Jure Leskovec,Justin Cheng,1
2404,Jure Leskovec,Srijan Kumar,1
2405,Jure Leskovec,V. S. Subrahmanian,1
2406,Justin Cheng,Srijan Kumar,1
2407,Justin Cheng,V. S. Subrahmanian,1
2408,Srijan Kumar,V. S. Subrahmanian,1
2409,Cecilia Mascolo,Gillian M. Sandstrom,1
2410,Cecilia Mascolo,Kiran K. Rachuri,1
2411,Cecilia Mascolo,Neal Lathia,1
2412,Cecilia Mascolo,Peter J. Rentfrow,1
2413,Cecilia Mascolo,Sandra Servia Rodríguez,1
2414,Gillian M. Sandstrom,Kiran K. Rachuri,1
2415,Gillian M. Sandstrom,Neal Lathia,1
2416,Gillian M. Sandstrom,Peter J. Rentfrow,1
2417,Gillian M. Sandstrom,Sandra Servia Rodríguez,1
2418,Kiran K. Rachuri,Neal Lathia,1
2419,Kiran K. Rachuri,Peter J. Rentfrow,1
2420,Kiran K. Rachuri,Sandra Servia Rodríguez,1
2421,Neal Lathia,Peter J. Rentfrow,1
2422,Neal Lathia,Sandra Servia Rodríguez,1
2423,Peter J. Rentfrow,Sandra Servia Rodríguez,1
2424,Ellery Wulczyn,Florian Lemmerich,1
2425,Ellery Wulczyn,Jure Leskovec,1
2426,Ellery Wulczyn,Leila Zia,1
2427,Ellery Wulczyn,Markus Strohmaier,1
2428,Ellery Wulczyn,Philipp Singer,1
2429,Ellery Wulczyn,Robert West 0001,1
2430,Florian Lemmerich,Jure Leskovec,1
2431,Florian Lemmerich,Leila Zia,1
2432,Florian Lemmerich,Markus Strohmaier,3
2433,Florian Lemmerich,Philipp Singer,2
2434,Florian Lemmerich,Robert West 0001,1
2435,Jure Leskovec,Leila Zia,1
2436,Jure Leskovec,Markus Strohmaier,1
2437,Jure Leskovec,Philipp Singer,1
2438,Jure Leskovec,Robert West 0001,1
2439,Leila Zia,Markus Strohmaier,1
2440,Leila Zia,Philipp Singer,1
2441,Leila Zia,Robert West 0001,1
2442,Markus Strohmaier,Philipp Singer,3
2443,Markus Strohmaier,Robert West 0001,1
2444,Philipp Singer,Robert West 0001,1
2445,Ellery Wulczyn,Lucas Dixon,1
2446,Ellery Wulczyn,Nithum Thain,1
2447,Lucas Dixon,Nithum Thain,1
2448,Fahad R. Dogar,Mamoon Raja,1
2449,Fahad R. Dogar,Osama Haq,1
2450,Mamoon Raja,Osama Haq,1
2451,Feng Chen 0001,Hongyi Huang,1
2452,Feng Chen 0001,Jianxin Li,1
2453,Feng Chen 0001,Minglai Shao,1
2454,Feng Chen 0001,Shuai Zhang,1
2455,Feng Chen 0001,Xunxun Chen,1
2456,Hongyi Huang,Jianxin Li,1
2457,Hongyi Huang,Minglai Shao,1
2458,Hongyi Huang,Shuai Zhang,1
2459,Hongyi Huang,Xunxun Chen,1
2460,Jianxin Li,Minglai Shao,1
2461,Jianxin Li,Shuai Zhang,1
2462,Jianxin Li,Xunxun Chen,1
2463,Minglai Shao,Shuai Zhang,1
2464,Minglai Shao,Xunxun Chen,1
2465,Shuai Zhang,Xunxun Chen,1
2466,Ali Pinar,C. Seshadhri,1
2467,Ali Pinar,Vaidyanathan Vishal,1
2468,C. Seshadhri,Vaidyanathan Vishal,1
2469,Mark A. Musen,Maulik R. Kamdar,1
2470,Elias P. Papadopoulos,Evangelos P. Markatos,1
2471,Elias P. Papadopoulos,Michalis Diamantaris,1
2472,Elias P. Papadopoulos,Panagiotis Papadopoulos,1
2473,Elias P. Papadopoulos,Sotiris Ioannidis,1
2474,Elias P. Papadopoulos,Thanasis Petsas,1
2475,Evangelos P. Markatos,Michalis Diamantaris,1
2476,Evangelos P. Markatos,Panagiotis Papadopoulos,1
2477,Evangelos P. Markatos,Sotiris Ioannidis,1
2478,Evangelos P. Markatos,Thanasis Petsas,1
2479,Michalis Diamantaris,Panagiotis Papadopoulos,1
2480,Michalis Diamantaris,Sotiris Ioannidis,1
2481,Michalis Diamantaris,Thanasis Petsas,1
2482,Panagiotis Papadopoulos,Sotiris Ioannidis,1
2483,Panagiotis Papadopoulos,Thanasis Petsas,1
2484,Sotiris Ioannidis,Thanasis Petsas,1
2485,Liangjie Hong,Qian Zhao,1
2486,Qian Zhao,Yue Shi,1
2487,Eric Horvitz,Jamie Zeitzer,1
2488,Eric Horvitz,Ryen W. White,1
2489,Eric Horvitz,Tim Althoff,1
2490,Jamie Zeitzer,Ryen W. White,1
2491,Jamie Zeitzer,Tim Althoff,1
2492,Ryen W. White,Tim Althoff,1
2493,Cheng-Kang Hsieh,Deborah Estrin,1
2494,Cheng-Kang Hsieh,Longqi Yang,1
2495,Cheng-Kang Hsieh,Serge J. Belongie,1
2496,Cheng-Kang Hsieh,Tsung-Yi Lin,1
2497,Cheng-Kang Hsieh,Yin Cui,1
2498,Deborah Estrin,Longqi Yang,1
2499,Deborah Estrin,Serge J. Belongie,1
2500,Deborah Estrin,Tsung-Yi Lin,1
2501,Deborah Estrin,Yin Cui,1
2502,Longqi Yang,Serge J. Belongie,1
2503,Longqi Yang,Tsung-Yi Lin,1
2504,Longqi Yang,Yin Cui,1
2505,Serge J. Belongie,Tsung-Yi Lin,1
2506,Serge J. Belongie,Yin Cui,1
2507,Tsung-Yi Lin,Yin Cui,1
2508,Christoph Trattner,David Elsweiler,1
2509,B. Aditya Prakash,Karthik Subbian,1
2510,B. Aditya Prakash,Lada A. Adamic,1
2511,Karthik Subbian,Lada A. Adamic,1
2512,Adam Fourney,Meredith Ringel Morris,1
2513,Adam Fourney,Ryen W. White,1
2514,Meredith Ringel Morris,Ryen W. White,1
2515,Nick Nikiforakis,Oleksii Starov,1
2516,Chandra Krintz,Hiranya Jayathilaka,1
2517,Chandra Krintz,Rich Wolski,1
2518,Hiranya Jayathilaka,Rich Wolski,1
2519,Chun Chen 0001,Jiajun Bu,1
2520,Chun Chen 0001,Martin Ester,1
2521,Chun Chen 0001,Steven C. H. Hoi,1
2522,Chun Chen 0001,Xin Wang 0019,1
2523,Jiajun Bu,Martin Ester,1
2524,Jiajun Bu,Steven C. H. Hoi,1
2525,Jiajun Bu,Xin Wang 0019,1
2526,Chi-Hsuan Huang,Chu-Cheng Hsieh,1
2527,Chi-Hsuan Huang,Kun-Ta Chuang,1
2528,Chi-Hsuan Huang,Ying-Chun Lin,1
2529,Chi-Hsuan Huang,Yu-Chen Shu,1
2530,Chu-Cheng Hsieh,Kun-Ta Chuang,1
2531,Chu-Cheng Hsieh,Ying-Chun Lin,1
2532,Chu-Cheng Hsieh,Yu-Chen Shu,1
2533,Kun-Ta Chuang,Ying-Chun Lin,1
2534,Kun-Ta Chuang,Yu-Chen Shu,1
2535,Ying-Chun Lin,Yu-Chen Shu,1
2536,Anlei Dong,Hongbo Deng,1
2537,Anlei Dong,Hongyuan Zha,1
2538,Anlei Dong,Liangda Li,1
2539,Anlei Dong,Ricardo Baeza-Yates,1
2540,Anlei Dong,Yi Chang 0001,1
2541,Hongbo Deng,Hongyuan Zha,1
2542,Hongbo Deng,Liangda Li,1
2543,Hongbo Deng,Ricardo Baeza-Yates,1
2544,Hongbo Deng,Yi Chang 0001,1
2545,Hongyuan Zha,Liangda Li,1
2546,Hongyuan Zha,Ricardo Baeza-Yates,1
2547,Hongyuan Zha,Yi Chang 0001,1
2548,Liangda Li,Ricardo Baeza-Yates,1
2549,Liangda Li,Yi Chang 0001,1
2550,Ricardo Baeza-Yates,Yi Chang 0001,1
2551,Bryan Hooi,Tsubasa Takahashi 0001,1
2552,Christos Faloutsos,Tsubasa Takahashi 0001,1
2553,Andrew Trotman,David Goldberg 0001,1
2554,Andrew Trotman,Wei Min,1
2555,Andrew Trotman,Xiao Wang,1
2556,Andrew Trotman,Zongru Wan,1
2557,David Goldberg 0001,Wei Min,1
2558,David Goldberg 0001,Xiao Wang,1
2559,David Goldberg 0001,Zongru Wan,1
2560,Wei Min,Xiao Wang,1
2561,Wei Min,Zongru Wan,1
2562,Xiao Wang,Zongru Wan,1
2563,Isabel Valera,Krishna P. Gummadi,1
2564,Isabel Valera,Manuel Gomez-Rodriguez,3
2565,Isabel Valera,Muhammad Bilal Zafar,1
2566,Krishna P. Gummadi,Manuel Gomez-Rodriguez,1
2567,Krishna P. Gummadi,Muhammad Bilal Zafar,1
2568,Manuel Gomez-Rodriguez,Muhammad Bilal Zafar,1
2569,Bhaskar Mitra,Fernando Diaz 0001,1
2570,Bhaskar Mitra,Nick Craswell,1
2571,Fernando Diaz 0001,Nick Craswell,1
2572,Daniel J. Liebling,Nick Craswell,1
2573,Daniel J. Liebling,Qingyao Ai,1
2574,Daniel J. Liebling,Susan T. Dumais,1
2575,Nick Craswell,Qingyao Ai,1
2576,Nick Craswell,Susan T. Dumais,1
2577,Qingyao Ai,Susan T. Dumais,1
2578,Andrzej Pacuk,Karol Wegrzycki,1
2579,Andrzej Pacuk,Piotr Sankowski,1
2580,Andrzej Pacuk,Piotr Wygocki,1
2581,Karol Wegrzycki,Piotr Sankowski,1
2582,Karol Wegrzycki,Piotr Wygocki,1
2583,Piotr Sankowski,Piotr Wygocki,1
2584,Alan Ritter,Alexander Konovalov 0003,1
2585,Alan Ritter,Benjamin Strauss,1
2586,Alan Ritter,Brendan O'Connor,1
2587,Alexander Konovalov 0003,Benjamin Strauss,1
2588,Alexander Konovalov 0003,Brendan O'Connor,1
2589,Benjamin Strauss,Brendan O'Connor,1
2590,Avradeep Bhowmik,Joydeep Ghosh,1
2591,Ermyas Abebe,Jey Han Lau,1
2592,Ermyas Abebe,Quan Z. Sheng,1
2593,Ermyas Abebe,Wei Emma Zhang,1
2594,Jey Han Lau,Quan Z. Sheng,1
2595,Jey Han Lau,Wei Emma Zhang,1
2596,Quan Z. Sheng,Wei Emma Zhang,1
2597,Henrique Moniz,Johannes Gehrke,1
2598,Henrique Moniz,João Leitão 0001,1
2599,Henrique Moniz,Nuno M. Preguiça,1
2600,Henrique Moniz,Ricardo J. Dias,1
2601,Henrique Moniz,Rodrigo Rodrigues 0001,1
2602,Johannes Gehrke,João Leitão 0001,1
2603,Johannes Gehrke,Nuno M. Preguiça,1
2604,Johannes Gehrke,Ricardo J. Dias,1
2605,Johannes Gehrke,Rodrigo Rodrigues 0001,1
2606,João Leitão 0001,Nuno M. Preguiça,2
2607,João Leitão 0001,Ricardo J. Dias,1
2608,João Leitão 0001,Rodrigo Rodrigues 0001,1
2609,Nuno M. Preguiça,Ricardo J. Dias,1
2610,Nuno M. Preguiça,Rodrigo Rodrigues 0001,1
2611,Ricardo J. Dias,Rodrigo Rodrigues 0001,1
2612,Giovanni Campagna,Michael Fischer 0010,1
2613,Giovanni Campagna,Monica S. Lam,1
2614,Giovanni Campagna,Rakesh Ramesh,1
2615,Giovanni Campagna,Silei Xu,1
2616,Michael Fischer 0010,Monica S. Lam,1
2617,Michael Fischer 0010,Rakesh Ramesh,1
2618,Michael Fischer 0010,Silei Xu,1
2619,Monica S. Lam,Rakesh Ramesh,1
2620,Monica S. Lam,Silei Xu,1
2621,Rakesh Ramesh,Silei Xu,1
2622,Depeng Jin,Fengli Xu,1
2623,Depeng Jin,Pengyu Zhang,1
2624,Depeng Jin,Xiaoming Fu 0001,1
2625,Depeng Jin,Zhen Tu,1
2626,Fengli Xu,Pengyu Zhang,1
2627,Fengli Xu,Xiaoming Fu 0001,1
2628,Fengli Xu,Yong Li 0008,1
2629,Fengli Xu,Zhen Tu,1
2630,Pengyu Zhang,Xiaoming Fu 0001,1
2631,Pengyu Zhang,Yong Li 0008,1
2632,Pengyu Zhang,Zhen Tu,1
2633,Xiaoming Fu 0001,Yong Li 0008,1
2634,Xiaoming Fu 0001,Zhen Tu,1
2635,Yong Li 0008,Zhen Tu,1
2636,Aston Zhang,Shaohan Hu,1
2637,Aston Zhang,Shuochao Yao,1
2638,Aston Zhang,Tarek F. Abdelzaher,1
2639,Aston Zhang,Yiran Zhao,1
2640,Shaohan Hu,Shuochao Yao,2
2641,Shaohan Hu,Tarek F. Abdelzaher,2
2642,Shaohan Hu,Yiran Zhao,2
2643,Shuochao Yao,Tarek F. Abdelzaher,2
2644,Shuochao Yao,Yiran Zhao,2
2645,Tarek F. Abdelzaher,Yiran Zhao,2
2646,Charalampos Mavroforakis,Isabel Valera,1
2647,Charalampos Mavroforakis,Manuel Gomez-Rodriguez,1
2648,Arnab Bhattacharya 0001,Pratik Nayek,1
2649,Arnab Bhattacharya 0001,Sourav Dutta 0001,1
2650,Pratik Nayek,Sourav Dutta 0001,1
2651,Di Wang,Dimitrios Lymberopoulos,1
2652,Di Wang,Jie Liu 0001,1
2653,Di Wang,Julian J. McAuley,1
2654,Di Wang,Justin Rao,1
2655,Di Wang,Matt Taddy,1
2656,Di Wang,Matthew Goldman,1
2657,Di Wang,Mengting Wan,1
2658,Dimitrios Lymberopoulos,Jie Liu 0001,1
2659,Dimitrios Lymberopoulos,Julian J. McAuley,1
2660,Dimitrios Lymberopoulos,Justin Rao,1
2661,Dimitrios Lymberopoulos,Matt Taddy,1
2662,Dimitrios Lymberopoulos,Matthew Goldman,1
2663,Dimitrios Lymberopoulos,Mengting Wan,1
2664,Jie Liu 0001,Julian J. McAuley,1
2665,Jie Liu 0001,Justin Rao,1
2666,Jie Liu 0001,Matt Taddy,1
2667,Jie Liu 0001,Matthew Goldman,1
2668,Jie Liu 0001,Mengting Wan,1
2669,Julian J. McAuley,Justin Rao,1
2670,Julian J. McAuley,Matt Taddy,1
2671,Julian J. McAuley,Matthew Goldman,1
2672,Julian J. McAuley,Mengting Wan,1
2673,Justin Rao,Matt Taddy,1
2674,Justin Rao,Matthew Goldman,1
2675,Justin Rao,Mengting Wan,1
2676,Matt Taddy,Matthew Goldman,1
2677,Matt Taddy,Mengting Wan,1
2678,Matthew Goldman,Mengting Wan,1
2679,Bo Han 0001,Feng Qian 0001,1
2680,Bo Han 0001,Sanae Rosen,1
2681,Bo Han 0001,Shuai Hao,1
2682,Bo Han 0001,Zhuoqing Morley Mao,1
2683,Feng Qian 0001,Sanae Rosen,1
2684,Feng Qian 0001,Shuai Hao,1
2685,Feng Qian 0001,Zhuoqing Morley Mao,1
2686,Sanae Rosen,Shuai Hao,1
2687,Sanae Rosen,Zhuoqing Morley Mao,1
2688,Shuai Hao,Zhuoqing Morley Mao,1
2689,Lin Qiu,Noémie Elhadad,1
2690,Lin Qiu,Shaodian Zhang,1
2691,Lin Qiu,Tian Kang,1
2692,Lin Qiu,Weinan Zhang 0001,1
2693,Lin Qiu,Yong Yu 0001,1
2694,Noémie Elhadad,Shaodian Zhang,1
2695,Noémie Elhadad,Tian Kang,1
2696,Noémie Elhadad,Weinan Zhang 0001,1
2697,Noémie Elhadad,Yong Yu 0001,1
2698,Shaodian Zhang,Tian Kang,1
2699,Shaodian Zhang,Weinan Zhang 0001,1
2700,Shaodian Zhang,Yong Yu 0001,1
2701,Tian Kang,Weinan Zhang 0001,1
2702,Tian Kang,Yong Yu 0001,1
2703,Jun Hu,Ping Li 0001,2
2704,Cristian Danescu-Niculescu-Mizil,Jon M. Kleinberg,2
2705,Cristian Danescu-Niculescu-Mizil,Rahmtin Rotabi,2
2706,Jon M. Kleinberg,Rahmtin Rotabi,3
2707,Emanuele Della Valle,Felix Xavier Acero Salazar,1
2708,Emanuele Della Valle,Marco Brambilla 0001,1
2709,Emanuele Della Valle,Riccardo Volonterio,1
2710,Emanuele Della Valle,Stefano Ceri,1
2711,Felix Xavier Acero Salazar,Marco Brambilla 0001,1
2712,Felix Xavier Acero Salazar,Riccardo Volonterio,1
2713,Felix Xavier Acero Salazar,Stefano Ceri,1
2714,Marco Brambilla 0001,Riccardo Volonterio,1
2715,Marco Brambilla 0001,Stefano Ceri,1
2716,Riccardo Volonterio,Stefano Ceri,1
2717,Gali Noti,Noam Nisan,1
2718,David M. Mimno,Jack Hessel,1
2719,David M. Mimno,Lillian Lee,1
2720,Jack Hessel,Lillian Lee,1
2721,Laks V. S. Lakshmanan,Naresh Kumar Kolloju,1
2722,Laks V. S. Lakshmanan,Ruben H. Zamar,1
2723,Laks V. S. Lakshmanan,Sihem Amer-Yahia,1
2724,Laks V. S. Lakshmanan,Sofia Kleisarchaki,1
2725,Naresh Kumar Kolloju,Ruben H. Zamar,1
2726,Naresh Kumar Kolloju,Sihem Amer-Yahia,1
2727,Naresh Kumar Kolloju,Sofia Kleisarchaki,1
2728,Ruben H. Zamar,Sihem Amer-Yahia,1
2729,Ruben H. Zamar,Sofia Kleisarchaki,1
2730,Sihem Amer-Yahia,Sofia Kleisarchaki,1
2731,Hamed Zamani,Michael Bendersky,1
2732,Hamed Zamani,Mingyang Zhang 0001,1
2733,Hamed Zamani,Xuanhui Wang,1
2734,Michael Bendersky,Mingyang Zhang 0001,1
2735,Michael Bendersky,Xuanhui Wang,1
2736,Mingyang Zhang 0001,Xuanhui Wang,1
2737,HyeongSik Kim,Kemafor Anyanwu,2
2738,HyeongSik Kim,Padmashree Ravindra,2
2739,Kemafor Anyanwu,Padmashree Ravindra,2
2740,Alessandro Vespignani,Daniela Paolotti,1
2741,Alessandro Vespignani,Daniela Perrotta,1
2742,Alessandro Vespignani,Michele Tizzoni,1
2743,Alessandro Vespignani,Nicola Perra,1
2744,Alessandro Vespignani,Qian Zhang 0016,1
2745,Daniela Paolotti,Daniela Perrotta,2
2746,Daniela Paolotti,Michele Tizzoni,2
2747,Daniela Paolotti,Nicola Perra,1
2748,Daniela Paolotti,Qian Zhang 0016,1
2749,Daniela Perrotta,Michele Tizzoni,2
2750,Daniela Perrotta,Nicola Perra,1
2751,Daniela Perrotta,Qian Zhang 0016,1
2752,Michele Tizzoni,Nicola Perra,1
2753,Michele Tizzoni,Qian Zhang 0016,1
2754,Nicola Perra,Qian Zhang 0016,1
2755,Alessandro Epasto,Morteza Zadimoghaddam,1
2756,Alessandro Epasto,Sergei Vassilvitskii,1
2757,Alessandro Epasto,Silvio Lattanzi,2
2758,Morteza Zadimoghaddam,Sergei Vassilvitskii,1
2759,Morteza Zadimoghaddam,Silvio Lattanzi,1
2760,Sergei Vassilvitskii,Silvio Lattanzi,2
2761,Honglin Yu,Lexing Xie,1
2762,Honglin Yu,Manuel Cebrián,1
2763,Honglin Yu,Marian-Andrei Rizoiu,1
2764,Honglin Yu,Pascal Van Hentenryck,1
2765,Honglin Yu,Scott Sanner,1
2766,Lexing Xie,Manuel Cebrián,1
2767,Lexing Xie,Marian-Andrei Rizoiu,2
2768,Lexing Xie,Pascal Van Hentenryck,1
2769,Lexing Xie,Scott Sanner,2
2770,Manuel Cebrián,Marian-Andrei Rizoiu,1
2771,Manuel Cebrián,Pascal Van Hentenryck,1
2772,Manuel Cebrián,Scott Sanner,1
2773,Marian-Andrei Rizoiu,Pascal Van Hentenryck,1
2774,Marian-Andrei Rizoiu,Scott Sanner,1
2775,Pascal Van Hentenryck,Scott Sanner,1
2776,Balint Miklos,Ivo Krka,1
2777,Balint Miklos,James B. Wendt,1
2778,Balint Miklos,Julia Proskurnia,1
2779,Balint Miklos,Lluis Garcia Pueyo,1
2780,Balint Miklos,Marc-Allen Cartright,1
2781,Balint Miklos,Tobias Kaufmann,1
2782,Ivo Krka,James B. Wendt,1
2783,Ivo Krka,Julia Proskurnia,1
2784,Ivo Krka,Lluis Garcia Pueyo,1
2785,Ivo Krka,Marc-Allen Cartright,1
2786,Ivo Krka,Tobias Kaufmann,1
2787,James B. Wendt,Julia Proskurnia,1
2788,James B. Wendt,Lluis Garcia Pueyo,1
2789,James B. Wendt,Marc-Allen Cartright,1
2790,James B. Wendt,Tobias Kaufmann,1
2791,Julia Proskurnia,Lluis Garcia Pueyo,1
2792,Julia Proskurnia,Marc-Allen Cartright,1
2793,Julia Proskurnia,Tobias Kaufmann,1
2794,Lluis Garcia Pueyo,Marc-Allen Cartright,1
2795,Lluis Garcia Pueyo,Tobias Kaufmann,1
2796,Marc-Allen Cartright,Tobias Kaufmann,1
2797,Jin-woo Kwon,Soo-Mook Moon,1
2798,Dimitris Serbos,Evaggelia Pitoura,1
2799,Dimitris Serbos,Nikos Mamoulis,1
2800,Dimitris Serbos,Panayiotis Tsaparas,1
2801,Dimitris Serbos,Shuyao Qi,1
2802,Evaggelia Pitoura,Nikos Mamoulis,1
2803,Evaggelia Pitoura,Panayiotis Tsaparas,1
2804,Evaggelia Pitoura,Shuyao Qi,1
2805,Nikos Mamoulis,Panayiotis Tsaparas,1
2806,Nikos Mamoulis,Shuyao Qi,1
2807,Panayiotis Tsaparas,Shuyao Qi,1
2808,Gao Cong,Tuan-Anh Nguyen Pham,1
2809,Gao Cong,Xutao Li,1
2810,Tuan-Anh Nguyen Pham,Xutao Li,1
2811,Hamid Nazerzadeh,Vahab S. Mirrokni,1
2812,Charalampos E. Tsourakakis,Jakub Pachocki,1
2813,Charalampos E. Tsourakakis,Michael Mitzenmacher,1
2814,Jakub Pachocki,Michael Mitzenmacher,1
2815,Arjun Mukherjee,Bing Liu 0001,1
2816,Arjun Mukherjee,Geli Fei,1
2817,Arjun Mukherjee,Huayi Li,1
2818,Arjun Mukherjee,Jidong Shao,1
2819,Arjun Mukherjee,Shuai Wang 0020,1
2820,Arjun Mukherjee,Weixiang Shao,1
2821,Bing Liu 0001,Geli Fei,1
2822,Bing Liu 0001,Huayi Li,1
2823,Bing Liu 0001,Jidong Shao,1
2824,Bing Liu 0001,Shuai Wang 0020,1
2825,Bing Liu 0001,Weixiang Shao,1
2826,Geli Fei,Huayi Li,1
2827,Geli Fei,Jidong Shao,1
2828,Geli Fei,Shuai Wang 0020,1
2829,Geli Fei,Weixiang Shao,1
2830,Huayi Li,Jidong Shao,1
2831,Huayi Li,Shuai Wang 0020,1
2832,Huayi Li,Weixiang Shao,1
2833,Jidong Shao,Shuai Wang 0020,1
2834,Jidong Shao,Weixiang Shao,1
2835,Shuai Wang 0020,Weixiang Shao,1
2836,Arjuna Sathiaseelan,Félix Cuadrado,1
2837,Arjuna Sathiaseelan,Gareth Tyson,1
2838,Arjuna Sathiaseelan,Ignacio Castro,1
2839,Arjuna Sathiaseelan,Shan Huang,1
2840,Arjuna Sathiaseelan,Steve Uhlig,1
2841,Arjuna Sathiaseelan,Vasile Claudiu Perta,1
2842,Félix Cuadrado,Gareth Tyson,1
2843,Félix Cuadrado,Ignacio Castro,1
2844,Félix Cuadrado,Shan Huang,1
2845,Félix Cuadrado,Steve Uhlig,1
2846,Félix Cuadrado,Vasile Claudiu Perta,1
2847,Gareth Tyson,Ignacio Castro,1
2848,Gareth Tyson,Shan Huang,1
2849,Gareth Tyson,Steve Uhlig,1
2850,Gareth Tyson,Vasile Claudiu Perta,1
2851,Ignacio Castro,Shan Huang,1
2852,Ignacio Castro,Steve Uhlig,1
2853,Ignacio Castro,Vasile Claudiu Perta,1
2854,Shan Huang,Steve Uhlig,1
2855,Shan Huang,Vasile Claudiu Perta,1
2856,Steve Uhlig,Vasile Claudiu Perta,1
2857,John Kolen,Kazi A. Zaman,1
2858,John Kolen,Magy Seif El-Nasr,1
2859,John Kolen,Navid Aghdaie,1
2860,John Kolen,Su Xue,1
2861,John Kolen,Yizhou Sun,1
2862,John Kolen,Zhengxing Chen,1
2863,Kazi A. Zaman,Magy Seif El-Nasr,1
2864,Kazi A. Zaman,Navid Aghdaie,1
2865,Kazi A. Zaman,Su Xue,1
2866,Kazi A. Zaman,Yizhou Sun,1
2867,Kazi A. Zaman,Zhengxing Chen,1
2868,Magy Seif El-Nasr,Navid Aghdaie,1
2869,Magy Seif El-Nasr,Su Xue,1
2870,Magy Seif El-Nasr,Yizhou Sun,1
2871,Magy Seif El-Nasr,Zhengxing Chen,1
2872,Navid Aghdaie,Su Xue,1
2873,Navid Aghdaie,Yizhou Sun,1
2874,Navid Aghdaie,Zhengxing Chen,1
2875,Su Xue,Yizhou Sun,1
2876,Su Xue,Zhengxing Chen,1
2877,Yizhou Sun,Zhengxing Chen,1
2878,Shang-Hua Teng,Wei Chen 0013,1
2879,C. Seshadhri,Shweta Jain 0003,1
2880,Mauro Sozio,Maximilien Danisch,1
2881,Mauro Sozio,T.-H. Hubert Chan,1
2882,Maximilien Danisch,T.-H. Hubert Chan,1
2883,Albert van der Linde,Annette Bieniusa,1
2884,Albert van der Linde,João Leitão 0001,1
2885,Albert van der Linde,Nuno M. Preguiça,1
2886,Albert van der Linde,Pedro Fouto,1
2887,Albert van der Linde,Santiago J. Castiñeira,1
2888,Annette Bieniusa,João Leitão 0001,1
2889,Annette Bieniusa,Nuno M. Preguiça,1
2890,Annette Bieniusa,Pedro Fouto,1
2891,Annette Bieniusa,Santiago J. Castiñeira,1
2892,João Leitão 0001,Pedro Fouto,1
2893,João Leitão 0001,Santiago J. Castiñeira,1
2894,Nuno M. Preguiça,Pedro Fouto,1
2895,Nuno M. Preguiça,Santiago J. Castiñeira,1
2896,Pedro Fouto,Santiago J. Castiñeira,1
2897,Alex Beutel,Ed Huai-hsin Chi,1
2898,Alex Beutel,Hubert Pham,1
2899,Alex Beutel,John R. Anderson,1
2900,Alex Beutel,Zhiyuan Cheng 0002,1
2901,Ed Huai-hsin Chi,Hubert Pham,1
2902,Ed Huai-hsin Chi,John R. Anderson,1
2903,Ed Huai-hsin Chi,Zhiyuan Cheng 0002,1
2904,Hubert Pham,John R. Anderson,1
2905,Hubert Pham,Zhiyuan Cheng 0002,1
