,From,To,Weight
9394,Boyang Li,Guoren Wang,1
9395,Boyang Li,Lei Chen 0002,1
9396,Boyang Li,Ye Yuan 0001,1
9397,Boyang Li,Yurong Cheng,1
9398,Guoren Wang,Lei Chen 0002,1
9399,Guoren Wang,Ye Yuan 0001,1
9400,Guoren Wang,Yurong Cheng,1
9401,Lei Chen 0002,Ye Yuan 0001,1
9402,Lei Chen 0002,Yurong Cheng,1
9403,Ye Yuan 0001,Yurong Cheng,1
9404,Charu C. Aggarwal,Jiliang Tang,1
9405,Charu C. Aggarwal,Yao Ma 0001,1
9406,Jiliang Tang,Suhang Wang,1
9407,Suhang Wang,Yao Ma 0001,1
9408,Lucas Pierce,Xiang Ren,1
9409,Lucas Pierce,Xiaolin Shi,1
9410,Lucas Pierce,Yozen Liu,1
9411,Xiang Ren,Xiaolin Shi,1
9412,Xiang Ren,Yozen Liu,1
9413,Xiaolin Shi,Yozen Liu,1
9414,Haifeng Jin,Qingquan Song,1
9415,Haifeng Jin,Xia Hu,1
9416,Chang-Dong Wang,Jian-Huang Lai,1
9417,Chang-Dong Wang,Ling Huang,1
9418,Chang-Dong Wang,Pei-Zhen Li,1
9419,Jian-Huang Lai,Ling Huang,1
9420,Jian-Huang Lai,Pei-Zhen Li,1
9421,Ling Huang,Pei-Zhen Li,1
9422,Chuxu Zhang,Xuchao Zhang,1
9423,Dawei Yin,Xuchao Zhang,1
9424,Jiashu Zhao,Xuchao Zhang,1
9425,Lei Chen 0002,Shimin Di,1
9426,Lei Chen 0002,Yanyan Shen,1
9427,Shimin Di,Yanyan Shen,1
9428,Guangde Chen,Rupesh Gupta,1
9429,Guangde Chen,Shipeng Yu,1
9430,Rupesh Gupta,Shipeng Yu,1
9431,Ebrahim Bagheri,Hossein Fani,1
9432,Fattane Zarrinkalam,Hossein Fani,1
9433,Gabriel Domínguez-Conde,Olga Liakhovich,1
9434,Jun Sakuma,Thien Q. Tran,1
9435,Jan Van Haaren,Jesse Davis,1
9436,Jan Van Haaren,Lotte Bransen,1
9437,Jan Van Haaren,Tom Decroos,1
9438,Jesse Davis,Lotte Bransen,1
9439,Jesse Davis,Tom Decroos,1
9440,Lotte Bransen,Tom Decroos,1
9441,Bing Qin 0001,Meng Jiang 0001,1
9442,Bing Qin 0001,Nitesh V. Chawla,1
9443,Bing Qin 0001,Tianwen Jiang,1
9444,Bing Qin 0001,Ting Liu 0001,1
9445,Bing Qin 0001,Tong Zhao 0003,1
9446,Meng Jiang 0001,Nitesh V. Chawla,2
9447,Meng Jiang 0001,Tianwen Jiang,2
9448,Meng Jiang 0001,Ting Liu 0001,1
9449,Meng Jiang 0001,Tong Zhao 0003,1
9450,Nitesh V. Chawla,Tianwen Jiang,2
9451,Nitesh V. Chawla,Ting Liu 0001,1
9452,Nitesh V. Chawla,Tong Zhao 0003,1
9453,Tianwen Jiang,Ting Liu 0001,1
9454,Tianwen Jiang,Tong Zhao 0003,1
9455,Ting Liu 0001,Tong Zhao 0003,1
9456,Dongyan Zhao 0001,Xiangliang Zhang 0001,1
9457,Ran Le,Xiangliang Zhang 0001,1
9458,Rui Yan 0001,Xiangliang Zhang 0001,1
9459,Tao Zhang,Xiangliang Zhang 0001,1
9460,Xiangliang Zhang 0001,Yang Song,1
9461,Fuxun Yu,Junxiang Wang,1
9462,Fuxun Yu,Liang Zhao 0002,1
9463,Fuxun Yu,Xiang Chen 0010,1
9464,Junxiang Wang,Liang Zhao 0002,1
9465,Junxiang Wang,Xiang Chen 0010,1
9466,Menghong Feng,Prashant J. Shenoy,1
9467,Menghong Feng,Srinivasan Iyengar,1
9468,Menghong Feng,Stephen Lee,1
9469,Menghong Feng,Subhransu Maji,1
9470,Prashant J. Shenoy,Srinivasan Iyengar,1
9471,Prashant J. Shenoy,Stephen Lee,1
9472,Prashant J. Shenoy,Subhransu Maji,1
9473,Srinivasan Iyengar,Stephen Lee,1
9474,Srinivasan Iyengar,Subhransu Maji,1
9475,Stephen Lee,Subhransu Maji,1
9476,Cecilia Mascolo,Xiao Zhou,1
9477,Cecilia Mascolo,Zhongxiang Zhao,1
9478,Xiao Zhou,Zhongxiang Zhao,1
9479,Beidou Wang,Boxuan Zhang,1
9480,Beidou Wang,Guang Qiu,1
9481,Beidou Wang,Hongmin Liu 0001,1
9482,Beidou Wang,Jiming Chen,1
9483,Beidou Wang,Wanxian Guan,1
9484,Beidou Wang,Wei Ning,1
9485,Beidou Wang,Wei Zhao 0019,1
9486,Boxuan Zhang,Guang Qiu,1
9487,Boxuan Zhang,Hongmin Liu 0001,1
9488,Boxuan Zhang,Jiming Chen,1
9489,Boxuan Zhang,Wanxian Guan,1
9490,Boxuan Zhang,Wei Ning,1
9491,Boxuan Zhang,Wei Zhao 0019,1
9492,Boxuan Zhang,Ziyu Guan,1
9493,Guang Qiu,Hongmin Liu 0001,1
9494,Guang Qiu,Jiming Chen,1
9495,Guang Qiu,Wanxian Guan,1
9496,Guang Qiu,Wei Ning,2
9497,Guang Qiu,Wei Zhao 0019,2
9498,Guang Qiu,Ziyu Guan,2
9499,Hongmin Liu 0001,Jiming Chen,1
9500,Hongmin Liu 0001,Wanxian Guan,1
9501,Hongmin Liu 0001,Wei Ning,1
9502,Hongmin Liu 0001,Wei Zhao 0019,1
9503,Hongmin Liu 0001,Ziyu Guan,1
9504,Jiming Chen,Wanxian Guan,1
9505,Jiming Chen,Wei Ning,1
9506,Jiming Chen,Wei Zhao 0019,1
9507,Jiming Chen,Ziyu Guan,1
9508,Wanxian Guan,Wei Ning,1
9509,Wanxian Guan,Wei Zhao 0019,1
9510,Wanxian Guan,Ziyu Guan,1
9511,Wei Ning,Wei Zhao 0019,2
9512,Wei Ning,Ziyu Guan,2
9513,Wei Zhao 0019,Ziyu Guan,2
9514,Bo Wang,Bo Zheng,1
9515,Bo Wang,Xisen Wang,1
9516,Bo Wang,Yaliang Li,1
9517,Bo Wang,Yu Gong,1
9518,Bo Zheng,Deng Cai 0001,1
9519,Bo Zheng,Jingren Zhou,1
9520,Bo Zheng,Jun Huang 0007,1
9521,Bo Zheng,Minghui Qiu,1
9522,Bo Zheng,Xiaoyi Zeng,1
9523,Bo Zheng,Xisen Wang,1
9524,Bo Zheng,Yaliang Li,1
9525,Bo Zheng,Yu Gong,1
9526,Deng Cai 0001,Xisen Wang,1
9527,Deng Cai 0001,Yaliang Li,1
9528,Jingren Zhou,Xisen Wang,1
9529,Jingren Zhou,Yaliang Li,1
9530,Jingren Zhou,Yu Gong,1
9531,Jun Huang 0007,Xisen Wang,1
9532,Jun Huang 0007,Yaliang Li,1
9533,Jun Huang 0007,Yu Gong,1
9534,Minghui Qiu,Xisen Wang,1
9535,Minghui Qiu,Yaliang Li,1
9536,Minghui Qiu,Yu Gong,1
9537,Xiaoyi Zeng,Xisen Wang,1
9538,Xiaoyi Zeng,Yaliang Li,1
9539,Xiaoyi Zeng,Yu Gong,1
9540,Xisen Wang,Yaliang Li,1
9541,Xisen Wang,Yu Gong,1
9542,Yaliang Li,Yu Gong,1
9543,Apostol Natsev,Ariel Gordon,1
9544,Apostol Natsev,Balakrishnan Varadarajan,1
9545,Apostol Natsev,Joonseok Lee,1
9546,Apostol Natsev,Seong Jae Hwang,1
9547,Apostol Natsev,Zheng Xu,1
9548,Ariel Gordon,Balakrishnan Varadarajan,1
9549,Ariel Gordon,Joonseok Lee,1
9550,Ariel Gordon,Seong Jae Hwang,1
9551,Ariel Gordon,Zheng Xu,1
9552,Balakrishnan Varadarajan,Joonseok Lee,1
9553,Balakrishnan Varadarajan,Seong Jae Hwang,1
9554,Balakrishnan Varadarajan,Zheng Xu,1
9555,Joonseok Lee,Seong Jae Hwang,1
9556,Joonseok Lee,Zheng Xu,1
9557,Seong Jae Hwang,Zheng Xu,1
9558,Faisal Farooq,Prithwish Chakraborty,1
9559,Hongxia Jin,Tong Yu 0001,1
9560,Hongxia Jin,Yilin Shen,1
9561,Tong Yu 0001,Yilin Shen,1
9562,Bang Liu,Chaoyue Wang,1
9563,Bang Liu,Jinghong Lin,1
9564,Bang Liu,Shunnan Xu,1
9565,Bang Liu,Weidong Guo,1
9566,Chaoyue Wang,Di Niu,1
9567,Chaoyue Wang,Jinghong Lin,1
9568,Chaoyue Wang,Kunfeng Lai,1
9569,Chaoyue Wang,Shunnan Xu,1
9570,Chaoyue Wang,Weidong Guo,1
9571,Chaoyue Wang,Yu Xu,1
9572,Di Niu,Jinghong Lin,1
9573,Di Niu,Shunnan Xu,1
9574,Jinghong Lin,Kunfeng Lai,1
9575,Jinghong Lin,Shunnan Xu,1
9576,Jinghong Lin,Weidong Guo,1
9577,Jinghong Lin,Yu Xu,1
9578,Kunfeng Lai,Shunnan Xu,1
9579,Shunnan Xu,Weidong Guo,1
9580,Shunnan Xu,Yu Xu,1
9581,Meng Liu 0006,Tat-Seng Chua,1
9582,Meng Liu 0006,Xiang Wang 0010,1
9583,Meng Liu 0006,Xiangnan He 0001,1
9584,Meng Liu 0006,Yixin Cao 0002,1
9585,Alessio Signorini,Andrew Trister,1
9586,Alessio Signorini,Belle Tseng,1
9587,Alessio Signorini,Filip Jankovic,1
9588,Alessio Signorini,Han Hee Song,1
9589,Alessio Signorini,Hyun Joon Jung,1
9590,Alessio Signorini,Jie Shen,1
9591,Alessio Signorini,Lampros Kourtis,1
9592,Alessio Signorini,Luca Foschini,1
9593,Alessio Signorini,Marc Sunga,1
9594,Alessio Signorini,Melissa Pugh,1
9595,Alessio Signorini,Nikki Marinsek,1
9596,Alessio Signorini,Richard Chen,1
9597,Alessio Signorini,Roy Yaari,1
9598,Alessio Signorini,Vera Maljkovic,1
9599,Andrew Trister,Belle Tseng,1
9600,Andrew Trister,Filip Jankovic,1
9601,Andrew Trister,Han Hee Song,1
9602,Andrew Trister,Hyun Joon Jung,1
9603,Andrew Trister,Jie Shen,1
9604,Andrew Trister,Lampros Kourtis,1
9605,Andrew Trister,Luca Foschini,1
9606,Andrew Trister,Marc Sunga,1
9607,Andrew Trister,Melissa Pugh,1
9608,Andrew Trister,Nikki Marinsek,1
9609,Andrew Trister,Richard Chen,1
9610,Andrew Trister,Roy Yaari,1
9611,Andrew Trister,Vera Maljkovic,1
9612,Belle Tseng,Filip Jankovic,1
9613,Belle Tseng,Han Hee Song,1
9614,Belle Tseng,Hyun Joon Jung,1
9615,Belle Tseng,Jie Shen,1
9616,Belle Tseng,Lampros Kourtis,1
9617,Belle Tseng,Luca Foschini,1
9618,Belle Tseng,Marc Sunga,1
9619,Belle Tseng,Melissa Pugh,1
9620,Belle Tseng,Nikki Marinsek,1
9621,Belle Tseng,Richard Chen,1
9622,Belle Tseng,Roy Yaari,1
9623,Belle Tseng,Vera Maljkovic,1
9624,Filip Jankovic,Han Hee Song,1
9625,Filip Jankovic,Hyun Joon Jung,1
9626,Filip Jankovic,Jie Shen,1
9627,Filip Jankovic,Lampros Kourtis,1
9628,Filip Jankovic,Luca Foschini,1
9629,Filip Jankovic,Marc Sunga,1
9630,Filip Jankovic,Melissa Pugh,1
9631,Filip Jankovic,Nikki Marinsek,1
9632,Filip Jankovic,Richard Chen,1
9633,Filip Jankovic,Roy Yaari,1
9634,Filip Jankovic,Vera Maljkovic,1
9635,Han Hee Song,Hyun Joon Jung,1
9636,Han Hee Song,Jie Shen,1
9637,Han Hee Song,Lampros Kourtis,1
9638,Han Hee Song,Luca Foschini,1
9639,Han Hee Song,Marc Sunga,1
9640,Han Hee Song,Melissa Pugh,1
9641,Han Hee Song,Nikki Marinsek,1
9642,Han Hee Song,Richard Chen,1
9643,Han Hee Song,Roy Yaari,1
9644,Han Hee Song,Vera Maljkovic,1
9645,Hyun Joon Jung,Jie Shen,1
9646,Hyun Joon Jung,Lampros Kourtis,1
9647,Hyun Joon Jung,Luca Foschini,1
9648,Hyun Joon Jung,Marc Sunga,1
9649,Hyun Joon Jung,Melissa Pugh,1
9650,Hyun Joon Jung,Nikki Marinsek,1
9651,Hyun Joon Jung,Richard Chen,1
9652,Hyun Joon Jung,Roy Yaari,1
9653,Hyun Joon Jung,Vera Maljkovic,1
9654,Jie Shen,Lampros Kourtis,1
9655,Jie Shen,Luca Foschini,1
9656,Jie Shen,Marc Sunga,1
9657,Jie Shen,Melissa Pugh,1
9658,Jie Shen,Nikki Marinsek,1
9659,Jie Shen,Richard Chen,1
9660,Jie Shen,Roy Yaari,1
9661,Jie Shen,Vera Maljkovic,1
9662,Lampros Kourtis,Luca Foschini,1
9663,Lampros Kourtis,Marc Sunga,1
9664,Lampros Kourtis,Melissa Pugh,1
9665,Lampros Kourtis,Nikki Marinsek,1
9666,Lampros Kourtis,Richard Chen,1
9667,Lampros Kourtis,Roy Yaari,1
9668,Lampros Kourtis,Vera Maljkovic,1
9669,Luca Foschini,Marc Sunga,1
9670,Luca Foschini,Melissa Pugh,1
9671,Luca Foschini,Nikki Marinsek,1
9672,Luca Foschini,Richard Chen,1
9673,Luca Foschini,Roy Yaari,1
9674,Luca Foschini,Vera Maljkovic,1
9675,Marc Sunga,Melissa Pugh,1
9676,Marc Sunga,Nikki Marinsek,1
9677,Marc Sunga,Richard Chen,1
9678,Marc Sunga,Roy Yaari,1
9679,Marc Sunga,Vera Maljkovic,1
9680,Melissa Pugh,Nikki Marinsek,1
9681,Melissa Pugh,Richard Chen,1
9682,Melissa Pugh,Roy Yaari,1
9683,Melissa Pugh,Vera Maljkovic,1
9684,Nikki Marinsek,Richard Chen,1
9685,Nikki Marinsek,Roy Yaari,1
9686,Nikki Marinsek,Vera Maljkovic,1
9687,Richard Chen,Roy Yaari,1
9688,Richard Chen,Vera Maljkovic,1
9689,Roy Yaari,Vera Maljkovic,1
9690,Bin Yao 0002,Kai Zheng 0001,1
9691,Bin Yao 0002,Liwei Deng,1
9692,Bin Yao 0002,Vincent W. Zheng,1
9693,Bin Yao 0002,Yan Zhao 0008,1
9694,Bin Yao 0002,Yue Cui,1
9695,Kai Zheng 0001,Liwei Deng,1
9696,Kai Zheng 0001,Vincent W. Zheng,1
9697,Kai Zheng 0001,Yan Zhao 0008,1
9698,Kai Zheng 0001,Yue Cui,1
9699,Liwei Deng,Vincent W. Zheng,1
9700,Liwei Deng,Yan Zhao 0008,1
9701,Liwei Deng,Yue Cui,1
9702,Vincent W. Zheng,Yan Zhao 0008,1
9703,Vincent W. Zheng,Yue Cui,1
9704,Yan Zhao 0008,Yue Cui,1
9705,Ehimwenma Nosakhare,Rosalind W. Picard,1
9706,Chenhao Niu,Dan Pei,1
9707,Chenhao Niu,Rong Liu,1
9708,Chenhao Niu,Wei Sun,1
9709,Chenhao Niu,Ya Su,1
9710,Chenhao Niu,Youjian Zhao,1
9711,Dan Pei,Rong Liu,1
9712,Dan Pei,Wei Sun,1
9713,Dan Pei,Ya Su,1
9714,Dan Pei,Youjian Zhao,1
9715,Rong Liu,Wei Sun,1
9716,Rong Liu,Ya Su,1
9717,Rong Liu,Youjian Zhao,1
9718,Wei Sun,Ya Su,1
9719,Wei Sun,Youjian Zhao,1
9720,Ya Su,Youjian Zhao,1
9721,Itaru Nishioka,Wemer M. Wee,1
9722,Itaru Nishioka,Yasuhisa Suzuki,1
9723,Wemer M. Wee,Yasuhisa Suzuki,1
9724,Haipeng Chen 0001,Noseong Park,1
9725,Haipeng Chen 0001,Rui Liu,1
9726,Haipeng Chen 0001,V. S. Subrahmanian,1
9727,Noseong Park,Rui Liu,1
9728,Noseong Park,V. S. Subrahmanian,1
9729,Rui Liu,V. S. Subrahmanian,1
9730,Auroop R. Ganguly,Jennifer G. Dy,1
9731,Auroop R. Ganguly,Junxiang Chen,1
9732,Auroop R. Ganguly,Yumin Liu,1
9733,Jennifer G. Dy,Junxiang Chen,1
9734,Jennifer G. Dy,Yumin Liu,1
9735,Junxiang Chen,Yumin Liu,1
9736,Alexander Marx,Jilles Vreeken,1
9737,Ambuj K. Singh,Victor Amelkin,1
9738,Bernhard O. Palsson,Jean-Christophe Lachance,1
9739,Bernhard O. Palsson,José Bento 0001,1
9740,Bernhard O. Palsson,Laurence Yang,1
9741,Bernhard O. Palsson,Michael A. Saunders,1
9742,Jean-Christophe Lachance,José Bento 0001,1
9743,Jean-Christophe Lachance,Laurence Yang,1
9744,Jean-Christophe Lachance,Michael A. Saunders,1
9745,José Bento 0001,Laurence Yang,1
9746,José Bento 0001,Michael A. Saunders,1
9747,Laurence Yang,Michael A. Saunders,1
9748,Bin Yao 0002,Christian S. Jensen,1
9749,Bin Yao 0002,Ling Shao 0001,1
9750,Bin Yao 0002,Lisi Chen,1
9751,Bin Yao 0002,Shuo Shang,1
9752,Bin Yao 0002,Zhiwei Zhang,1
9753,Christian S. Jensen,Ling Shao 0001,1
9754,Christian S. Jensen,Lisi Chen,1
9755,Christian S. Jensen,Shuo Shang,1
9756,Christian S. Jensen,Zhiwei Zhang,1
9757,Ling Shao 0001,Lisi Chen,1
9758,Ling Shao 0001,Shuo Shang,1
9759,Ling Shao 0001,Zhiwei Zhang,1
9760,Lisi Chen,Shuo Shang,1
9761,Lisi Chen,Zhiwei Zhang,1
9762,Shuo Shang,Zhiwei Zhang,1
9763,Cheng-Long Wang,Feiping Nie 0001,1
9764,Cheng-Long Wang,Xuelong Li,1
9765,Feiping Nie 0001,Xuelong Li,1
9766,Aaron Flores,Alfonso Lobos Ruiz,1
9767,Aaron Flores,Junwei Pan,1
9768,Aaron Flores,Yizhi Mao,1
9769,Aaron Flores,Yu Sun,1
9770,Alfonso Lobos Ruiz,Junwei Pan,1
9771,Alfonso Lobos Ruiz,Yizhi Mao,1
9772,Alfonso Lobos Ruiz,Yu Sun,1
9773,Junwei Pan,Yizhi Mao,1
9774,Junwei Pan,Yu Sun,1
9775,Yizhi Mao,Yu Sun,1
9776,Chengxi Zang,Haoyang Li,1
9777,Chengxi Zang,Peng Cui 0001,4
9778,Chengxi Zang,Tianyang Zhang,1
9779,Chengxi Zang,Wenwu Zhu 0001,4
9780,Chengxi Zang,Yishi Lin,1
9781,Haoyang Li,Peng Cui 0001,1
9782,Haoyang Li,Tianyang Zhang,1
9783,Haoyang Li,Wenwu Zhu 0001,1
9784,Haoyang Li,Yishi Lin,1
9785,Peng Cui 0001,Tianyang Zhang,1
9786,Peng Cui 0001,Yishi Lin,1
9787,Tianyang Zhang,Wenwu Zhu 0001,1
9788,Tianyang Zhang,Yishi Lin,1
9789,Wenwu Zhu 0001,Yishi Lin,1
9790,Luobao Zou,Weidong Zhang 0004,1
9791,Luobao Zou,Xuechun Wang,1
9792,Luobao Zou,Yin Cheng,1
9793,Luobao Zou,Zhiwei Zhuang,1
9794,Weidong Zhang 0004,Xuechun Wang,1
9795,Weidong Zhang 0004,Yin Cheng,1
9796,Weidong Zhang 0004,Zhiwei Zhuang,1
9797,Xuechun Wang,Yin Cheng,1
9798,Xuechun Wang,Zhiwei Zhuang,1
9799,Yin Cheng,Zhiwei Zhuang,1
9800,Bowen Du,Hui Xiong 0001,2
9801,Bowen Du,Junchen Ye,1
9802,Bowen Du,Leilei Sun,2
9803,Bowen Du,Xinran Tong,1
9804,Bowen Du,Yanjie Fu,1
9805,Hui Xiong 0001,Junchen Ye,1
9806,Hui Xiong 0001,Leilei Sun,2
9807,Hui Xiong 0001,Xinran Tong,1
9808,Hui Xiong 0001,Yanjie Fu,2
9809,Junchen Ye,Leilei Sun,1
9810,Junchen Ye,Xinran Tong,1
9811,Junchen Ye,Yanjie Fu,1
9812,Leilei Sun,Xinran Tong,1
9813,Leilei Sun,Yanjie Fu,1
9814,Xinran Tong,Yanjie Fu,1
9815,Haoyu Zhang,Qin Zhang 0001,1
9816,Chengrun Yang,Dae Won Kim,1
9817,Chengrun Yang,Madeleine Udell,1
9818,Chengrun Yang,Yuji Akimoto,1
9819,Dae Won Kim,Madeleine Udell,1
9820,Dae Won Kim,Yuji Akimoto,1
9821,Madeleine Udell,Yuji Akimoto,1
9822,Cecilia Mascolo,Dimitris Spathis,1
9823,Cecilia Mascolo,Jason Rentfrow,1
9824,Cecilia Mascolo,Katayoun Farrahi,1
9825,Cecilia Mascolo,Sandra Servia Rodríguez,1
9826,Dimitris Spathis,Jason Rentfrow,1
9827,Dimitris Spathis,Katayoun Farrahi,1
9828,Dimitris Spathis,Sandra Servia Rodríguez,1
9829,Jason Rentfrow,Katayoun Farrahi,1
9830,Jason Rentfrow,Sandra Servia Rodríguez,1
9831,Katayoun Farrahi,Sandra Servia Rodríguez,1
9832,Daren Sun,Ruiwei Zhu,1
9833,Daren Sun,Shouke Qin,1
9834,Daren Sun,Tao Deng,1
9835,Daren Sun,Xiao Yang,1
9836,Daren Sun,Yanfeng Zhu 0003,1
9837,Daren Sun,Zhi Guo,1
9838,Daren Sun,Zongyao Ding,1
9839,Ruiwei Zhu,Shouke Qin,1
9840,Ruiwei Zhu,Tao Deng,1
9841,Ruiwei Zhu,Xiao Yang,1
9842,Ruiwei Zhu,Yanfeng Zhu 0003,1
9843,Ruiwei Zhu,Zhi Guo,1
9844,Ruiwei Zhu,Zongyao Ding,1
9845,Shouke Qin,Yanfeng Zhu 0003,1
9846,Shouke Qin,Zhi Guo,1
9847,Tao Deng,Yanfeng Zhu 0003,1
9848,Tao Deng,Zhi Guo,1
9849,Xiao Yang,Yanfeng Zhu 0003,1
9850,Xiao Yang,Zhi Guo,1
9851,Yanfeng Zhu 0003,Zhi Guo,1
9852,Yanfeng Zhu 0003,Zongyao Ding,1
9853,Zhi Guo,Zongyao Ding,1
9854,Anthony Sicilia,Kirk Goldsberry,1
9855,Anthony Sicilia,Konstantinos Pelechrinis,1
9856,Kirk Goldsberry,Konstantinos Pelechrinis,1
9857,Dou Huang,Kyoung-Sook Kim,1
9858,Dou Huang,Renhe Jiang,1
9859,Dou Huang,Ryosuke Shibasaki,1
9860,Dou Huang,Tianqi Xia,1
9861,Dou Huang,Xiaoya Song,1
9862,Dou Huang,Xuan Song,1
9863,Dou Huang,Zekun Cai,1
9864,Dou Huang,Zhaonan Wang,1
9865,Kyoung-Sook Kim,Renhe Jiang,1
9866,Kyoung-Sook Kim,Ryosuke Shibasaki,1
9867,Kyoung-Sook Kim,Tianqi Xia,1
9868,Kyoung-Sook Kim,Xiaoya Song,1
9869,Kyoung-Sook Kim,Xuan Song,1
9870,Kyoung-Sook Kim,Zekun Cai,1
9871,Kyoung-Sook Kim,Zhaonan Wang,1
9872,Renhe Jiang,Ryosuke Shibasaki,1
9873,Renhe Jiang,Tianqi Xia,1
9874,Renhe Jiang,Xiaoya Song,1
9875,Renhe Jiang,Xuan Song,1
9876,Renhe Jiang,Zekun Cai,1
9877,Renhe Jiang,Zhaonan Wang,1
9878,Ryosuke Shibasaki,Tianqi Xia,1
9879,Ryosuke Shibasaki,Xiaoya Song,1
9880,Ryosuke Shibasaki,Xuan Song,1
9881,Ryosuke Shibasaki,Zekun Cai,1
9882,Ryosuke Shibasaki,Zhaonan Wang,1
9883,Tianqi Xia,Xiaoya Song,1
9884,Tianqi Xia,Xuan Song,1
9885,Tianqi Xia,Zekun Cai,1
9886,Tianqi Xia,Zhaonan Wang,1
9887,Xiaoya Song,Xuan Song,1
9888,Xiaoya Song,Zekun Cai,1
9889,Xiaoya Song,Zhaonan Wang,1
9890,Xuan Song,Zekun Cai,1
9891,Xuan Song,Zhaonan Wang,1
9892,Zekun Cai,Zhaonan Wang,1
9893,Hyokun Yun,Parameswaran Raman,1
9894,Hyokun Yun,S. V. N. Vishwanathan,1
9895,Hyokun Yun,Shin Matsushima,1
9896,Hyokun Yun,Sriram Srinivasan 0004,1
9897,Hyokun Yun,Xinhua Zhang,1
9898,Parameswaran Raman,S. V. N. Vishwanathan,1
9899,Parameswaran Raman,Shin Matsushima,1
9900,Parameswaran Raman,Sriram Srinivasan 0004,1
9901,Parameswaran Raman,Xinhua Zhang,1
9902,S. V. N. Vishwanathan,Shin Matsushima,1
9903,S. V. N. Vishwanathan,Sriram Srinivasan 0004,1
9904,S. V. N. Vishwanathan,Xinhua Zhang,1
9905,Shin Matsushima,Sriram Srinivasan 0004,1
9906,Shin Matsushima,Xinhua Zhang,1
9907,Sriram Srinivasan 0004,Xinhua Zhang,1
9908,Chun Lo,Shaunak Chatterjee,1
9909,Chun Lo,Ye Tu,1
9910,Chun Lo,Yiping Yuan,1
9911,Shaunak Chatterjee,Ye Tu,1
9912,Shaunak Chatterjee,Yiping Yuan,1
9913,Ye Tu,Yiping Yuan,1
9914,Ge Chen,Lan Xu,1
9915,Ge Chen,Lan Zhang,1
9916,Ge Chen,Xiaoyang Ma,1
9917,Ge Chen,Yang Wang,1
9918,Ge Chen,Zhengtao Wu,1
9919,Ge Chen,Zhicheng Liu,1
9920,Ge Chen,Zhili Xiao,1
9921,Lan Xu,Lan Zhang,1
9922,Lan Xu,Xiaoyang Ma,1
9923,Lan Xu,Yang Wang,1
9924,Lan Xu,Zhengtao Wu,1
9925,Lan Xu,Zhicheng Liu,1
9926,Lan Xu,Zhili Xiao,1
9927,Lan Zhang,Xiaoyang Ma,1
9928,Lan Zhang,Yang Wang,1
9929,Lan Zhang,Zhengtao Wu,1
9930,Lan Zhang,Zhicheng Liu,1
9931,Lan Zhang,Zhili Xiao,1
9932,Xiaoyang Ma,Yang Wang,1
9933,Xiaoyang Ma,Zhengtao Wu,1
9934,Xiaoyang Ma,Zhicheng Liu,1
9935,Xiaoyang Ma,Zhili Xiao,1
9936,Yang Wang,Zhengtao Wu,1
9937,Yang Wang,Zhicheng Liu,1
9938,Yang Wang,Zhili Xiao,1
9939,Zhengtao Wu,Zhicheng Liu,1
9940,Zhengtao Wu,Zhili Xiao,1
9941,Zhicheng Liu,Zhili Xiao,1
9942,Ben Goodrich,Mohammad Saleh,1
9943,Ben Goodrich,Peter J. Liu,1
9944,Ben Goodrich,Vinay Rao,1
9945,Mohammad Saleh,Peter J. Liu,1
9946,Mohammad Saleh,Vinay Rao,1
9947,Peter J. Liu,Vinay Rao,1
9948,George O. Mohler,John Lu,1
9949,George O. Mohler,Mohammad Al Hasan,3
9950,George O. Mohler,Ritika Pandey,1
9951,George O. Mohler,Sumati Sridhar,1
9952,John Lu,Mohammad Al Hasan,1
9953,John Lu,Ritika Pandey,1
9954,John Lu,Sumati Sridhar,1
9955,Mohammad Al Hasan,Ritika Pandey,1
9956,Mohammad Al Hasan,Sumati Sridhar,1
9957,Ritika Pandey,Sumati Sridhar,1
9958,Chen Fang,Handong Zhao,1
9959,Chen Fang,Longqi Yang,1
9960,Chen Fang,Sheng Li 0001,1
9961,Chen Fang,Yun Fu 0001,1
9962,Chen Fang,Zhaowen Wang,1
9963,Chen Fang,Zhiqiang Tao,1
9964,Handong Zhao,Longqi Yang,1
9965,Handong Zhao,Yun Fu 0001,1
9966,Handong Zhao,Zhaowen Wang,1
9967,Handong Zhao,Zhiqiang Tao,1
9968,Longqi Yang,Sheng Li 0001,1
9969,Longqi Yang,Yun Fu 0001,1
9970,Longqi Yang,Zhaowen Wang,1
9971,Longqi Yang,Zhiqiang Tao,1
9972,Sheng Li 0001,Yun Fu 0001,1
9973,Sheng Li 0001,Zhaowen Wang,1
9974,Sheng Li 0001,Zhiqiang Tao,1
9975,Yun Fu 0001,Zhaowen Wang,1
9976,Yun Fu 0001,Zhiqiang Tao,1
9977,Zhaowen Wang,Zhiqiang Tao,1
9978,Arvind Satyanarayan,César A. Hidalgo,1
9979,Arvind Satyanarayan,Emanuel Zgraggen,1
9980,Arvind Satyanarayan,Kevin Zeng Hu,1
9981,Arvind Satyanarayan,Madelon Hulsebos,1
9982,Arvind Satyanarayan,Michiel A. Bakker,1
9983,Arvind Satyanarayan,Tim Kraska,1
9984,Arvind Satyanarayan,Çagatay Demiralp,1
9985,César A. Hidalgo,Emanuel Zgraggen,1
9986,César A. Hidalgo,Kevin Zeng Hu,1
